GENE;POP1;POP2;TOTAL_SITES;N_SITES;NUM_ALL;DENOM_ALL;DXY_ALL
1003:73844-78532;Fa;Li;4620;60;3466;459860;0.7537076501543948
1003:73844-78532;Fa;Mu;4620;60;3374;460100;0.733318843729624
1003:73844-78532;Ga;Li;4620;60;3342;459924;0.7266417929918856
1003:73844-78532;Ga;Mu;4620;60;3262;460160;0.7088838664812239
1003:73844-78532;Li;Mu;4620;60;2934;460680;0.6368846053659807
1003:83023-93491;Fa;Ga;10154;249;5136;999884;0.5136595845118034
1003:83023-93491;Fa;Li;10132;271;4610;1004016;0.4591560293859859
1003:83023-93491;Fa;Mu;10146;257;4988;1001788;0.49790973738954747
1003:83023-93491;Ga;Li;10129;274;4242;999264;0.42451244115669134
1003:83023-93491;Ga;Mu;10147;256;4594;997460;0.46056984741242757
1003:83023-93491;Li;Mu;10127;276;4144;1001452;0.41379916361443186
1003:9837-60131;Fa;Ga;48718;1163;46290;4801716;0.9640303591466051
1003:9837-60131;Fa;Li;48724;1157;45998;4804056;0.9574825938748425
1003:9837-60131;Fa;Mu;48713;1168;45714;4806336;0.9511195222306555
1003:9837-60131;Ga;Li;48755;1126;42882;4801832;0.8930341586294565
1003:9837-60131;Ga;Mu;48744;1137;42532;4801880;0.885736419902205
1003:9837-60131;Li;Mu;48750;1131;41738;4806432;0.8683780400929422
1004:945-28418;Fa;Ga;26902;425;16790;2599148;0.6459809137455812
1004:945-28418;Fa;Li;26902;425;15514;2626688;0.5906297207738415
1004:945-28418;Fa;Mu;26901;426;16356;2612012;0.6261839532130786
1004:945-28418;Ga;Li;26907;420;13210;2629520;0.5023730566795461
1004:945-28418;Ga;Mu;26906;421;13336;2617744;0.50944630185381
1004:945-28418;Li;Mu;26906;421;12428;2643244;0.4701798244883938
1008:10075-18035;Fa;Ga;7608;186;8484;753552;1.1258678896745016
1008:10075-18035;Fa;Li;7608;186;8442;758928;1.1123584845993295
1008:10075-18035;Fa;Mu;7608;186;8644;757392;1.1412848300483764
1008:10075-18035;Ga;Li;7608;186;8356;753288;1.1092702923715763
1008:10075-18035;Ga;Mu;7608;186;8206;751924;1.0913336986184774
1008:10075-18035;Li;Mu;7608;186;7836;757148;1.0349363664699636
1008:152996-154445;Fa;Ga;1417;29;1404;140980;0.995885941268265
1008:152996-154445;Fa;Li;1417;29;1272;140740;0.90379423049595
1008:152996-154445;Fa;Mu;1417;29;1330;139824;0.9511957889918755
1008:152996-154445;Ga;Li;1417;29;1134;140260;0.8084985027805504
1008:152996-154445;Ga;Mu;1417;29;1126;139372;0.8079097666676234
1008:152996-154445;Li;Mu;1417;29;1088;139288;0.7811153868244214
1008:177722-178963;Fa;Ga;1239;3;418;123760;0.33775048480930836
1008:177722-178963;Fa;Li;1239;3;390;123740;0.31517698399870697
1008:177722-178963;Fa;Mu;1239;3;380;123840;0.30684754521963825
1008:177722-178963;Ga;Li;1239;3;462;123600;0.3737864077669903
1008:177722-178963;Ga;Mu;1239;3;458;123700;0.370250606305578
1008:177722-178963;Li;Mu;1239;3;402;123680;0.32503234152652005
1008:191712-216134;Fa;Ga;23348;751;19842;2289964;0.8664765035607547
1008:191712-216134;Fa;Li;23355;744;19562;2297496;0.8514487076364877
1008:191712-216134;Fa;Mu;23349;750;19996;2292940;0.8720681744834143
1008:191712-216134;Ga;Li;23368;731;15276;2290492;0.6669309475868067
1008:191712-216134;Ga;Mu;23352;747;15724;2285780;0.6879052227248467
1008:191712-216134;Li;Mu;23372;727;15444;2293372;0.6734188784026316
1008:218093-220402;Fa;Ga;2200;74;2370;208960;1.1341883614088821
1008:218093-220402;Fa;Li;2174;100;2240;209736;1.0680093069382461
1008:218093-220402;Fa;Mu;2199;75;2282;207256;1.1010537692515536
1008:218093-220402;Ga;Li;2161;113;1630;208544;0.7816096363357373
1008:218093-220402;Ga;Mu;2186;88;1760;206032;0.8542362351479382
1008:218093-220402;Li;Mu;2168;106;1540;207080;0.7436739424377052
1020:145048-148713;Fa;Ga;3630;34;2250;360680;0.6238216701785516
1020:145048-148713;Fa;Li;3630;34;2164;361280;0.5989813994685562
1020:145048-148713;Fa;Mu;3630;34;2296;360880;0.6362225670583019
1020:145048-148713;Ga;Li;3630;34;1470;362320;0.40571870170015456
1020:145048-148713;Ga;Mu;3630;34;1606;361920;0.4437444739168877
1020:145048-148713;Li;Mu;3630;34;1576;362520;0.4347346353304645
1021:106630-107295;Fa;Ga;666;0;476;66520;0.7155742633794347
1021:106630-107295;Fa;Li;666;0;424;66580;0.6368278762391109
1021:106630-107295;Fa;Mu;666;0;406;66580;0.6097927305497146
1021:106630-107295;Ga;Li;666;0;390;66540;0.5861136158701533
1021:106630-107295;Ga;Mu;666;0;366;66540;0.5500450856627592
1021:106630-107295;Li;Mu;666;0;314;66600;0.47147147147147145
1025:144791-157911;Fa;Ga;12814;246;11856;1269300;0.9340581422831482
1025:144791-157911;Fa;Li;12818;242;12572;1267272;0.9920522192552191
1025:144791-157911;Fa;Mu;12818;242;11350;1265508;0.8968730343861911
1025:144791-157911;Ga;Li;12814;246;10630;1266728;0.8391698928262421
1025:144791-157911;Ga;Mu;12814;246;9230;1264684;0.7298265811854977
1025:144791-157911;Li;Mu;12818;242;10340;1263040;0.8186597415758804
1025:258216-310673;Fa;Ga;51527;742;25582;5095536;0.5020472821701191
1025:258216-310673;Fa;Li;51543;726;24896;5101524;0.48801103356565606
1025:258216-310673;Fa;Mu;51543;726;25132;5105672;0.4922368691134096
1025:258216-310673;Ga;Li;51517;752;21918;5085556;0.43098532392525024
1025:258216-310673;Ga;Mu;51516;753;22194;5090056;0.4360266370350346
1025:258216-310673;Li;Mu;51534;735;21638;5095620;0.42463919994034094
1025:32321-37080;Fa;Ga;4605;133;4768;446304;1.0683301068330107
1025:32321-37080;Fa;Li;4605;133;4394;447060;0.9828658345635932
1025:32321-37080;Fa;Mu;4605;133;4466;446584;1.0000358275262884
1025:32321-37080;Ga;Li;4605;133;4248;448048;0.9481127022104775
1025:32321-37080;Ga;Mu;4605;133;4312;447156;0.9643167037901761
1025:32321-37080;Li;Mu;4605;133;3888;448320;0.867237687366167
1028:218209-225457;Fa;Ga;6608;368;8988;618048;1.454255980118049
1028:218209-225457;Fa;Li;6622;354;9618;625068;1.538712588070418
1028:218209-225457;Fa;Mu;6626;350;9048;622208;1.4541760954536103
1028:218209-225457;Ga;Li;6604;372;8048;622292;1.2932835389174213
1028:218209-225457;Ga;Mu;6608;368;7086;620120;1.1426820615364768
1028:218209-225457;Li;Mu;6622;354;7974;627368;1.2710243429693577
1029:258032-260573;Fa;Ga;2418;92;2146;232676;0.9223125719885162
1029:258032-260573;Fa;Li;2418;92;1888;231540;0.8154098643862832
1029:258032-260573;Fa;Mu;2418;92;2110;233992;0.9017402304352286
1029:258032-260573;Ga;Li;2418;92;1854;231080;0.8023195430154059
1029:258032-260573;Ga;Mu;2418;92;2130;233324;0.912893658603487
1029:258032-260573;Li;Mu;2418;92;1900;232184;0.8183165075974227
1029:514616-519740;Fa;Ga;4940;157;4630;489284;0.9462806876987598
1029:514616-519740;Fa;Li;4940;157;4564;491928;0.9277780488201526
1029:514616-519740;Fa;Mu;4940;157;4648;492184;0.9443622710205939
1029:514616-519740;Ga;Li;4940;157;4158;490092;0.8484121348644744
1029:514616-519740;Ga;Mu;4940;157;4268;490328;0.8704377477933138
1029:514616-519740;Li;Mu;4940;157;4218;492924;0.8557100080336928
1029:547719-570523;Fa;Ga;22121;553;18374;2178440;0.8434476047079561
1029:547719-570523;Fa;Li;22117;557;17714;2185200;0.8106351821343584
1029:547719-570523;Fa;Mu;22119;555;18090;2181388;0.8292885080508373
1029:547719-570523;Ga;Li;22122;552;16908;2180144;0.7755451016079672
1029:547719-570523;Ga;Mu;22127;547;17134;2176764;0.7871317239719142
1029:547719-570523;Li;Mu;22117;557;16398;2183180;0.7511061845564727
1031:47378-54476;Fa;Ga;6992;97;5052;696020;0.7258412114594408
1031:47378-54476;Fa;Li;6992;97;4886;697464;0.7005379489120586
1031:47378-54476;Fa;Mu;6992;97;4940;695880;0.7098925102029086
1031:47378-54476;Ga;Li;6992;97;3818;695400;0.5490365257405809
1031:47378-54476;Ga;Mu;6992;97;3920;693832;0.5649782656320262
1031:47378-54476;Li;Mu;6992;97;3678;695328;0.5289589948916195
1033:110223-123889;Fa;Ga;13376;189;6562;1328768;0.4938409112802235
1033:110223-123889;Fa;Li;13376;189;6260;1328576;0.47118117443036756
1033:110223-123889;Fa;Mu;13376;189;6318;1328172;0.475691401414877
1033:110223-123889;Ga;Li;13376;189;3714;1328944;0.27947001529033577
1033:110223-123889;Ga;Mu;13376;189;3522;1328660;0.26507910225339815
1033:110223-123889;Li;Mu;13376;189;3430;1328356;0.258213912535495
1033:149075-164357;Fa;Ga;15133;139;4710;1496668;0.3146990514930499
1033:149075-164357;Fa;Li;15133;139;4606;1494012;0.3082973898469356
1033:149075-164357;Fa;Mu;15133;139;4564;1494700;0.30534555429183113
1033:149075-164357;Ga;Li;15133;139;1762;1504052;0.117150204913128
1033:149075-164357;Ga;Mu;15133;139;1642;1505048;0.10909951044750732
1033:149075-164357;Li;Mu;15133;139;1560;1502188;0.10384851962603882
1036:31037-39081;Fa;Ga;7406;479;10596;719944;1.471781138532997
1036:31037-39081;Fa;Li;7406;479;10868;724392;1.5002926592231831
1036:31037-39081;Fa;Mu;7381;504;10602;718768;1.4750239298354964
1036:31037-39081;Ga;Li;7406;479;10004;720416;1.3886421178874429
1036:31037-39081;Ga;Mu;7381;504;9508;715228;1.3293662999770703
1036:31037-39081;Li;Mu;7381;504;9768;718836;1.358863495985176
1038:229124-262382;Fa;Ga;32134;908;31550;3172992;0.9943296421799992
1038:229124-262382;Fa;Li;32134;908;31584;3179324;0.9934187267482019
1038:229124-262382;Fa;Mu;32129;913;31946;3180816;1.004333479207851
1038:229124-262382;Ga;Li;32134;908;27030;3174820;0.851386850278126
1038:229124-262382;Ga;Mu;32129;913;26162;3176180;0.8236938712541481
1038:229124-262382;Li;Mu;32129;913;26964;3182368;0.847293587668051
1040:35052-37026;Fa;Ga;1911;41;2758;190360;1.4488337886110527
1040:35052-37026;Fa;Li;1911;41;2562;190216;1.3468898515371999
1040:35052-37026;Fa;Mu;1911;41;2518;187356;1.3439654988364398
1040:35052-37026;Ga;Li;1911;41;2442;190500;1.2818897637795275
1040:35052-37026;Ga;Mu;1911;41;2226;187560;1.1868202175303904
1040:35052-37026;Li;Mu;1911;41;1812;187412;0.9668537767058673
1040:444060-446294;Fa;Ga;2140;62;3082;206500;1.4924939467312348
1040:444060-446294;Fa;Li;2140;62;2740;209552;1.3075513476368634
1040:444060-446294;Fa;Mu;2140;62;2890;206092;1.4022863575490558
1040:444060-446294;Ga;Li;2140;62;2676;206736;1.2944044578592988
1040:444060-446294;Ga;Mu;2140;62;2448;204748;1.195616074393889
1040:444060-446294;Li;Mu;2140;62;2496;206524;1.208576242954814
1040:446810-454011;Fa;Ga;7005;163;5674;678492;0.83626630822471
1040:446810-454011;Fa;Li;7012;156;5732;680812;0.8419358060668731
1040:446810-454011;Fa;Mu;7012;156;5642;676628;0.8338407514912182
1040:446810-454011;Ga;Li;7005;163;4888;679284;0.7195812060934749
1040:446810-454011;Ga;Mu;7005;163;4434;675808;0.6561035086888584
1040:446810-454011;Li;Mu;7012;156;4604;677312;0.6797458187659454
1042:123344-195434;Fa;Ga;70317;1472;38132;6865812;0.5553895154717315
1042:123344-195434;Fa;Li;70397;1392;38440;6864728;0.5599639199105922
1042:123344-195434;Fa;Mu;70286;1503;37586;6864032;0.5475790322655838
1042:123344-195434;Ga;Li;70258;1531;30994;6872128;0.4510102256535385
1042:123344-195434;Ga;Mu;70280;1509;29976;6880300;0.43567867680188366
1042:123344-195434;Li;Mu;70254;1535;30766;6871496;0.4477336521770514
1042:48419-61634;Fa;Ga;13004;186;10140;1290672;0.7856372494328536
1042:48419-61634;Fa;Li;13004;186;9934;1289268;0.7705147416983901
1042:48419-61634;Fa;Mu;13004;186;9650;1289600;0.7482940446650124
1042:48419-61634;Ga;Li;13004;186;7930;1292156;0.6137029894223298
1042:48419-61634;Ga;Mu;13004;186;8326;1292144;0.6443554278780074
1042:48419-61634;Li;Mu;13004;186;7752;1290680;0.6006136300244832
1042:77065-79967;Fa;Ga;2843;41;2106;282468;0.7455711797442542
1042:77065-79967;Fa;Li;2843;41;2032;282668;0.7188645336578601
1042:77065-79967;Fa;Mu;2843;41;1980;283332;0.6988268180085553
1042:77065-79967;Ga;Li;2843;41;1952;281608;0.6931621260759637
1042:77065-79967;Ga;Mu;2843;41;1524;282244;0.539958333923839
1042:77065-79967;Li;Mu;2843;41;1816;282440;0.6429684180710947
1043:156021-158487;Fa;Ga;2398;58;2982;234696;1.2705798138869004
1043:156021-158487;Fa;Li;2398;58;2962;236808;1.2508023377588595
1043:156021-158487;Fa;Mu;2398;58;2994;236968;1.2634617332298033
1043:156021-158487;Ga;Li;2398;58;2696;236368;1.1405943274893386
1043:156021-158487;Ga;Mu;2398;58;2842;236500;1.20169133192389
1043:156021-158487;Li;Mu;2398;58;2764;238616;1.1583464646125994
1043:160067-161835;Fa;Ga;1719;43;2652;171100;1.5499707773232028
1043:160067-161835;Fa;Li;1719;43;2622;171040;1.5329747427502338
1043:160067-161835;Fa;Mu;1719;43;2446;170744;1.432553998969217
1043:160067-161835;Ga;Li;1719;43;2498;171720;1.45469368739809
1043:160067-161835;Ga;Mu;1719;43;2336;171424;1.3627030054134777
1043:160067-161835;Li;Mu;1719;43;2264;171360;1.3211951447245565
1046:21782-29452;Fa;Ga;7511;155;7178;732892;0.9794076071235598
1046:21782-29452;Fa;Li;7523;143;7538;734612;1.0261199109189614
1046:21782-29452;Fa;Mu;7523;143;7522;734256;1.0244383430302237
1046:21782-29452;Ga;Li;7520;146;6132;735944;0.8332155707499483
1046:21782-29452;Ga;Mu;7520;146;6138;736124;0.8338269095967528
1046:21782-29452;Li;Mu;7532;134;6314;738280;0.8552310776399198
1048:2091-68504;Fa;Ga;64283;1606;49626;6265600;0.7920390704800817
1048:2091-68504;Fa;Li;64220;1669;48668;6250708;0.7785998002146317
1048:2091-68504;Fa;Mu;64236;1653;48642;6251340;0.7781051742506406
1048:2091-68504;Ga;Li;64221;1668;42696;6279488;0.6799280450890264
1048:2091-68504;Ga;Mu;64228;1661;43398;6275804;0.6915129918015286
1048:2091-68504;Li;Mu;64176;1713;42722;6262120;0.682229021481543
1050:140111-142173;Fa;Ga;1924;94;3520;191132;1.8416591674863445
1050:140111-142173;Fa;Li;1924;94;3598;190748;1.886258309392497
1050:140111-142173;Fa;Mu;1924;94;3498;190980;1.8316054037071945
1050:140111-142173;Ga;Li;1924;94;3378;191316;1.765665182211629
1050:140111-142173;Ga;Mu;1924;94;3206;191588;1.6733824665427897
1050:140111-142173;Li;Mu;1924;94;3200;191144;1.674130498472356
1051:157450-164219;Fa;Ga;6422;226;5966;633248;0.9421269392086513
1051:157450-164219;Fa;Li;6422;226;5914;635196;0.9310512030932184
1051:157450-164219;Fa;Mu;6422;226;5740;637260;0.900731255688416
1051:157450-164219;Ga;Li;6422;226;5356;632780;0.8464237175637662
1051:157450-164219;Ga;Mu;6422;226;5410;635000;0.8519685039370078
1051:157450-164219;Li;Mu;6422;226;5122;636792;0.8043442756818553
1051:22902-25677;Fa;Ga;2698;71;3632;265044;1.3703385098323297
1051:22902-25677;Fa;Li;2698;71;3636;265932;1.367266820089346
1051:22902-25677;Fa;Mu;2698;71;3536;266540;1.3266301493209274
1051:22902-25677;Ga;Li;2698;71;3508;264488;1.3263361664801427
1051:22902-25677;Ga;Mu;2698;71;3566;264796;1.3466970800163145
1051:22902-25677;Li;Mu;2698;71;3286;265928;1.2356728136939321
1051:290493-293985;Fa;Ga;3083;310;4432;301704;1.4689894731259778
1051:290493-293985;Fa;Li;3083;310;4606;300984;1.5303139037291018
1051:290493-293985;Fa;Mu;3083;310;4542;301620;1.5058683111199522
1051:290493-293985;Ga;Li;3083;310;3668;299984;1.2227318790335484
1051:290493-293985;Ga;Mu;3083;310;3794;300708;1.2616890804368357
1051:290493-293985;Li;Mu;3083;310;3968;300012;1.322613762116182
1053:39546-42234;Fa;Ga;2536;109;3186;236664;1.3462123516884696
1053:39546-42234;Fa;Li;2537;108;3032;237972;1.2740994738876843
1053:39546-42234;Fa;Mu;2537;108;3290;239940;1.3711761273651746
1053:39546-42234;Ga;Li;2543;102;2984;236456;1.2619684000405995
1053:39546-42234;Ga;Mu;2543;102;3240;238152;1.3604756626020358
1053:39546-42234;Li;Mu;2544;101;3110;240480;1.2932468396540253
105586:87-9077;Fa;Ga;5113;3823;4806;332032;1.4474508481110255
105586:87-9077;Fa;Li;6128;2808;5170;351348;1.4714755740747065
105586:87-9077;Fa;Mu;5826;3110;5184;339408;1.5273652948663556
105586:87-9077;Ga;Li;5281;3655;4526;320328;1.4129267500811669
105586:87-9077;Ga;Mu;5262;3674;4414;329856;1.3381596818005432
105586:87-9077;Li;Mu;5990;2946;4732;328924;1.4386302002894285
1055:15178-29187;Fa;Ga;13537;340;10468;1328876;0.7877333927319028
1055:15178-29187;Fa;Li;13538;339;10452;1326264;0.7880783916324352
1055:15178-29187;Fa;Mu;13526;351;10304;1325976;0.7770879714263305
1055:15178-29187;Ga;Li;13537;340;9070;1326128;0.6839460444240677
1055:15178-29187;Ga;Mu;13526;351;8800;1325708;0.6637962507580855
1055:15178-29187;Li;Mu;13526;351;8990;1323908;0.6790502059055463
1055:31609-33879;Fa;Ga;2224;36;2294;219796;1.0436950626944985
1055:31609-33879;Fa;Li;2224;36;2142;221368;0.9676195294712876
1055:31609-33879;Fa;Mu;2224;36;2144;220448;0.9725649586296995
1055:31609-33879;Ga;Li;2224;36;1976;220260;0.8971215835830382
1055:31609-33879;Ga;Mu;2224;36;2096;219360;0.9555069292487236
1055:31609-33879;Li;Mu;2224;36;1958;220880;0.8864541832669323
1055:77224-81608;Fa;Ga;4255;111;2408;412060;0.5843809154006698
1055:77224-81608;Fa;Li;4255;111;2676;410908;0.6512406670106203
1055:77224-81608;Fa;Mu;4215;151;2864;413864;0.6920147681363926
1055:77224-81608;Ga;Li;4255;111;1746;410724;0.4251029888684372
1055:77224-81608;Ga;Mu;4215;151;1914;413212;0.4632004878851534
1055:77224-81608;Li;Mu;4215;151;2146;412220;0.520595798360099
1055:88551-94109;Fa;Ga;5336;157;5636;530544;1.0623058596459483
1055:88551-94109;Fa;Li;5336;157;5402;529392;1.0204158733037145
1055:88551-94109;Fa;Mu;5336;157;5434;528904;1.0274076202864793
1055:88551-94109;Ga;Li;5336;157;5030;529664;0.9496586515224746
1055:88551-94109;Ga;Mu;5336;157;4894;529244;0.924715254211668
1055:88551-94109;Li;Mu;5336;157;4938;528076;0.9350926760542043
1057:59384-65559;Fa;Ga;5848;263;3374;568228;0.5937757379080228
1057:59384-65559;Fa;Li;5848;263;3344;567312;0.5894463716614491
1057:59384-65559;Fa;Mu;5848;263;3410;570032;0.5982120302018132
1057:59384-65559;Ga;Li;5848;263;2866;564864;0.5073787672784954
1057:59384-65559;Ga;Mu;5848;263;2912;566736;0.5138194856158775
1057:59384-65559;Li;Mu;5848;263;2820;566076;0.49816632395650057
1059:110910-124144;Fa;Ga;12872;300;11078;1271560;0.8712133127811507
1059:110910-124144;Fa;Li;12871;301;10948;1273204;0.8598779143012432
1059:110910-124144;Fa;Mu;12844;328;10772;1272212;0.8467142268741373
1059:110910-124144;Ga;Li;12867;305;9884;1270652;0.7778683699392123
1059:110910-124144;Ga;Mu;12841;331;9848;1269688;0.7756236177706649
1059:110910-124144;Li;Mu;12846;326;9672;1271984;0.760386923105951
1059:147834-167654;Fa;Ga;19353;393;11328;1904004;0.5949567332841738
1059:147834-167654;Fa;Li;19348;398;10744;1895396;0.5668472445863556
1059:147834-167654;Fa;Mu;19358;388;11164;1905004;0.586035514886058
1059:147834-167654;Ga;Li;19347;399;8690;1892620;0.45915186355422644
1059:147834-167654;Ga;Mu;19351;395;9144;1900128;0.4812307381397464
1059:147834-167654;Li;Mu;19342;404;8348;1893000;0.4409931325937665
1059:93574-95806;Fa;Ga;2212;20;1622;218960;0.7407745706978444
1059:93574-95806;Fa;Li;2212;20;1716;221080;0.7761896146191424
1059:93574-95806;Fa;Mu;2212;20;1500;221180;0.6781806673297767
1059:93574-95806;Ga;Li;2212;20;1502;218840;0.6863461889965271
1059:93574-95806;Ga;Mu;2212;20;1286;218940;0.587375536676715
1059:93574-95806;Li;Mu;2212;20;1438;221060;0.6505021261196056
1064:16181-20929;Fa;Ga;4542;161;3166;444308;0.7125687586088929
1064:16181-20929;Fa;Li;4549;154;2956;444852;0.6644906620628883
1064:16181-20929;Fa;Mu;4549;154;3304;439576;0.7516333921779169
1064:16181-20929;Ga;Li;4542;161;2668;441912;0.6037401111533518
1064:16181-20929;Ga;Mu;4542;161;2798;436832;0.640520840964032
1064:16181-20929;Li;Mu;4556;147;2826;438528;0.6444286339754816
1064:167526-172679;Fa;Ga;4818;241;7306;431968;1.691328987332395
1064:167526-172679;Fa;Li;4869;190;7716;436740;1.7667261986536613
1064:167526-172679;Fa;Mu;4869;190;8706;441724;1.9709139643759452
1064:167526-172679;Ga;Li;4818;241;7184;433896;1.655696295886572
1064:167526-172679;Ga;Mu;4818;241;8796;438240;2.007119386637459
1064:167526-172679;Li;Mu;4869;190;8036;444472;1.8079879047499055
1066:79625-87280;Fa;Ga;7291;243;10326;725904;1.4225021490445018
1066:79625-87280;Fa;Li;7291;243;10266;725024;1.415953127068897
1066:79625-87280;Fa;Mu;7291;243;10482;726600;1.4426094137076797
1066:79625-87280;Ga;Li;7291;243;9458;725404;1.3038251787969186
1066:79625-87280;Ga;Mu;7291;243;9674;726980;1.330710611020936
1066:79625-87280;Li;Mu;7291;243;9452;726184;1.301598492943937
1072:196093-199694;Fa;Ga;3351;106;3914;333620;1.1731910556921048
1072:196093-199694;Fa;Li;3351;106;4148;333136;1.245137121175736
1072:196093-199694;Fa;Mu;3351;106;3834;333564;1.1494046120084902
1072:196093-199694;Ga;Li;3351;106;3592;333540;1.0769323019727768
1072:196093-199694;Ga;Mu;3351;106;3406;333980;1.0198215462003712
1072:196093-199694;Li;Mu;3351;106;3592;333488;1.07710022549537
1073:595090-603270;Fa;Ga;7840;231;11420;754832;1.5129194310787035
1073:595090-603270;Fa;Li;7867;204;10686;756276;1.412976215032607
1073:595090-603270;Fa;Mu;7850;221;9862;753228;1.309298114249603
1073:595090-603270;Ga;Li;7842;229;9824;760964;1.2909940549092993
1073:595090-603270;Ga;Mu;7825;246;10498;756508;1.3876918684270358
1073:595090-603270;Li;Mu;7852;219;9078;757908;1.1977707056793172
1075:115614-129379;Fa;Ga;13329;317;10912;1321652;0.8256333739895222
1075:115614-129379;Fa;Li;13329;317;10686;1325924;0.8059285449241435
1075:115614-129379;Fa;Mu;13329;317;10852;1324056;0.8196027962563517
1075:115614-129379;Ga;Li;13329;317;10016;1321672;0.7578279633676132
1075:115614-129379;Ga;Mu;13329;317;10218;1319912;0.7741425185921486
1075:115614-129379;Li;Mu;13329;317;9820;1324124;0.7416223858188508
1076:20433-22221;Fa;Ga;1659;59;1414;163268;0.866060709998285
