GENE;POP;TOTAL_SITES;N_SITES;NUM_ALL;DENOM_ALL;PI_ALL
0:1405472-1413961;Fa;8156;265;2257;366645;0.6155818298353993
0:1405472-1413961;Ga;8156;265;688;366854;0.18754054746574933
0:1405472-1413961;Li;8156;265;2520;366303;0.6879550536031646
0:1405472-1413961;Mu;8156;265;2709;366414;0.7393276457777268
0:1405472-1413961;all;8156;265;43038;6353256;0.6774164302524563
0:1481829-1486124;Fa;4193;67;812;186898;0.434461577973012
0:1481829-1486124;Ga;4193;67;88;188237;0.04674957633196449
0:1481829-1486124;Li;4192;68;914;187164;0.4883417751276955
0:1481829-1486124;Mu;4193;67;994;186293;0.5335680889781151
0:1481829-1486124;all;4193;67;15496;3242080;0.47796476336179244
0:1500918-1502445;Fa;1499;22;346;67438;0.51306385124114
0:1500918-1502445;Ga;1499;22;72;67455;0.1067378252168112
0:1500918-1502445;Li;1499;22;250;67455;0.3706174486694834
0:1500918-1502445;Mu;1499;22;353;67455;0.5233118375213105
0:1500918-1502445;all;1499;22;6265;1169143;0.5358625933696733
0:1565769-1570545;Fa;4251;507;941;189822;0.4957275763610119
0:1565769-1570545;Ga;4275;483;386;187896;0.20543279260867714
0:1565769-1570545;Li;4250;508;1213;189453;0.6402643399682243
0:1565769-1570545;Mu;4262;496;1788;189556;0.9432568739580915
0:1565769-1570545;all;4276;482;22120;3272839;0.675865815580907
0:1676914-1681574;Fa;4565;53;1479;204624;0.7227891156462585
0:1676914-1681574;Ga;4565;53;18;205357;0.008765223488851122
0:1676914-1681574;Li;4565;53;1761;204516;0.861057325588218
0:1676914-1681574;Mu;4565;53;1573;204795;0.7680851583290608
0:1676914-1681574;all;4565;53;27025;3549376;0.7614014407039434
0:1683232-1687086;Fa;3683;106;1092;163728;0.6669598358252712
0:1683232-1687086;Ga;3718;71;54;166293;0.0324728040266277
0:1683232-1687086;Li;3682;107;1160;162195;0.7151885076605321
0:1683232-1687086;Mu;3706;83;1366;163850;0.8336893500152579
0:1683232-1687086;all;3720;69;20242;2834070;0.7142378275765948
0:1850136-1851433;Fa;1286;12;729;57870;1.2597200622083982
0:1850136-1851433;Ga;1286;12;18;57870;0.03110419906687403
0:1850136-1851433;Li;1286;12;774;57870;1.3374805598755832
0:1850136-1851433;Mu;1286;12;719;57870;1.2424399516156903
0:1850136-1851433;all;1286;12;12766;1003080;1.272680145152929
0:1887685-1890615;Fa;2900;22;1245;130500;0.9540229885057471
0:1887685-1890615;Ga;2900;22;36;130500;0.027586206896551724
0:1887685-1890615;Li;2900;22;1203;130500;0.9218390804597701
0:1887685-1890615;Mu;2900;22;1042;130483;0.7985714614164298
0:1887685-1890615;all;2900;22;20084;2261923;0.8879170511109352
0:1892770-1898101;Fa;5228;58;2291;235243;0.9738865768588226
0:1892770-1898101;Ga;5228;58;221;234211;0.09435935972264325
0:1892770-1898101;Li;5228;58;2351;235260;0.9993199013857009
0:1892770-1898101;Mu;5228;58;2008;235175;0.8538322525778675
0:1892770-1898101;all;5228;58;39369;4072189;0.9667773278696052
0:1899283-1901606;Fa;2289;31;759;102834;0.7380827352821051
0:1899283-1901606;Ga;2289;31;418;102801;0.40661083063394327
0:1899283-1901606;Li;2289;31;821;102639;0.79989087968511
0:1899283-1901606;Mu;2289;31;871;102881;0.8466091892574916
0:1899283-1901606;all;2289;31;13913;1781639;0.7809101619351619
0:1903474-1906905;Fa;2942;489;589;107952;0.5456128649770269
0:1903474-1906905;Ga;2926;505;306;105380;0.2903776807743405
0:1903474-1906905;Li;2339;1092;806;104585;0.7706650093225605
0:1903474-1906905;Mu;2358;1073;628;104870;0.5988366549060742
0:1903474-1906905;all;2982;449;12131;1824283;0.6649735814015698
0:1907219-1907923;Fa;705;0;176;31725;0.5547675334909378
0:1907219-1907923;Ga;705;0;27;31725;0.0851063829787234
0:1907219-1907923;Li;705;0;375;29090;1.2891027844620144
0:1907219-1907923;Mu;705;0;319;31725;1.0055161544523246
0:1907219-1907923;all;705;0;4405;537965;0.8188265035829468
0:2118797-2120937;Fa;2064;13;878;92880;0.9453057708871663
0:2118797-2120937;Ga;2064;13;206;92880;0.22179155900086134
0:2118797-2120937;Li;2064;13;909;92880;0.9786821705426356
0:2118797-2120937;Mu;2064;13;973;92880;1.047588285960379
0:2118797-2120937;all;2064;13;14978;1609920;0.9303567879149275
0:2152064-2155622;Fa;3454;69;1139;153827;0.740442185052039
0:2152064-2155622;Ga;3454;69;63;154884;0.04067560238630201
0:2152064-2155622;Li;3454;69;1193;153885;0.7752542483023037
0:2152064-2155622;Mu;3454;69;1498;154191;0.9715223326912725
0:2152064-2155622;all;3454;69;21361;2671335;0.7996376343663374
0:2165753-2168234;Fa;2373;38;625;106043;0.5893835519553389
0:2165753-2168234;Ga;2372;39;18;105537;0.017055629779129593
0:2165753-2168234;Li;2373;38;840;106393;0.7895256266859662
0:2165753-2168234;Mu;2373;38;695;105640;0.6578947368421053
0:2165753-2168234;all;2373;38;13358;1834273;0.7282449231930035
0:2189035-2190521;Fa;1443;20;677;64918;1.0428540620475062
0:2189035-2190521;Ga;1443;20;435;64816;0.6711305850407306
0:2189035-2190521;Li;1443;20;703;64799;1.0848932853902067
0:2189035-2190521;Mu;1443;20;532;64901;0.8197100198764272
0:2189035-2190521;all;1443;20;11077;1124170;0.9853491909586628
0:2190992-2192038;Fa;1012;18;743;44707;1.6619321359071286
0:2190992-2192038;Ga;1012;18;469;44324;1.0581174984207202
0:2190992-2192038;Li;1012;18;384;44689;0.859271856609009
0:2190992-2192038;Mu;1012;18;616;45310;1.3595232840432576
0:2190992-2192038;all;1012;18;11916;774790;1.5379651260341511
0:2290469-2292060;Fa;1555;24;384;69958;0.5489007690328482
0:2290469-2292060;Ga;1555;24;0;69924;0.0
0:2290469-2292060;Li;1555;24;581;69788;0.8325213503754227
0:2290469-2292060;Mu;1555;24;321;69890;0.45929317498926886
0:2290469-2292060;all;1555;24;7536;1211380;0.6221004144034077
0:2296443-2307131;Fa;10445;160;2517;466947;0.5390333378306318
0:2296443-2307131;Ga;10445;160;1531;467193;0.3277018277243024
0:2296443-2307131;Li;10444;161;3027;468273;0.6464177947479355
0:2296443-2307131;Mu;10443;162;2814;467189;0.602325825308387
0:2296443-2307131;all;10445;160;48749;8098934;0.6019187216490467
0:2338122-2343695;Fa;5458;62;1054;245372;0.4295518641083742
0:2338122-2343695;Ga;5458;62;726;244500;0.2969325153374233
0:2338122-2343695;Li;5458;62;1297;243823;0.5319432539178011
0:2338122-2343695;Mu;5458;62;1172;245559;0.477278373018297
0:2338122-2343695;all;5458;62;21053;4242782;0.4962074412496329
0:2344114-2345572;Fa;1444;12;419;64980;0.6448137888581101
0:2344114-2345572;Ga;1444;12;101;64980;0.1554324407510003
0:2344114-2345572;Li;1444;12;405;64980;0.6232686980609419
0:2344114-2345572;Mu;1444;12;613;64980;0.943367189904586
0:2344114-2345572;all;1444;12;7366;1126320;0.6539882093898715
0:2346654-2348390;Fa;1724;11;536;77580;0.6908997164217582
0:2346654-2348390;Ga;1724;11;311;77580;0.4008765145656097
0:2346654-2348390;Li;1724;11;661;77580;0.8520237174529518
0:2346654-2348390;Mu;1724;11;524;77580;0.6754318123227636
0:2346654-2348390;all;1724;11;10412;1344720;0.7742875840323636
0:2366714-2369328;Fa;2576;32;697;115784;0.6019830028328612
0:2366714-2369328;Ga;2576;32;445;115062;0.3867480141141298
0:2366714-2369328;Li;2576;32;996;115574;0.861785522695416
0:2366714-2369328;Mu;2576;32;985;115477;0.8529837110420256
0:2366714-2369328;all;2576;32;15315;2000629;0.765509247341711
0:2376174-2378956;Fa;2758;16;457;124093;0.36827218295955455
0:2376174-2378956;Ga;2758;16;178;123906;0.1436572885897374
0:2376174-2378956;Li;2758;16;689;123631;0.5573035889056952
0:2376174-2378956;Mu;2758;16;665;124093;0.5358884062759383
0:2376174-2378956;all;2758;16;10227;2147827;0.4761556680309913
0:2379785-2381348;Fa;1561;3;267;70160;0.3805587229190422
0:2379785-2381348;Ga;1561;3;242;70245;0.34450850594348353
0:2379785-2381348;Li;1561;3;300;70028;0.42840006854401097
0:2379785-2381348;Mu;1561;3;306;70211;0.43582914358149005
0:2379785-2381348;all;1561;3;5841;1216080;0.48031379514505623
0:2396593-2398419;Fa;1825;2;258;82125;0.3141552511415525
0:2396593-2398419;Ga;1825;2;151;82125;0.18386605783866058
0:2396593-2398419;Li;1825;2;215;82125;0.2617960426179604
0:2396593-2398419;Mu;1825;2;194;82125;0.23622526636225266
0:2396593-2398419;all;1825;2;4150;1423500;0.29153494906919564
0:244476-252603;Fa;7946;99;2590;356935;0.7256223121856921
0:244476-252603;Ga;7946;99;1458;355677;0.40992248585092655
0:244476-252603;Li;7946;99;3601;357042;1.0085648187048022
0:244476-252603;Mu;7946;99;3268;357242;0.9147860553910234
0:244476-252603;all;7946;99;56999;6181724;0.922056694863763
0:2483834-2491996;Fa;8061;56;1650;362711;0.4549076261817259
0:2483834-2491996;Ga;8061;56;108;362728;0.029774376392227787
0:2483834-2491996;Li;8061;56;1992;362655;0.5492823758117219
0:2483834-2491996;Mu;8061;56;2332;362745;0.6428758494259053
0:2483834-2491996;all;8061;56;35026;6286915;0.5571253945695146
0:2493196-2494112;Fa;914;3;168;41130;0.4084609773887673
0:2493196-2494112;Ga;914;3;0;41130;0.0
0:2493196-2494112;Li;914;3;222;41130;0.5397520058351568
0:2493196-2494112;Mu;914;3;272;41130;0.661317772915147
0:2493196-2494112;all;914;3;3656;712920;0.5128205128205128
0:2505015-2506046;Fa;1024;6;361;46080;0.7834201388888888
0:2505015-2506046;Ga;1024;6;0;46080;0.0
0:2505015-2506046;Li;1024;6;593;46080;1.2868923611111112
0:2505015-2506046;Mu;1024;6;500;46080;1.0850694444444444
0:2505015-2506046;all;1024;6;8422;798720;1.0544370993589745
0:2506842-2507771;Fa;929;1;230;41805;0.5501734242315512
0:2506842-2507771;Ga;929;1;45;41805;0.10764262648008611
0:2506842-2507771;Li;929;1;257;41737;0.61576059611376
0:2506842-2507771;Mu;929;1;146;41805;0.34924052146872386
0:2506842-2507771;all;929;1;3894;724312;0.5376136250676504
0:2528149-2529024;Fa;850;18;398;38216;1.0414486079129162
0:2528149-2529024;Ga;850;18;323;38250;0.8444444444444444
0:2528149-2529024;Li;850;18;532;38216;1.392087083943898
0:2528149-2529024;Mu;850;18;523;38148;1.3709761979658173
0:2528149-2529024;all;850;18;9046;662238;1.3659741663873108
0:2635759-2636531;Fa;737;16;455;33165;1.3719282375998794
0:2635759-2636531;Ga;737;16;213;32888;0.6476526392605205
0:2635759-2636531;Li;737;16;631;33165;1.9026081712648877
0:2635759-2636531;Mu;737;16;627;33165;1.890547263681592
0:2635759-2636531;all;737;16;9992;573563;1.7420928476906634
0:2696433-2698522;Fa;2076;8;859;93318;0.9205083692320881
0:2696433-2698522;Ga;2076;8;0;93420;0.0
0:2696433-2698522;Li;2076;8;465;93420;0.49775208734746307
0:2696433-2698522;Mu;2076;8;582;93420;0.6229929351316634
0:2696433-2698522;all;2076;8;11260;1618818;0.6955692363193392
0:2710908-2714462;Fa;3478;42;1054;156275;0.6744520876659734
0:2710908-2714462;Ga;3478;42;498;156284;0.31865066161603234
0:2710908-2714462;Li;3478;42;1132;156146;0.7249625350633382
0:2710908-2714462;Mu;3478;42;1211;155893;0.7768148666072242
0:2710908-2714462;all;3478;42;19995;2706354;0.7388168731806704
0:2749050-2751117;Fa;2002;51;553;89102;0.6206370227379857
0:2749050-2751117;Ga;1998;55;30;88469;0.033910183228023374
0:2749050-2751117;Li;2002;51;860;89992;0.9556405013779002
0:2749050-2751117;Mu;2002;51;831;89269;0.9308942634061096
0:2749050-2751117;all;2002;51;13742;1544120;0.8899567391135405
0:2782030-2784644;Fa;2462;51;871;110692;0.786868066346258
0:2782030-2784644;Ga;2462;51;781;110564;0.7063782062877609
0:2782030-2784644;Li;2462;51;1158;110050;1.052248977737392
0:2782030-2784644;Mu;2462;51;1176;110509;1.0641667194527142
0:2782030-2784644;all;2462;51;20376;1914271;1.0644260922304105
0:2798545-2803927;Fa;5214;119;1226;234443;0.5229416105407284
0:2798545-2803927;Ga;5214;119;407;234239;0.17375415707888098
0:2798545-2803927;Li;5214;119;1700;234205;0.7258598236587605
0:2798545-2803927;Mu;5214;119;1797;230226;0.7805373850043001
0:2798545-2803927;all;5214;119;27656;4040737;0.6844295978679137
0:2842641-2848574;Fa;5718;94;1987;255547;0.77754777007752
0:2842641-2848574;Ga;5718;94;441;256815;0.17171894165060453
0:2842641-2848574;Li;5718;94;2156;254859;0.8459579610686694
0:2842641-2848574;Mu;5695;117;1979;253318;0.7812314955905226
0:2842641-2848574;all;5718;94;34755;4418263;0.7866213487064939
0:2881411-2883123;Fa;1622;35;813;72922;1.1148898823400346
0:2881411-2883123;Ga;1622;35;27;72576;0.03720238095238095
0:2881411-2883123;Li;1622;35;767;72786;1.0537740774324733
0:2881411-2883123;Mu;1622;35;805;72803;1.1057236652335756
0:2881411-2883123;all;1622;35;14100;1261143;1.1180334030320114
0:2944188-2947798;Fa;3548;29;1171;158275;0.7398515242457747
0:2944188-2947798;Ga;3548;29;0;158671;0.0
0:2944188-2947798;Li;3548;29;1411;158280;0.891458175385393
0:2944188-2947798;Mu;3548;29;1222;158003;0.7734030366512028
0:2944188-2947798;all;3548;29;21542;2742637;0.7854484570871026
0:3048646-3050217;Fa;1561;10;383;70228;0.5453665204761634
0:3048646-3050217;Ga;1561;10;220;70245;0.3131895508577123
0:3048646-3050217;Li;1561;10;384;70245;0.5466581251334615
0:3048646-3050217;Mu;1561;10;342;70211;0.4871031604734301
0:3048646-3050217;all;1561;10;7619;1217353;0.6258661210018787
0:3065173-3068740;Fa;3526;25;982;158200;0.6207332490518331
0:3065173-3068740;Ga;3526;25;422;158414;0.2663905967906877
0:3065173-3068740;Li;3526;25;1018;158153;0.6436804866173895
0:3065173-3068740;Mu;3526;25;1164;158042;0.7365130788018375
0:3065173-3068740;all;3526;25;18316;2742069;0.6679627682600255
0:3095946-3096471;Fa;522;4;186;23388;0.7952796305797845
0:3095946-3096471;Ga;522;4;0;23490;0.0
0:3095946-3096471;Li;522;4;314;23490;1.3367390378884632
0:3095946-3096471;Mu;522;4;287;23490;1.221796509152831
0:3095946-3096471;all;522;4;4531;406698;1.1140944878017596
0:3102338-3104201;Fa;1852;9;251;83340;0.3011759059275258
0:3102338-3104201;Ga;1852;9;237;83306;0.28449331380692866
0:3102338-3104201;Li;1852;9;419;83340;0.5027597792176626
0:3102338-3104201;Mu;1852;9;303;83340;0.36357091432685384
0:3102338-3104201;all;1852;9;6300;1444406;0.4361654548651833
0:3126395-3129974;Fa;3520;34;1023;157841;0.6481205770363847
0:3126395-3129974;Ga;3520;34;593;157805;0.37578023510028197
0:3126395-3129974;Li;3520;34;999;157624;0.6337867329848247
0:3126395-3129974;Mu;3520;34;1070;157529;0.6792400129499965
0:3126395-3129974;all;3520;34;18499;2732279;0.6770538440620449
0:3144621-3146998;Fa;2343;26;774;105333;0.734812451938139
0:3144621-3146998;Ga;2343;26;63;102542;0.06143823994070722
0:3144621-3146998;Li;2343;26;729;104369;0.6984832661039198
0:3144621-3146998;Mu;2343;26;635;105384;0.6025582631139452
0:3144621-3146998;all;2343;26;12667;1805916;0.7014168986818877
0:3147370-3150565;Fa;3002;123;1327;134092;0.9896190675058915
0:3147370-3150565;Ga;3002;123;775;135090;0.5736916129987416
0:3147370-3150565;Li;3002;123;1434;134837;1.0635063076158622
0:3147370-3150565;Mu;3002;123;1405;134252;1.0465393439203885
0:3147370-3150565;all;3002;123;24695;2331911;1.059002680634038
0:3341138-3367891;Fa;25832;663;10048;1158404;0.8674003197502771
0:3341138-3367891;Ga;25821;674;1423;1155262;0.12317552208936154
0:3341138-3367891;Li;25833;662;9650;1157193;0.8339144809897744
0:3341138-3367891;Mu;25828;667;9097;1157269;0.7860748019691187
0:3341138-3367891;all;25833;662;164938;20049340;0.8226604965549988
0:3403709-3406690;Fa;2982;0;440;134190;0.3278932856397645
0:3403709-3406690;Ga;2982;0;258;134190;0.19226469930695284
0:3403709-3406690;Li;2982;0;523;134190;0.3897458827036292
0:3403709-3406690;Mu;2982;0;422;134190;0.31447946940904686
0:3403709-3406690;all;2982;0;8125;2325960;0.34931813100827186
0:3409945-3410680;Fa;734;2;273;33030;0.8265213442325159
0:3409945-3410680;Ga;734;2;183;33030;0.5540417801998183
0:3409945-3410680;Li;734;2;255;33030;0.7720254314259763
0:3409945-3410680;Mu;734;2;241;33030;0.7296397214653345
0:3409945-3410680;all;734;2;4476;572520;0.7818067491092014
0:3411716-3417832;Fa;5912;185;1511;264318;0.5716598945209936
0:3411716-3417832;Ga;5905;192;549;264572;0.20750495139319353
0:3411716-3417832;Li;5915;182;1650;264773;0.6231753237679069
0:3411716-3417832;Mu;5908;189;1690;264177;0.6397226102196634
0:3411716-3417832;all;5915;182;28828;4580916;0.6293064531198563
0:3438469-3440710;Fa;2205;32;713;98681;0.7225301729816277
0:3438469-3440710;Ga;2208;29;480;99241;0.4836710633709858
0:3438469-3440710;Li;2208;29;908;97732;0.9290713379445832
0:3438469-3440710;Mu;2208;29;905;99001;0.9141321804830255
0:3438469-3440710;all;2208;29;15562;1709487;0.9103315790058655
0:3453363-3462983;Fa;9411;139;2071;421279;0.49159820451529745
0:3453363-3462983;Ga;9411;139;452;419188;0.10782751414639732
0:3453363-3462983;Li;9411;139;2238;421111;0.531451327559717
0:3453363-3462983;Mu;9411;139;2200;418331;0.5258993476457637
0:3453363-3462983;all;9411;139;40309;7276409;0.5539683104674298
0:3692322-3702132;Fa;9573;168;2384;427943;0.5570835368261661
0:3692322-3702132;Ga;9573;168;606;429642;0.14104766293798093
0:3692322-3702132;Li;9573;168;3154;428303;0.7363945617938702
0:3692322-3702132;Mu;9573;168;2933;429414;0.6830238417937002
0:3692322-3702132;all;9573;168;50767;7430554;0.6832195822814826
0:3803758-3804267;Fa;510;0;101;22950;0.4400871459694989
0:3803758-3804267;Ga;510;0;42;22950;0.1830065359477124
0:3803758-3804267;Li;510;0;133;22950;0.579520697167756
0:3803758-3804267;Mu;510;0;85;22950;0.37037037037037035
0:3803758-3804267;all;510;0;1843;397800;0.463298139768728
0:3831198-3834274;Fa;3037;37;650;136142;0.4774426701532224
0:3831198-3834274;Ga;3037;37;104;136512;0.07618377871542428
0:3831198-3834274;Li;3037;37;828;135477;0.6111738523882283
0:3831198-3834274;Mu;3037;37;745;134433;0.5541794053543401
0:3831198-3834274;all;3037;37;12255;2350088;0.5214698343210977
0:3837210-3840916;Fa;3638;36;1100;163710;0.6719198582859935
0:3837210-3840916;Ga;3638;36;766;163370;0.4688743343331089
0:3837210-3840916;Li;3638;36;1517;162343;0.9344412755708592
0:3837210-3840916;Mu;3638;36;1433;163394;0.8770211880485208
0:3837210-3840916;all;3638;36;24434;2828201;0.8639414242481351
0:3842719-3845041;Fa;2251;41;605;100493;0.6020319823271273
0:3842719-3845041;Ga;2251;41;327;100052;0.3268300483748451
0:3842719-3845041;Li;2251;41;584;100989;0.5782808028597174
0:3842719-3845041;Mu;2251;41;574;100703;0.5699929495645611
0:3842719-3845041;all;2251;41;10822;1742461;0.6210755936574764
0:3856865-3885131;Fa;27057;767;9701;1212494;0.8000864334174025
0:3856865-3885131;Ga;27219;605;3741;1217398;0.3072947384503671
0:3856865-3885131;Li;27057;767;10696;1204277;0.8881677554250392
0:3856865-3885131;Mu;27056;768;10787;1207949;0.8930012773718096
0:3856865-3885131;all;27229;595;182735;20954210;0.8720681905927258
0:387-3288;Fa;2876;12;437;129270;0.3380521389340141
0:387-3288;Ga;2876;12;210;127414;0.1648170530710911
0:387-3288;Li;2876;12;239;129369;0.18474286730205847
0:387-3288;Mu;2876;12;553;129271;0.4277834935909833
0:387-3288;all;2876;12;11949;2232556;0.5352161379154655
0:3908604-3910034;Fa;1414;17;436;63596;0.6855777092898925
0:3908604-3910034;Ga;1414;17;115;63630;0.18073235895018072
0:3908604-3910034;Li;1414;17;571;63596;0.897855211019561
0:3908604-3910034;Mu;1414;17;450;63545;0.708159571956881
0:3908604-3910034;all;1414;17;7264;1102235;0.6590246181621886
0:3977784-3982720;Fa;4801;105;2149;214952;0.9997580855260709
0:3977784-3982720;Ga;4801;105;536;214493;0.24989160485423767
0:3977784-3982720;Li;4801;105;2005;213007;0.9412836197871431
0:3977784-3982720;Mu;4798;108;2053;210723;0.9742647931170304
0:3977784-3982720;all;4801;105;36341;3690523;0.9847113810156447
0:3989784-3993174;Fa;3350;31;702;150750;0.46567164179104475
0:3989784-3993174;Ga;3350;31;9;149761;0.006009575256575477
0:3989784-3993174;Li;3350;31;984;150716;0.6528835690968444
0:3989784-3993174;Mu;3350;31;1045;150716;0.693357042384352
0:3989784-3993174;all;3350;31;15404;2607807;0.5906878844945197
0:3999377-4006518;Fa;6850;148;2091;305645;0.684127010093409
0:3999377-4006518;Ga;6851;147;1271;305385;0.4161959493753786
0:3999377-4006518;Li;6851;147;2577;305315;0.84404631282446
0:3999377-4006518;Mu;6851;147;2459;305219;0.8056510243464529
0:3999377-4006518;all;6851;147;40480;5291288;0.7650311228570436
0:4115-8705;Fa;4517;27;1297;202727;0.6397766454394334
0:4115-8705;Ga;4517;27;1061;201754;0.5258879625682762
0:4115-8705;Li;4517;27;860;201589;0.42661057895024035
0:4115-8705;Mu;4517;27;1764;201594;0.8750260424417393
0:4115-8705;all;4517;27;30262;3498540;0.8649893955764405
0:4199340-4207652;Fa;8288;18;1605;372943;0.4303606717380404
0:4199340-4207652;Ga;8288;18;261;372960;0.06998069498069498
0:4199340-4207652;Li;8288;18;1900;372960;0.5094380094380094
0:4199340-4207652;Mu;8288;18;1851;372943;0.49632249432218867
0:4199340-4207652;all;8288;18;30041;6464486;0.4647082536801843
0:4216890-4218107;Fa;1191;19;370;53493;0.6916792851401118
0:4216890-4218107;Ga;1191;19;121;53578;0.22583896375377954
0:4216890-4218107;Li;1191;19;333;53493;0.6225113566261006
0:4216890-4218107;Mu;1191;19;268;53595;0.500046646142364
0:4216890-4218107;all;1191;19;5738;927979;0.6183329579656436
0:4602570-4605825;Fa;3222;27;1287;144496;0.8906820950060901
0:4602570-4605825;Ga;3222;27;144;144990;0.09931719428926133
0:4602570-4605825;Li;3217;32;1184;144301;0.8205071343926931
0:4602570-4605825;Mu;3222;27;1399;144628;0.9673092347263323
0:4602570-4605825;all;3222;27;22114;2505623;0.8825749125067898
0:46641-52137;Fa;5406;77;1758;242031;0.7263532357425289
0:46641-52137;Ga;5406;77;657;241188;0.2724016120204985
0:46641-52137;Li;5402;81;2641;241384;1.0941073144864615
0:46641-52137;Mu;5406;77;2586;240079;1.077145439626123
0:46641-52137;all;5406;77;41620;4177874;0.9962004598511108
0:4677187-4678866;Fa;1675;5;218;75375;0.2892205638474295
0:4677187-4678866;Ga;1675;5;18;75375;0.023880597014925373
0:4677187-4678866;Li;1675;5;438;75375;0.5810945273631841
0:4677187-4678866;Mu;1675;5;388;75375;0.514759535655058
0:4677187-4678866;all;1675;5;7866;1306500;0.6020665901262916
0:4851223-4859603;Fa;7806;505;1580;345343;0.4575161506096837
0:4851223-4859603;Ga;7820;491;18;350662;0.005133148159766385
0:4851223-4859603;Li;7731;580;1941;345269;0.5621703657148485
0:4851223-4859603;Mu;7804;507;1759;344101;0.5111871223855786
0:4851223-4859603;all;7820;491;30700;5992279;0.5123259447699281
0:4861164-4864440;Fa;3159;54;643;141700;0.4537755822159492
0:4861164-4864440;Ga;3159;54;27;142155;0.01899335232668566
0:4861164-4864440;Li;3159;54;1038;141671;0.7326834708585385
0:4861164-4864440;Mu;3159;54;1014;141869;0.7147438834417666
0:4861164-4864440;all;3159;54;14170;2458227;0.5764317127751017
0:5015096-5016872;Fa;1743;23;599;78435;0.76368967935233
0:5015096-5016872;Ga;1743;23;54;78435;0.06884681583476764
0:5015096-5016872;Li;1743;23;532;78418;0.6784156698717131
0:5015096-5016872;Mu;1743;23;478;78401;0.60968610094259
0:5015096-5016872;all;1743;23;9203;1359309;0.6770351700753839
0:5119745-5127023;Fa;7213;43;800;322088;0.2483793249049949
0:5119745-5127023;Ga;7213;43;367;321143;0.11427930859461362
0:5119745-5127023;Li;7172;84;971;317551;0.3057776546129598
0:5119745-5127023;Mu;7213;43;909;320675;0.28346456692913385
0:5119745-5127023;all;7213;43;17181;5546165;0.3097816238788424
0:5246089-5247896;Fa;1790;17;212;80447;0.26352753987097094
0:5246089-5247896;Ga;1790;17;52;80397;0.06467903031207632
0:5246089-5247896;Li;1790;17;212;80227;0.264250190085632
0:5246089-5247896;Mu;1790;17;226;80397;0.2811050163563317
0:5246089-5247896;all;1790;17;3740;1392888;0.2685068720528858
0:5279561-5282397;Fa;2826;10;636;126337;0.5034154681526394
0:5279561-5282397;Ga;2826;10;117;127136;0.09202743518751573
0:5279561-5282397;Li;2826;10;1004;126083;0.796300849440448
0:5279561-5282397;Mu;2826;10;879;126307;0.6959234246716334
0:5279561-5282397;all;2826;10;14212;2191115;0.648619538454166
0:5336939-5339874;Fa;2874;44;589;129296;0.4555438683331271
0:5336939-5339874;Ga;2874;44;197;129240;0.15242958836273598
0:5336939-5339874;Li;2874;44;980;127494;0.7686636233861985
0:5336939-5339874;Mu;2874;44;732;129194;0.5665897797111321
0:5336939-5339874;all;2874;44;13400;2232208;0.6003024807724011
0:5577358-5585113;Fa;7521;166;1554;331538;0.4687245504286085
0:5577358-5585113;Ga;7522;165;560;335198;0.1670654359512885
0:5577358-5585113;Li;7521;166;2078;335544;0.6192928498199938
0:5577358-5585113;Mu;7521;166;2127;333566;0.6376549168680261
0:5577358-5585113;all;7522;165;36191;5781686;0.6259592790061584
0:5630581-5636670;Fa;6045;39;1649;272025;0.6061942836136385
