GENE;POP1;POP2;TOTAL_SITES;N_SITES;NUM_ALL;DENOM_ALL;DXY_ALL
1003:98099-104875;Ga;Mu;6595;116;9732;645844;1.5068654349966866
1003:98099-104875;Li;Mu;6595;116;10098;651760;1.5493433165582422
1009:117053-122218;Fa;Ga;4661;375;2880;415140;0.6937418702124585
1009:117053-122218;Fa;Li;4772;264;5918;411332;1.438740482140947
1009:117053-122218;Fa;Mu;4773;263;6138;417460;1.4703205097494372
1009:117053-122218;Ga;Li;4717;319;6228;409276;1.5217115100812166
1009:117053-122218;Ga;Mu;4718;318;6478;415424;1.5593706670774918
1009:117053-122218;Li;Mu;4947;89;4312;450608;0.9569293044064908
100:117617-122990;Fa;Ga;5096;126;6404;495616;1.2921293904958677
100:117617-122990;Fa;Li;5096;126;8878;497420;1.784809617626955
100:117617-122990;Fa;Mu;5096;126;8860;497036;1.7825670575169605
100:117617-122990;Ga;Li;5106;116;8738;500504;1.74584019308537
100:117617-122990;Ga;Mu;5106;116;8708;499380;1.743762265208859
100:117617-122990;Li;Mu;5106;116;4642;501940;0.9248117304857154
100:194684-205095;Fa;Ga;10151;136;8356;1005784;0.8307946835503448
100:194684-205095;Fa;Li;10159;128;11746;1006176;1.1673901981363102
100:194684-205095;Fa;Mu;10159;128;11352;1008996;1.1250787911944151
100:194684-205095;Ga;Li;10151;136;11818;1003624;1.1775326217786741
100:194684-205095;Ga;Mu;10151;136;11332;1006700;1.1256580907916955
100:194684-205095;Li;Mu;10167;120;11386;1007092;1.13058191307249
1011:133195-157994;Fa;Ga;24068;560;26030;2301988;1.1307617589665975
1011:133195-157994;Fa;Li;24103;525;38180;2323532;1.6431880430310406
1011:133195-157994;Fa;Mu;24103;525;37206;2327248;1.598712298818175
1011:133195-157994;Ga;Li;24107;521;37402;2297772;1.6277507080772156
1011:133195-157994;Ga;Mu;24107;521;36724;2300796;1.596143247815104
1011:133195-157994;Li;Mu;24142;486;25212;2329348;1.0823629616527888
1011:187164-199440;Fa;Ga;9708;2351;15738;883708;1.7809050048205968
1011:187164-199440;Fa;Li;10306;1753;22156;900952;2.4591765155080405
1011:187164-199440;Fa;Mu;10321;1738;21240;914888;2.3215956488663094
1011:187164-199440;Ga;Li;9827;2232;21586;876348;2.463176728879395
1011:187164-199440;Ga;Mu;9823;2236;20596;888796;2.3172921570304097
1011:187164-199440;Li;Mu;11402;657;14920;956692;1.5595405835943021
1011:38225-45074;Fa;Ga;6013;786;5390;582396;0.9254871255983901
1011:38225-45074;Fa;Li;6031;768;8528;578256;1.4747793364876456
1011:38225-45074;Fa;Mu;6037;762;8454;585288;1.4444171074752943
1011:38225-45074;Ga;Li;6010;789;8404;572672;1.46750670540903
1011:38225-45074;Ga;Mu;6014;785;8314;579188;1.435457916945793
1011:38225-45074;Li;Mu;6183;616;5828;585996;0.9945460378569136
1014:16630-38077;Fa;Ga;20146;892;12284;1921168;0.6394026966928452
1014:16630-38077;Fa;Li;20249;789;26640;1913552;1.3921753890147746
1014:16630-38077;Fa;Mu;20254;784;26450;1892832;1.3973770519517845
1014:16630-38077;Ga;Li;20155;883;26712;1900508;1.4055189454608978
1014:16630-38077;Ga;Mu;20161;877;26374;1881096;1.4020549722076916
1014:16630-38077;Li;Mu;20395;643;23294;1904636;1.223015841347113
1015:48024-49037;Fa;Ga;1013;1;322;100140;0.32154983023766726
1015:48024-49037;Fa;Li;1013;1;474;100360;0.4722997210043842
1015:48024-49037;Fa;Mu;1013;1;442;100400;0.4402390438247012
1015:48024-49037;Ga;Li;1013;1;540;100936;0.5349924704763415
1015:48024-49037;Ga;Mu;1013;1;500;100960;0.49524564183835185
1015:48024-49037;Li;Mu;1013;1;544;101180;0.5376556631745404
1019:157359-164848;Fa;Ga;6915;519;5988;671976;0.8911032536876317
1019:157359-164848;Fa;Li;6937;497;6056;680208;0.8903159033707336
1019:157359-164848;Fa;Mu;6931;503;6280;676900;0.9277589008716206
1019:157359-164848;Ga;Li;6915;519;5798;672656;0.8619561856283152
1019:157359-164848;Ga;Mu;6915;519;5894;670944;0.87846377641055
1019:157359-164848;Li;Mu;6931;503;6122;677932;0.9030404229332736
1019:21441-38572;Fa;Ga;11923;5172;9070;1145020;0.7921259017309741
1019:21441-38572;Fa;Li;11926;5169;9454;1152556;0.8202638309982335
1019:21441-38572;Fa;Mu;11909;5186;9082;1150304;0.789530419784683
1019:21441-38572;Ga;Li;11935;5160;8926;1150400;0.775904033379694
1019:21441-38572;Ga;Mu;11915;5180;8908;1148400;0.7756879136189481
1019:21441-38572;Li;Mu;11915;5180;8984;1156500;0.7768266320795504
1019:63924-108279;Fa;Ga;42659;1427;39256;4118708;0.9531144232608867
1019:63924-108279;Fa;Li;42687;1399;39232;4138880;0.9478892840575228
1019:63924-108279;Fa;Mu;42665;1421;38870;4134672;0.9400987551128602
1019:63924-108279;Ga;Li;42664;1422;39000;4123744;0.945742509719323
1019:63924-108279;Ga;Mu;42648;1438;39382;4117780;0.9563891222940516
1019:63924-108279;Li;Mu;42670;1416;38684;4140344;0.9343185010714086
101:365225-369169;Fa;Ga;3638;93;1288;354424;0.3634065413177437
101:365225-369169;Fa;Li;3640;91;3606;349644;1.0313347290386794
101:365225-369169;Fa;Mu;3640;91;3858;348708;1.106369799373688
101:365225-369169;Ga;Li;3638;93;3452;349696;0.9871431185944363
101:365225-369169;Ga;Mu;3638;93;3730;348772;1.0694665856204053
101:365225-369169;Li;Mu;3644;87;2956;346052;0.8542068822026747
1022:10919-46404;Fa;Ga;34664;605;29614;3347936;0.8845449853282739
1022:10919-46404;Fa;Li;34638;631;29702;3364264;0.8828676940929725
1022:10919-46404;Fa;Mu;34679;590;30954;3361540;0.9208279538544833
1022:10919-46404;Ga;Li;34593;676;30462;3339072;0.9122894025645448
1022:10919-46404;Ga;Mu;34658;611;31082;3334432;0.9321527624494966
1022:10919-46404;Li;Mu;34610;659;31354;3349260;0.9361470892077653
1022:113564-116409;Fa;Ga;2794;30;2824;276964;1.019627099550844
1022:113564-116409;Fa;Li;2794;30;2750;276976;0.9928658078678297
1022:113564-116409;Fa;Mu;2794;30;2710;277764;0.9756483921602511
1022:113564-116409;Ga;Li;2794;30;2604;275784;0.9442172134714124
1022:113564-116409;Ga;Mu;2794;30;2624;276580;0.9487309277605033
1022:113564-116409;Li;Mu;2794;30;2530;276632;0.9145724283524682
1022:118654-119096;Fa;Ga;438;2;358;43684;0.8195220217928761
1022:118654-119096;Fa;Li;438;2;378;43680;0.8653846153846154
1022:118654-119096;Fa;Mu;438;2;340;43608;0.7796734544120345
1022:118654-119096;Ga;Li;438;2;348;43720;0.7959743824336688
1022:118654-119096;Ga;Mu;438;2;294;43644;0.6736321143799835
1022:118654-119096;Li;Mu;438;2;324;43640;0.7424381301558204
1022:173869-177172;Fa;Ga;3262;38;2624;320396;0.8189865042010512
1022:173869-177172;Fa;Li;3262;38;2676;324192;0.8254367782055079
1022:173869-177172;Fa;Mu;3262;38;2664;322832;0.825197006492541
1022:173869-177172;Ga;Li;3262;38;2648;320376;0.826528828626364
1022:173869-177172;Ga;Mu;3262;38;2576;319100;0.8072704481353807
1022:173869-177172;Li;Mu;3262;38;2652;323120;0.8207477098291657
1022:267596-273509;Fa;Ga;5819;84;3956;574344;0.688785814773028
1022:267596-273509;Fa;Li;5831;72;4550;576560;0.7891633134452616
1022:267596-273509;Fa;Mu;5831;72;4342;576192;0.7535682550261024
1022:267596-273509;Ga;Li;5819;84;4386;575612;0.7619716058734008
1022:267596-273509;Ga;Mu;5819;84;4152;575272;0.7217455395013141
1022:267596-273509;Li;Mu;5831;72;4414;578908;0.7624700297802068
1022:278427-279964;Fa;Ga;1536;2;776;152440;0.5090527420624508
1022:278427-279964;Fa;Li;1536;2;706;153120;0.4610762800417973
1022:278427-279964;Fa;Mu;1536;2;742;152560;0.48636601992658623
1022:278427-279964;Ga;Li;1536;2;690;152920;0.45121632226000524
1022:278427-279964;Ga;Mu;1536;2;726;152368;0.4764780006300536
1022:278427-279964;Li;Mu;1536;2;654;153040;0.4273392577104025
1022:48745-51919;Fa;Ga;3155;19;2886;311892;0.9253203031818706
1022:48745-51919;Fa;Li;3155;19;2828;313564;0.9018892474901455
1022:48745-51919;Fa;Mu;3155;19;3112;312844;0.9947449847208193
1022:48745-51919;Ga;Li;3155;19;2724;312092;0.8728195532086692
1022:48745-51919;Ga;Mu;3155;19;3076;311364;0.9879112549941548
1022:48745-51919;Li;Mu;3155;19;2968;313016;0.9481943415033097
1024:30506-31504;Fa;Ga;970;5;344;96700;0.3557394002068252
1024:30506-31504;Fa;Li;970;5;1646;96920;1.6983078827899298
1024:30506-31504;Fa;Mu;970;5;1482;96920;1.5290961617829137
1024:30506-31504;Ga;Li;970;5;1640;96780;1.6945649927671007
1024:30506-31504;Ga;Mu;970;5;1486;96780;1.5354412068609218
1024:30506-31504;Li;Mu;970;5;622;97000;0.6412371134020619
1028:58800-67924;Fa;Ga;8798;290;4894;827656;0.5913084663193404
1028:58800-67924;Fa;Li;8798;290;7848;844596;0.9292016538084481
1028:58800-67924;Fa;Mu;8798;290;7724;845268;0.9137930218581563
1028:58800-67924;Ga;Li;8865;223;8064;842312;0.9573649669006259
1028:58800-67924;Ga;Mu;8865;223;7882;843296;0.9346658824422267
1028:58800-67924;Li;Mu;8973;115;5802;877592;0.6611272664290467
1029:114707-130783;Fa;Ga;15895;131;6514;1567260;0.4156298253002055
1029:114707-130783;Fa;Li;15896;130;11858;1576648;0.7521019276338156
1029:114707-130783;Fa;Mu;15897;129;12014;1578068;0.7613106659535585
1029:114707-130783;Ga;Li;15894;132;11876;1570016;0.7564254122250983
1029:114707-130783;Ga;Mu;15895;131;12058;1571536;0.7672748190305535
1029:114707-130783;Li;Mu;15927;99;9446;1585504;0.5957727006680525
1029:135113-136414;Fa;Ga;1300;2;380;129840;0.292667898952557
1029:135113-136414;Fa;Li;1300;2;864;129740;0.6659472791737321
1029:135113-136414;Fa;Mu;1300;2;366;129380;0.2828876178698408
1029:135113-136414;Ga;Li;1300;2;878;129700;0.676946800308404
1029:135113-136414;Ga;Mu;1300;2;378;129340;0.2922529766506881
1029:135113-136414;Li;Mu;1300;2;800;129244;0.6189842468509177
1029:167199-217086;Fa;Ga;49168;436;22524;4859408;0.4635132509968292
1029:167199-217086;Fa;Li;49140;464;37260;4871852;0.764801558011204
1029:167199-217086;Fa;Mu;49162;442;37680;4875732;0.7728070369741405
1029:167199-217086;Ga;Li;49155;449;38064;4857008;0.783692347222817
1029:167199-217086;Ga;Mu;49177;427;38594;4861332;0.7938976395769719
1029:167199-217086;Li;Mu;49150;454;28986;4876120;0.5944480447568968
1029:222612-227145;Fa;Ga;4489;40;1282;438372;0.29244568539961496
1029:222612-227145;Fa;Li;4484;45;2756;442240;0.623191027496382
1029:222612-227145;Fa;Mu;4489;40;2658;442628;0.6005042609143569
1029:222612-227145;Ga;Li;4488;41;2732;439988;0.6209260252552342
1029:222612-227145;Ga;Mu;4493;36;2670;440332;0.6063606551420292
1029:222612-227145;Li;Mu;4488;41;1572;444468;0.35368125489349067
1029:31811-48378;Fa;Ga;16179;254;6610;1581676;0.41791112718407564
1029:31811-48378;Fa;Li;16182;251;11816;1588036;0.7440637365903544
1029:31811-48378;Fa;Mu;16156;277;12366;1587732;0.77884680789957
1029:31811-48378;Ga;Li;16158;275;11628;1583756;0.734204006172668
1029:31811-48378;Ga;Mu;16145;288;12250;1583288;0.773706362961129
1029:31811-48378;Li;Mu;16205;228;9048;1599376;0.565720631046108
1029:59027-71858;Fa;Ga;11686;1086;5980;1139052;0.524997980776997
1029:59027-71858;Fa;Li;11680;1092;9548;1139980;0.8375585536588361
1029:59027-71858;Fa;Mu;11695;1077;9530;1137048;0.8381352414321999
1029:59027-71858;Ga;Li;11665;1107;9572;1132876;0.844929189072767
1029:59027-71858;Ga;Mu;11669;1103;9580;1131012;0.8470290324063758
1029:59027-71858;Li;Mu;11774;998;4624;1135604;0.4071841944903329
102:285132-286754;Fa;Ga;1595;25;1304;157132;0.8298755186721992
102:285132-286754;Fa;Li;1595;25;2742;157428;1.7417486088878726
102:285132-286754;Fa;Mu;1595;25;2460;157272;1.564169082862811
102:285132-286754;Ga;Li;1595;25;2380;156812;1.5177409892100093
102:285132-286754;Ga;Mu;1595;25;2084;156596;1.3308130475874225
102:285132-286754;Li;Mu;1595;25;2198;157028;1.3997503629925874
102:288641-311828;Fa;Ga;22359;482;15824;2155228;0.7342146631354084
102:288641-311828;Fa;Li;22405;436;28108;2178828;1.290051348706736
102:288641-311828;Fa;Mu;22345;496;28248;2174424;1.2991026589110495
102:288641-311828;Ga;Li;22351;490;27784;2155216;1.2891515281994936
102:288641-311828;Ga;Mu;22291;550;27724;2151140;1.2888050057178984
102:288641-311828;Li;Mu;22396;445;18358;2193188;0.8370463453201459
102:323045-324295;Fa;Ga;1250;1;222;124680;0.17805582290664101
102:323045-324295;Fa;Li;1250;1;406;124880;0.3251121076233184
102:323045-324295;Fa;Mu;1250;1;430;124940;0.3441651992956619
102:323045-324295;Ga;Li;1250;1;398;124560;0.3195247270391779
102:323045-324295;Ga;Mu;1250;1;424;124620;0.34023431230942064
102:323045-324295;Li;Mu;1250;1;344;124820;0.27559685947764784
102:351266-352532;Fa;Ga;1260;7;1034;125744;0.8223056368494719
102:351266-352532;Fa;Li;1260;7;1582;125628;1.2592734103862195
102:351266-352532;Fa;Mu;1260;7;1676;125908;1.3311306668361025
102:351266-352532;Ga;Li;1260;7;1432;125484;1.1411813458289504
102:351266-352532;Ga;Mu;1260;7;1526;125764;1.2133837982252473
102:351266-352532;Li;Mu;1260;7;680;125648;0.541194447981663
102:480406-488274;Fa;Ga;7599;192;4546;727408;0.6249587576710732
102:480406-488274;Fa;Li;7625;166;11098;748084;1.4835232407055892
102:480406-488274;Fa;Mu;7625;166;11036;744400;1.4825362708221386
102:480406-488274;Ga;Li;7599;192;10350;731016;1.4158376834433173
102:480406-488274;Ga;Mu;7599;192;10334;728260;1.41899870925219
102:480406-488274;Li;Mu;7677;114;7840;757120;1.0355029585798816
103081:1293-5155;Fa;Ga;2124;1704;924;136556;0.6766454787779372
103081:1293-5155;Fa;Li;2224;1604;3710;131940;2.811884189783235
103081:1293-5155;Fa;Mu;2244;1584;3650;129432;2.820013597873787
103081:1293-5155;Ga;Li;2231;1597;3554;133284;2.6664866000420155
103081:1293-5155;Ga;Mu;2237;1591;3426;130136;2.6326304788836294
103081:1293-5155;Li;Mu;3583;245;3558;197308;1.8032720416810266
1030:58329-90589;Fa;Ga;31199;839;24556;3040328;0.807676013903763
1030:58329-90589;Fa;Li;31528;510;25674;3055812;0.8401694868663386
1030:58329-90589;Fa;Mu;31536;502;26036;3050580;0.8534770437097208
1030:58329-90589;Ga;Li;31183;855;24146;3037432;0.7949478375153748
1030:58329-90589;Ga;Mu;31191;847;24870;3038864;0.8183979276466469
1030:58329-90589;Li;Mu;31523;515;25284;3050056;0.8289683861542214
1034:50601-61449;Fa;Ga;10527;173;8920;1024732;0.8704714988894657
1034:50601-61449;Fa;Li;10527;173;8978;1028788;0.8726773640439041
1034:50601-61449;Fa;Mu;10526;174;8840;1021992;0.8649774166529679
1034:50601-61449;Ga;Li;10527;173;9416;1023856;0.9196605772686784
1034:50601-61449;Ga;Mu;10526;174;9332;1017420;0.9172219928839614
1034:50601-61449;Li;Mu;10526;174;9242;1020776;0.9053896251479266
1036:30148-38710;Fa;Ga;6442;2045;3758;637840;0.5891759688950207
1036:30148-38710;Fa;Li;6435;2052;5036;640648;0.7860790949163972
1036:30148-38710;Fa;Mu;6448;2039;4064;639220;0.6357748505991677
1036:30148-38710;Ga;Li;6435;2052;5082;639116;0.79516081587693
1036:30148-38710;Ga;Mu;6442;2045;4120;637284;0.6464935570326573
1036:30148-38710;Li;Mu;6435;2052;4828;639944;0.754441013588689
1037:77832-82145;Fa;Ga;4052;228;2998;384252;0.7802171491625287
1037:77832-82145;Fa;Li;4059;221;3110;379376;0.8197671966597782
1037:77832-82145;Fa;Mu;4065;215;3320;384620;0.8631896417242994
1037:77832-82145;Ga;Li;4076;204;3224;376388;0.8565629084880496
1037:77832-82145;Ga;Mu;4049;231;3344;381920;0.8755760368663594
1037:77832-82145;Li;Mu;4057;223;3342;376408;0.8878663577819813
103:56874-66434;Fa;Ga;8577;884;8956;744756;1.202541503525987
103:56874-66434;Fa;Li;9042;419;9022;756628;1.1923957347600143
103:56874-66434;Fa;Mu;8794;667;9364;774660;1.208788371672734
103:56874-66434;Ga;Li;8590;871;8966;731120;1.2263376737060947
103:56874-66434;Ga;Mu;8358;1103;9152;740000;1.2367567567567568
103:56874-66434;Li;Mu;8866;595;9088;748060;1.2148758121006336
1040:504090-504986;Fa;Ga;891;4;1054;88580;1.18988484985324
1040:504090-504986;Fa;Li;891;4;946;89020;1.0626825432487081
1040:504090-504986;Fa;Mu;891;4;872;89060;0.979115203233775
1040:504090-504986;Ga;Li;891;4;1116;88500;1.2610169491525425
1040:504090-504986;Ga;Mu;891;4;1118;88540;1.2627061215269935
1040:504090-504986;Li;Mu;891;4;972;88980;1.0923803101820633
1041:22616-24296;Fa;Ga;1650;19;520;163996;0.31708090441230274
1041:22616-24296;Fa;Li;1650;19;1882;163536;1.1508169455043538
1041:22616-24296;Fa;Mu;1650;19;1912;164040;1.1655693733235797
1041:22616-24296;Ga;Li;1650;19;1786;163648;1.091366836136097
1041:22616-24296;Ga;Mu;1650;19;1816;164204;1.1059413899783197
1041:22616-24296;Li;Mu;1650;19;1382;163808;0.84367063879664
1041:25324-31874;Fa;Ga;6241;148;2432;617408;0.3939048408831761
1041:25324-31874;Fa;Li;6264;125;6626;619428;1.069696558760663
1041:25324-31874;Fa;Mu;6264;125;6392;619840;1.0312338668043366
1041:25324-31874;Ga;Li;6241;148;6552;615592;1.064341316976179
1041:25324-31874;Ga;Mu;6241;148;6296;615980;1.0221111075034903
1041:25324-31874;Li;Mu;6287;102;3644;620376;0.5873857144699344
1041:36613-39390;Fa;Ga;2764;10;928;275640;0.33667102017123784
1041:36613-39390;Fa;Li;2764;10;2976;272620;1.0916293742205267
1041:36613-39390;Fa;Mu;2764;10;2870;275740;1.0408355697396097
1041:36613-39390;Ga;Li;2764;10;2864;273144;1.048531177693817
1041:36613-39390;Ga;Mu;2764;10;2778;276260;1.0055744588431188
1041:36613-39390;Li;Mu;2764;10;2228;273240;0.8154003806177719
1041:42602-45575;Fa;Ga;2349;598;884;230792;0.3830288744843842
1041:42602-45575;Fa;Li;2369;578;2652;233524;1.1356434456415614
1041:42602-45575;Fa;Mu;2369;578;2582;233720;1.1047407153859319
1041:42602-45575;Ga;Li;2349;598;2396;230348;1.0401653150884749
1041:42602-45575;Ga;Mu;2349;598;2326;230356;1.0097414436784802
1041:42602-45575;Li;Mu;2916;31;1774;249688;0.7104866873858575
1041:46475-58392;Fa;Ga;11773;102;5116;1168472;0.4378367645951294
1041:46475-58392;Fa;Li;11773;102;10716;1172528;0.9139227378791807
1041:46475-58392;Fa;Mu;11773;102;10914;1174044;0.9296074082402364
1041:46475-58392;Ga;Li;11773;102;11046;1166672;0.9467956717912147
1041:46475-58392;Ga;Mu;11773;102;11264;1168168;0.9642448688887215
1041:46475-58392;Li;Mu;11773;102;8734;1172204;0.7450921511955257
1042:53301-55716;Fa;Ga;2332;60;2904;220260;1.3184418414600927
1042:53301-55716;Fa;Li;2332;60;4262;224600;1.8975957257346394
1042:53301-55716;Fa;Mu;2332;60;3628;225528;1.6086694335071476
1042:53301-55716;Ga;Li;2332;60;4390;223800;1.9615728328865059
1042:53301-55716;Ga;Mu;2332;60;3732;224704;1.6608516092281402
1042:53301-55716;Li;Mu;2332;60;3538;230216;1.536817597386802
1043:33179-34395;Fa;Ga;1209;6;206;120580;0.17084093547852047
1043:33179-34395;Fa;Li;1209;6;258;120840;0.2135054617676266
1043:33179-34395;Fa;Mu;1209;6;296;120740;0.24515487825078683
1043:33179-34395;Ga;Li;1209;6;188;120600;0.1558872305140962
1043:33179-34395;Ga;Mu;1209;6;224;120508;0.18587977561655658
1043:33179-34395;Li;Mu;1209;6;238;120760;0.19708512752567076
1046:52971-54533;Fa;Ga;1528;17;1912;152484;1.2539020487395398
1046:52971-54533;Fa;Li;1528;17;2262;151224;1.4957943183621647
1046:52971-54533;Fa;Mu;1528;17;1904;152520;1.2483608707054812
1046:52971-54533;Ga;Li;1528;17;2232;150980;1.47834150218572
1046:52971-54533;Ga;Mu;1528;17;1880;152288;1.2345030468585838
1046:52971-54533;Li;Mu;1528;17;2234;151020;1.4792742683088334
1047:161213-162784;Fa;Ga;1527;21;484;143916;0.33630729036382334
1047:161213-162784;Fa;Li;1527;21;1522;146484;1.0390213265612627
1047:161213-162784;Fa;Mu;1527;21;1604;146988;1.0912455438539201
1047:161213-162784;Ga;Li;1527;21;1632;147844;1.103866237385352
1047:161213-162784;Ga;Mu;1527;21;1734;148320;1.169093851132686
1047:161213-162784;Li;Mu;1527;21;728;151776;0.4796542272823108
1047:259232-264087;Fa;Ga;4820;30;2192;478648;0.45795657769383763
1047:259232-264087;Fa;Li;4820;30;3744;480648;0.7789484196334948
1047:259232-264087;Fa;Mu;4820;30;3812;479736;0.7946036987009522
1047:259232-264087;Ga;Li;4820;30;3758;479660;0.7834716257348956
1047:259232-264087;Ga;Mu;4820;30;3856;478740;0.8054476333709321
1047:259232-264087;Li;Mu;4820;30;2294;480888;0.47703415348272366
104:16057-22567;Fa;Ga;6384;108;5232;626036;0.8357346861841811
104:16057-22567;Fa;Li;6402;90;6054;625224;0.9682929638017734
104:16057-22567;Fa;Mu;6402;90;5350;622124;0.8599571789546778
104:16057-22567;Ga;Li;6384;108;5882;621020;0.947151460500467
104:16057-22567;Ga;Mu;6384;108;5050;617912;0.817268478359378
104:16057-22567;Li;Mu;6402;90;5624;618092;0.9098969085508306
1051:106588-113038;Fa;Ga;6351;82;4984;577244;0.8634130454365918
1051:106588-113038;Fa;Li;6336;97;4746;588196;0.806873899176465
1051:106588-113038;Fa;Mu;6352;81;4900;565788;0.866048767382836
1051:106588-113038;Ga;Li;6337;96;4832;570284;0.8472971361637359
1051:106588-113038;Ga;Mu;6353;80;4818;553860;0.8698949192936843
1051:106588-113038;Li;Mu;6338;95;4684;561608;0.8340337032236008
1051:172290-180411;Fa;Ga;7736;287;11770;728160;1.616402988354208
1051:172290-180411;Fa;Li;7733;290;11994;734460;1.6330365166244587
1051:172290-180411;Fa;Mu;7737;286;12398;734520;1.6879050264118063
1051:172290-180411;Ga;Li;7771;252;12220;733088;1.6669212973067353
1051:172290-180411;Ga;Mu;7755;268;11972;732204;1.6350634522619378
1051:172290-180411;Li;Mu;7749;274;12484;738684;1.6900325443626774
1051:84328-86212;Fa;Ga;1770;87;2546;153560;1.6579838499609274
1051:84328-86212;Fa;Li;1793;64;2710;140876;1.9236775604077345
1051:84328-86212;Fa;Mu;1808;49;2596;154404;1.6813035931711613
1051:84328-86212;Ga;Li;1755;102;2478;136224;1.819062720225511
