GENE;POP;TOTAL_SITES;N_SITES;NUM_ALL;DENOM_ALL;PI_ALL
UIGZ01000001.1:1521661-1527195;all;5515;17;7327;4167116;0.17582903859647775
UIGZ01000001.1:2607227-2618077;Fa;10557;184;1032;469675;0.2197264065577261
UIGZ01000001.1:2607227-2618077;Ga;10562;179;1423;468210;0.3039234531513637
UIGZ01000001.1:2607227-2618077;Li;10562;179;1170;467782;0.2501165072619297
UIGZ01000001.1:2607227-2618077;Mu;10562;179;1534;466637;0.32873518387954664
UIGZ01000001.1:2607227-2618077;all;10562;179;22223;8108300;0.27407718017340255
UIGZ01000001.1:268654-271821;Fa;3097;65;1101;136284;0.8078717971295236
UIGZ01000001.1:268654-271821;Ga;3105;57;1206;132192;0.9123093681917211
UIGZ01000001.1:268654-271821;Li;3105;57;1272;137812;0.9229965460192145
UIGZ01000001.1:268654-271821;Mu;3105;57;1286;136939;0.9391042727053651
UIGZ01000001.1:268654-271821;all;3105;57;20355;2351399;0.8656548718443786
UIGZ01000001.1:2695412-2698312;Fa;2853;47;435;128037;0.3397455423041777
UIGZ01000001.1:2695412-2698312;Ga;2853;47;290;127747;0.22701120182861437
UIGZ01000001.1:2695412-2698312;Li;2853;47;443;127182;0.34831973077951284
UIGZ01000001.1:2695412-2698312;Mu;2853;47;322;127352;0.2528425152333689
UIGZ01000001.1:2695412-2698312;all;2853;47;6478;2210610;0.29304128724650663
UIGZ01000001.1:2701980-2704729;Fa;2710;28;1028;121049;0.8492428685904055
UIGZ01000001.1:2701980-2704729;Ga;2710;28;1412;121644;1.1607641971654994
UIGZ01000001.1:2701980-2704729;Li;2710;28;677;121270;0.5582584315989115
UIGZ01000001.1:2701980-2704729;Mu;2710;28;848;120914;0.701324908612733
UIGZ01000001.1:2701980-2704729;all;2710;28;18837;2100461;0.8968031303604304
UIGZ01000001.1:319145-320035;Fa;891;0;0;40095;0.0
UIGZ01000001.1:319145-320035;Ga;891;0;9;40061;0.022465739746886
UIGZ01000001.1:319145-320035;Li;891;0;0;39891;0.0
UIGZ01000001.1:319145-320035;Mu;891;0;18;40095;0.04489337822671156
UIGZ01000001.1:319145-320035;all;891;0;117;693902;0.01686117059757718
UIGZ01000001.1:3199264-3207472;Fa;8087;96;1016;355082;0.28613109084662136
UIGZ01000001.1:3199264-3207472;Ga;8087;96;909;361509;0.25144602209073635
UIGZ01000001.1:3199264-3207472;Li;8087;96;1174;360039;0.3260757862342691
UIGZ01000001.1:3199264-3207472;Mu;8087;96;1077;361501;0.29792448706919206
UIGZ01000001.1:3199264-3207472;all;8087;96;17920;6228751;0.28769812760214686
UIGZ01000001.1:3215268-3220869;Fa;5508;80;514;246135;0.20882848843114551
UIGZ01000001.1:3215268-3220869;Ga;5508;80;625;246537;0.25351164328275266
UIGZ01000001.1:3215268-3220869;Li;5508;80;722;242461;0.2977798491303756
UIGZ01000001.1:3215268-3220869;Mu;5508;80;674;244590;0.27556318737479046
UIGZ01000001.1:3215268-3220869;all;5508;80;10995;4243799;0.25908390100473655
UIGZ01000001.1:3237416-3238987;Fa;1517;45;240;63559;0.37760191318302677
UIGZ01000001.1:3237416-3238987;Ga;1520;42;339;67030;0.5057436968521557
UIGZ01000001.1:3237416-3238987;Li;1519;43;269;65085;0.41330567719136513
UIGZ01000001.1:3237416-3238987;Mu;1520;42;187;68145;0.2744148506860371
UIGZ01000001.1:3237416-3238987;all;1520;42;4731;1138823;0.41542891213120914
UIGZ01000001.1:3240625-3242184;Fa;1560;0;390;69792;0.5588033012379643
UIGZ01000001.1:3240625-3242184;Ga;1560;0;503;70200;0.7165242165242165
UIGZ01000001.1:3240625-3242184;Li;1560;0;491;70200;0.6994301994301995
UIGZ01000001.1:3240625-3242184;Mu;1560;0;180;70183;0.2564723651026602
UIGZ01000001.1:3240625-3242184;all;1560;0;7284;1214875;0.5995678567753884
UIGZ01000001.1:3515451-3553145;Fa;33788;3612;5375;1376004;0.3906238644655103
UIGZ01000001.1:3515451-3553145;Ga;33825;3575;5226;1364772;0.38292110330516743
UIGZ01000001.1:3515451-3553145;Li;33937;3463;5156;1405681;0.3667973032288265
UIGZ01000001.1:3515451-3553145;Mu;33582;3818;5608;1384906;0.40493723039686447
UIGZ01000001.1:3515451-3553145;all;34804;2596;92551;23902471;0.38720264528299186
UIGZ01000001.1:3697123-3697996;Fa;870;4;85;39082;0.2174914282790031
UIGZ01000001.1:3697123-3697996;Ga;870;4;59;38219;0.1543734791595803
UIGZ01000001.1:3697123-3697996;Li;870;4;72;39150;0.1839080459770115
UIGZ01000001.1:3697123-3697996;Mu;870;4;54;38963;0.13859302415111774
UIGZ01000001.1:3697123-3697996;all;870;4;1198;673218;0.1779512728417838
UIGZ01000001.1:3707998-3709616;Fa;1598;12;195;71859;0.2713647559804617
UIGZ01000001.1:3707998-3709616;Ga;1598;12;275;71910;0.38242247253511336
UIGZ01000001.1:3707998-3709616;Li;1598;12;299;71298;0.4193666021487279
UIGZ01000001.1:3707998-3709616;Mu;1598;12;259;71740;0.3610259269584611
UIGZ01000001.1:3707998-3709616;all;1598;12;4700;1242667;0.37821878266663556
UIGZ01000001.1:391087-412496;Fa;17858;3417;3563;763033;0.46695228122505844
UIGZ01000001.1:391087-412496;Ga;17792;3483;3980;765000;0.5202614379084968
UIGZ01000001.1:391087-412496;Li;17885;3390;4503;769695;0.5850369302126167
UIGZ01000001.1:391087-412496;Mu;17861;3414;4027;769314;0.5234533623461941
UIGZ01000001.1:391087-412496;all;17898;3377;68691;13265698;0.517809164659108
UIGZ01000001.1:3928958-3930971;Fa;1966;24;227;77118;0.2943541066936383
UIGZ01000001.1:3928958-3930971;Ga;1966;24;169;80386;0.21023561316647177
UIGZ01000001.1:3928958-3930971;Li;1964;26;291;65586;0.4436922513951148
UIGZ01000001.1:3928958-3930971;Mu;1966;24;315;84683;0.37197548504422373
UIGZ01000001.1:3928958-3930971;all;1966;24;4354;1318285;0.33027759551235125
UIGZ01000001.1:3986293-4004109;Fa;16640;1013;7587;662031;1.146018842017972
UIGZ01000001.1:3986293-4004109;Ga;16571;1082;6095;669410;0.9105032790068867
UIGZ01000001.1:3986293-4004109;Li;16742;911;6429;706015;0.9106038823537743
UIGZ01000001.1:3986293-4004109;Mu;16769;884;6722;664823;1.0110961865037762
UIGZ01000001.1:3986293-4004109;all;16772;881;114311;11673831;0.9792072542424162
UIGZ01000001.1:4020770-4022922;Fa;2055;26;767;91931;0.8343213932188271
UIGZ01000001.1:4020770-4022922;Ga;2055;26;714;89698;0.7960043702200718
UIGZ01000001.1:4020770-4022922;Li;2055;26;918;90286;1.0167689342755244
UIGZ01000001.1:4020770-4022922;Mu;2055;26;869;90927;0.9557117247902164
UIGZ01000001.1:4020770-4022922;all;2055;26;15114;1570666;0.9622669619129719
UIGZ01000001.1:4098700-4102840;Fa;4087;46;596;176386;0.33789529781275157
UIGZ01000001.1:4098700-4102840;Ga;4088;45;437;180558;0.24202749255087008
UIGZ01000001.1:4098700-4102840;Li;4088;45;589;181465;0.3245804976166203
UIGZ01000001.1:4098700-4102840;Mu;4081;52;510;179293;0.2844505920476538
UIGZ01000001.1:4098700-4102840;all;4088;45;9336;3105394;0.3006381798895728
UIGZ01000001.1:4166395-4174153;Fa;7656;72;707;334646;0.21126802651159732
UIGZ01000001.1:4166395-4174153;Ga;7656;72;955;334731;0.28530372149576827
UIGZ01000001.1:4166395-4174153;Li;7656;72;995;335168;0.2968660492648463
UIGZ01000001.1:4166395-4174153;Mu;7656;72;807;340330;0.23712279258366878
UIGZ01000001.1:4166395-4174153;all;7656;72;14624;5819943;0.2512739385935567
UIGZ01000001.1:4175313-4178493;Fa;3165;14;223;140835;0.15834132140448043
UIGZ01000001.1:4175313-4178493;Ga;3165;14;344;142221;0.2418770786311445
UIGZ01000001.1:4175313-4178493;Li;3165;14;154;141456;0.10886777513855898
UIGZ01000001.1:4175313-4178493;Mu;3165;14;210;140538;0.149425778081373
UIGZ01000001.1:4175313-4178493;all;3165;14;4009;2447658;0.1637892221870866
UIGZ01000001.1:4181924-4194833;Fa;10195;2660;1039;447467;0.2321958937754069
UIGZ01000001.1:4181924-4194833;Ga;10201;2654;1251;447207;0.2797362295312909
UIGZ01000001.1:4181924-4194833;Li;10210;2645;1627;447950;0.36321017970755665
UIGZ01000001.1:4181924-4194833;Mu;10480;2375;1088;451058;0.241210664703874
UIGZ01000001.1:4181924-4194833;all;10506;2349;21879;7767558;0.2816715369231874
UIGZ01000001.1:4260172-4265909;Fa;5690;45;752;251864;0.29857383349744304
UIGZ01000001.1:4260172-4265909;Ga;5694;41;920;252480;0.3643852978453739
UIGZ01000001.1:4260172-4265909;Li;5694;41;436;252669;0.17255777321317614
UIGZ01000001.1:4260172-4265909;Mu;5694;41;581;253105;0.22954900140257994
UIGZ01000001.1:4260172-4265909;all;5694;41;11649;4374658;0.2662836729179744
UIGZ01000001.1:4269248-4315720;Fa;45424;832;6920;1927773;0.35896342567304346
UIGZ01000001.1:4269248-4315720;Ga;45482;774;7542;1960363;0.38472466578893805
UIGZ01000001.1:4269248-4315720;Li;45472;784;7252;1977993;0.3666342600807991
UIGZ01000001.1:4269248-4315720;Mu;45539;717;7456;1963127;0.3798022236971933
UIGZ01000001.1:4269248-4315720;all;45582;674;126404;33861568;0.37329635768786606
UIGZ01000001.1:4317369-4318229;Fa;861;0;0;38320;0.0
UIGZ01000001.1:4317369-4318229;Ga;861;0;18;38711;0.04649841130428044
UIGZ01000001.1:4317369-4318229;Li;861;0;9;38745;0.023228803716608595
UIGZ01000001.1:4317369-4318229;Mu;861;0;9;37878;0.02376049421827974
UIGZ01000001.1:4317369-4318229;all;861;0;156;665578;0.02343827470258933
UIGZ01000001.1:4394947-4407839;Fa;12338;307;3487;531892;0.6555842163446715
UIGZ01000001.1:4394947-4407839;Ga;12333;312;3570;529721;0.6739396776793821
UIGZ01000001.1:4394947-4407839;Li;12317;328;3739;536384;0.697075229686195
UIGZ01000001.1:4394947-4407839;Mu;12321;324;3652;534806;0.682864440563494
UIGZ01000001.1:4394947-4407839;all;12350;295;61802;9227191;0.6697813018068012
UIGZ01000001.1:4436321-4451767;Fa;15028;284;2151;658156;0.3268222123630264
UIGZ01000001.1:4436321-4451767;Ga;15046;266;2495;651732;0.3828260696114354
UIGZ01000001.1:4436321-4451767;Li;15041;271;1462;658265;0.22209900268129096
UIGZ01000001.1:4436321-4451767;Mu;15021;291;2188;659420;0.3318067392557096
UIGZ01000001.1:4436321-4451767;all;15051;261;36018;11371009;0.3167528932568781
UIGZ01000001.1:4500301-4521531;Fa;20817;344;4494;888362;0.5058748573216775
UIGZ01000001.1:4500301-4521531;Ga;20791;370;4298;901834;0.47658438249167806
UIGZ01000001.1:4500301-4521531;Li;20818;343;4114;894460;0.4599423115622834
UIGZ01000001.1:4500301-4521531;Mu;20814;347;3963;922316;0.4296791988862819
UIGZ01000001.1:4500301-4521531;all;20818;343;73181;15606296;0.46891972316813674
UIGZ01000001.1:4689018-4694629;Fa;5539;60;626;242927;0.2576905819443701
UIGZ01000001.1:4689018-4694629;Ga;5534;65;484;245149;0.1974309501568434
UIGZ01000001.1:4689018-4694629;Li;5538;61;656;245697;0.26699552701091184
UIGZ01000001.1:4689018-4694629;Mu;5539;60;489;241391;0.20257590382408625
UIGZ01000001.1:4689018-4694629;all;5539;60;9751;4222728;0.23091707540717754
UIGZ01000001.1:4721496-4813950;Fa;85535;6317;18131;3651093;0.49659102082581846
UIGZ01000001.1:4721496-4813950;Ga;85142;6710;17297;3651770;0.47366071795321174
UIGZ01000001.1:4721496-4813950;Li;85249;6603;18035;3685633;0.4893324972942233
UIGZ01000001.1:4721496-4813950;Mu;85456;6396;20103;3676472;0.5468013900282662
UIGZ01000001.1:4721496-4813950;all;86182;5670;318992;63460752;0.5026602899379446
UIGZ01000001.1:4824493-4828196;Fa;3645;50;637;156607;0.4067506561009406
UIGZ01000001.1:4824493-4828196;Ga;3645;50;621;163481;0.37986065659006246
UIGZ01000001.1:4824493-4828196;Li;3645;50;420;160651;0.26143628113114764
UIGZ01000001.1:4824493-4828196;Mu;3645;50;384;162097;0.23689519238480664
UIGZ01000001.1:4824493-4828196;all;3645;50;8930;2783956;0.320766563839371
UIGZ01000001.1:4830301-4836860;Fa;6309;100;1623;267580;0.6065475745571418
UIGZ01000001.1:4830301-4836860;Ga;6314;95;828;276545;0.2994087761485473
UIGZ01000001.1:4830301-4836860;Li;6262;147;562;274577;0.20467846906332285
UIGZ01000001.1:4830301-4836860;Mu;6298;111;697;278052;0.2506725360723893
UIGZ01000001.1:4830301-4836860;all;6317;92;16296;4747446;0.34325824875101263
UIGZ01000001.1:4841278-4842483;Fa;1187;18;164;53381;0.30722541728330305
UIGZ01000001.1:4841278-4842483;Ga;1187;18;161;52701;0.3054970493918521
UIGZ01000001.1:4841278-4842483;Li;1187;18;60;53381;0.11239954290852551
UIGZ01000001.1:4841278-4842483;Mu;1187;18;168;52905;0.31755032605613837
UIGZ01000001.1:4841278-4842483;all;1187;18;2453;920008;0.26662811627724975
UIGZ01000001.1:4866881-4875080;Fa;7885;162;2269;343601;0.6603589628668135
UIGZ01000001.1:4866881-4875080;Ga;7879;168;2441;342550;0.712596701211502
UIGZ01000001.1:4866881-4875080;Li;7886;161;2304;342749;0.6722120268768107
UIGZ01000001.1:4866881-4875080;Mu;7886;161;2897;344310;0.8413929307891145
UIGZ01000001.1:4866881-4875080;all;7886;161;41603;5942650;0.7000748824177766
UIGZ01000001.1:4920847-4934624;Fa;13375;321;2930;571366;0.512806152273674
UIGZ01000001.1:4920847-4934624;Ga;13393;303;3130;574785;0.5445514409735814
UIGZ01000001.1:4920847-4934624;Li;13373;323;2757;571417;0.4824847703165989
UIGZ01000001.1:4920847-4934624;Mu;13373;323;3370;575925;0.5851456352823718
UIGZ01000001.1:4920847-4934624;all;13419;277;53303;9918217;0.5374252247152891
UIGZ01000001.1:49837-58257;Fa;7706;607;2767;318487;0.8687952726484911
UIGZ01000001.1:49837-58257;Ga;7698;615;1948;305113;0.6384519833635407
UIGZ01000001.1:49837-58257;Li;7621;692;2424;316831;0.7650766496965259
UIGZ01000001.1:49837-58257;Mu;7914;399;2785;325750;0.8549501151189562
UIGZ01000001.1:49837-58257;all;7947;366;42738;5468045;0.7815956159834091
UIGZ01000001.1:5319165-5321533;Fa;2334;35;470;103670;0.4533616282434648
UIGZ01000001.1:5319165-5321533;Ga;2334;35;385;102939;0.3740079075957606
UIGZ01000001.1:5319165-5321533;Li;2334;35;457;104044;0.4392372457806313
UIGZ01000001.1:5319165-5321533;Mu;2334;35;579;103066;0.561775949391652
UIGZ01000001.1:5319165-5321533;all;2334;35;7877;1791423;0.4397063116862963
UIGZ01000001.1:5324609-5325611;Fa;984;14;223;44212;0.5043879489731294
UIGZ01000001.1:5324609-5325611;Ga;984;14;244;44096;0.5533381712626996
UIGZ01000001.1:5324609-5325611;Li;984;14;319;44246;0.720969127152737
UIGZ01000001.1:5324609-5325611;Mu;984;14;403;44025;0.9153889835320841
UIGZ01000001.1:5324609-5325611;all;984;14;4903;765055;0.6408689571338009
UIGZ01000001.1:5381542-5413950;Fa;31252;887;8156;1296864;0.6289017198410936
UIGZ01000001.1:5381542-5413950;Ga;31229;910;7838;1293852;0.605787988116106
UIGZ01000001.1:5381542-5413950;Li;31272;867;8528;1325881;0.6431949775281492
UIGZ01000001.1:5381542-5413950;Mu;31298;841;9182;1318336;0.6964840526239138
UIGZ01000001.1:5381542-5413950;all;31313;826;149050;22627809;0.6587027493470534
UIGZ01000001.1:5511625-5520900;Fa;8972;169;2422;393313;0.6157945453112407
UIGZ01000001.1:5511625-5520900;Ga;8975;166;1813;391353;0.46326462298743076
UIGZ01000001.1:5511625-5520900;Li;8976;165;1819;396711;0.45852018219812407
UIGZ01000001.1:5511625-5520900;Mu;8974;167;1866;395218;0.4721444873462241
UIGZ01000001.1:5511625-5520900;all;8976;165;33688;6826395;0.4934962011427701
UIGZ01000001.1:5906786-5908352;Fa;1556;11;163;69527;0.23444129618709278
UIGZ01000001.1:5906786-5908352;Ga;1556;11;146;66216;0.22049051588739882
UIGZ01000001.1:5906786-5908352;Li;1556;11;188;65172;0.2884674400049101
UIGZ01000001.1:5906786-5908352;Mu;1556;11;178;68324;0.26052338856038876
UIGZ01000001.1:5906786-5908352;all;1556;11;2969;1164315;0.2549997208659169
UIGZ01000001.1:5909923-5916526;Fa;6084;494;526;263122;0.1999072673512667
UIGZ01000001.1:5909923-5916526;Ga;6108;470;529;267118;0.19803981760869727
UIGZ01000001.1:5909923-5916526;Li;6074;504;612;265765;0.23027862961639042
UIGZ01000001.1:5909923-5916526;Mu;6106;472;512;266369;0.19221455950204416
UIGZ01000001.1:5909923-5916526;all;6109;469;9545;4596094;0.20767634430453338
UIGZ01000001.1:5981408-5998741;Fa;11736;5579;1594;501258;0.31799991222085233
UIGZ01000001.1:5981408-5998741;Ga;11745;5570;1516;509821;0.2973592692337114
UIGZ01000001.1:5981408-5998741;Li;11752;5563;1318;511993;0.25742539448781526
UIGZ01000001.1:5981408-5998741;Mu;11766;5549;1494;515475;0.2898297686599738
UIGZ01000001.1:5981408-5998741;all;11810;5505;25508;8820003;0.2892062508368761
UIGZ01000001.1:6526857-6530603;Fa;3597;97;1566;157755;0.9926785204906342
UIGZ01000001.1:6526857-6530603;Ga;3597;97;1625;159184;1.0208312393205348
UIGZ01000001.1:6526857-6530603;Li;3597;97;1285;160781;0.7992237888805269
UIGZ01000001.1:6526857-6530603;Mu;3597;97;1491;161423;0.9236601971218475
UIGZ01000001.1:6526857-6530603;all;3597;97;25767;2767663;0.9310020764811323
UIGZ01000001.1:721534-723153;Fa;1612;7;179;72408;0.24721025301071706
UIGZ01000001.1:721534-723153;Ga;1612;7;219;72412;0.30243606032149367
UIGZ01000001.1:721534-723153;Li;1612;7;228;72399;0.3149214768159781
UIGZ01000001.1:721534-723153;Mu;1612;7;201;72523;0.2771534547660742
UIGZ01000001.1:721534-723153;all;1612;7;3615;1255446;0.2879454791364981
UIGZ01000002.1:1351476-1352946;Fa;1447;20;232;64486;0.3597680116614459
UIGZ01000002.1:1351476-1352946;Ga;1447;20;197;65064;0.3027788024099348
UIGZ01000002.1:1351476-1352946;Li;1447;20;115;65098;0.17665673292574272
UIGZ01000002.1:1351476-1352946;Mu;1447;20;151;64299;0.2348403552154777
UIGZ01000002.1:1351476-1352946;all;1447;20;2989;1121807;0.266445119347624
UIGZ01000002.1:1647946-1651088;Fa;3101;37;303;136829;0.22144428447185904
UIGZ01000002.1:1647946-1651088;Ga;3101;37;468;138308;0.3383752205223125
UIGZ01000002.1:1647946-1651088;Li;3101;37;472;138125;0.34171945701357465
UIGZ01000002.1:1647946-1651088;Mu;3101;37;274;137343;0.1995005205944242
UIGZ01000002.1:1647946-1651088;all;3101;37;6493;2384669;0.2722809748438882
UIGZ01000002.1:1653091-1654161;Fa;1052;14;131;47289;0.2770200257988116
UIGZ01000002.1:1653091-1654161;Ga;1052;14;108;47323;0.2282188365065613
UIGZ01000002.1:1653091-1654161;Li;1052;14;184;47340;0.38867765103506546
UIGZ01000002.1:1653091-1654161;Mu;1052;14;102;47221;0.21600559073293663
UIGZ01000002.1:1653091-1654161;all;1052;14;2207;819713;0.26924057566489734
UIGZ01000002.1:1683288-1690348;Fa;6654;231;1795;289746;0.6195081209058969
UIGZ01000002.1:1683288-1690348;Ga;6665;220;1857;293152;0.633459775133719
UIGZ01000002.1:1683288-1690348;Li;6687;198;2027;291545;0.6952614519199437
UIGZ01000002.1:1683288-1690348;Mu;6687;198;2220;290007;0.7654987638229422
UIGZ01000002.1:1683288-1690348;all;6687;198;34513;5039474;0.6848532207924874
UIGZ01000002.1:1696409-1714885;Fa;17028;1184;3056;695918;0.43913219660937064
UIGZ01000002.1:1696409-1714885;Ga;17694;518;3335;722892;0.46134138986183276
UIGZ01000002.1:1696409-1714885;Li;17803;409;3359;721944;0.46527154460733794
UIGZ01000002.1:1696409-1714885;Mu;17467;745;2500;699466;0.3574155141207721
UIGZ01000002.1:1696409-1714885;all;17836;376;52768;12256120;0.4305440873620689
UIGZ01000002.1:1728806-1738073;Fa;9131;105;1542;405964;0.3798366357608064
UIGZ01000002.1:1728806-1738073;Ga;9131;105;1372;404938;0.3388173004262381
UIGZ01000002.1:1728806-1738073;Li;9131;105;1430;408071;0.35042921452394316
UIGZ01000002.1:1728806-1738073;Mu;9131;105;1419;405652;0.34980722392592667
UIGZ01000002.1:1728806-1738073;all;9131;105;24887;7036965;0.3536609887927537
UIGZ01000002.1:214979-219077;Fa;3963;94;481;171457;0.28053681097884603
UIGZ01000002.1:214979-219077;Ga;3965;92;452;173038;0.26121429974918803
UIGZ01000002.1:214979-219077;Li;3965;92;591;169720;0.34822059863304267
UIGZ01000002.1:214979-219077;Mu;3965;92;453;172975;0.2618875560052031
UIGZ01000002.1:214979-219077;all;3965;92;8479;2974486;0.28505765365848085
UIGZ01000002.1:2170845-2176641;Fa;5507;202;2749;242820;1.1321143233671032
UIGZ01000002.1:2170845-2176641;Ga;5507;202;2605;243081;1.071659241158297
UIGZ01000002.1:2170845-2176641;Li;5497;212;2498;243906;1.024165047190311
UIGZ01000002.1:2170845-2176641;Mu;5507;202;2566;242335;1.0588647946025131
UIGZ01000002.1:2170845-2176641;all;5507;202;44670;4209194;1.0612483054950663
UIGZ01000002.1:224201-227668;Fa;3424;34;330;148727;0.22188304746280096
UIGZ01000002.1:224201-227668;Ga;3424;34;227;151791;0.1495477333965782
UIGZ01000002.1:224201-227668;Li;3424;34;293;148681;0.1970662021374621
UIGZ01000002.1:224201-227668;Mu;3424;34;340;151813;0.22395973994321963
UIGZ01000002.1:224201-227668;all;3424;34;5206;2601452;0.20011901046031216
UIGZ01000002.1:2570355-2574171;Fa;3587;192;1247;149153;0.8360542530153601
UIGZ01000002.1:2570355-2574171;Ga;3603;176;1230;152147;0.8084286906741507
UIGZ01000002.1:2570355-2574171;Li;3603;176;1344;150831;0.8910635081647672
UIGZ01000002.1:2570355-2574171;Mu;3585;194;1256;152296;0.8247097756999527
UIGZ01000002.1:2570355-2574171;all;3603;176;21449;2610295;0.8217078912536706
UIGZ01000002.1:2574756-2579139;Fa;4249;111;1506;184981;0.8141376681929495
UIGZ01000002.1:2574756-2579139;Ga;4247;113;1615;180030;0.8970727101038716
UIGZ01000002.1:2574756-2579139;Li;4249;111;1517;185916;0.8159598958669506
UIGZ01000002.1:2574756-2579139;Mu;4249;111;1552;185329;0.8374296521321541
UIGZ01000002.1:2574756-2579139;all;4253;107;26232;3184972;0.823617915636307
UIGZ01000002.1:288132-310668;Fa;20492;1676;2714;779396;0.34821836396389
UIGZ01000002.1:288132-310668;Ga;20276;1892;2709;770060;0.35179076955042465
UIGZ01000002.1:288132-310668;Li;20458;1710;2338;805970;0.29008523890467386
UIGZ01000002.1:288132-310668;Mu;20459;1709;2685;799505;0.3358327965428609
UIGZ01000002.1:288132-310668;all;20631;1537;44978;13597295;0.33078638067350896
UIGZ01000002.1:3356501-3373039;Fa;12642;3527;5707;531252;1.074254779276125
UIGZ01000002.1:3356501-3373039;Ga;12631;3538;6141;536408;1.1448375117447913
UIGZ01000002.1:3356501-3373039;Li;12652;3517;6089;537493;1.1328519627232354
UIGZ01000002.1:3356501-3373039;Mu;12650;3519;5658;539032;1.0496593894240045
UIGZ01000002.1:3356501-3373039;all;12660;3509;101885;9269569;1.0991341668636374
UIGZ01000002.1:3456898-3509701;Fa;48478;3852;9773;1995201;0.4898253358934764
UIGZ01000002.1:3456898-3509701;Ga;48495;3835;9043;2008937;0.4501385558631256
UIGZ01000002.1:3456898-3509701;Li;48407;3923;9218;2037930;0.45232171860662534
UIGZ01000002.1:3456898-3509701;Mu;47868;4462;9773;2020505;0.4836909584485067
UIGZ01000002.1:3456898-3509701;all;48819;3511;163447;34825741;0.4693281328888307
UIGZ01000002.1:3616789-3621699;Fa;4821;72;1476;211451;0.6980340599004025
UIGZ01000002.1:3616789-3621699;Ga;4821;72;1453;214078;0.6787245770233279
UIGZ01000002.1:3616789-3621699;Li;4821;72;1324;211590;0.6257384564487924
UIGZ01000002.1:3616789-3621699;Mu;4821;72;1713;211561;0.8096955488015277
UIGZ01000002.1:3616789-3621699;all;4821;72;25460;3675040;0.6927815751665288
UIGZ01000002.1:3622041-3627436;Fa;5234;121;1376;230876;0.5959909215336371
