GENE;POP1;POP2;TOTAL_SITES;N_SITES;NUM_ALL;DENOM_ALL;DXY_ALL
102:1468267-1471672;Ga;Li;3371;18;482;332584;0.14492579318307555
102:1468267-1471672;Ga;Mu;3371;18;3484;330704;1.0535100875707581
102:1468267-1471672;Li;Mu;3371;18;3602;330464;1.089982569962235
102:1537520-1545200;Fa;Ga;7592;36;1178;758408;0.15532536576618391
102:1537520-1545200;Fa;Li;7592;36;1100;758636;0.14499707369542178
102:1537520-1545200;Fa;Mu;7592;36;5820;758420;0.7673848263495161
102:1537520-1545200;Ga;Li;7592;36;1152;758408;0.15189713188679443
102:1537520-1545200;Ga;Mu;7592;36;5842;758200;0.770509100501187
102:1537520-1545200;Li;Mu;7592;36;5794;758440;0.7639365012393861
102:1608547-1621629;Fa;Ga;12882;60;1538;1285420;0.11964960868821085
102:1608547-1621629;Fa;Li;12882;60;1540;1285544;0.11979364378037624
102:1608547-1621629;Fa;Mu;12882;60;9354;1246396;0.7504837948773905
102:1608547-1621629;Ga;Li;12882;60;1474;1285016;0.11470674295106054
102:1608547-1621629;Ga;Mu;12882;60;9180;1245808;0.7368711711596009
102:1608547-1621629;Li;Mu;12882;60;9290;1245968;0.745605023564008
102:1769033-1779774;Fa;Ga;10600;45;766;1056440;0.07250766725985384
102:1769033-1779774;Fa;Li;10600;45;752;1056728;0.07116306182858786
102:1769033-1779774;Fa;Mu;10601;44;7586;1047464;0.7242253671725234
102:1769033-1779774;Ga;Li;10599;46;718;1054188;0.06810929359848528
102:1769033-1779774;Ga;Mu;10600;45;7536;1044540;0.7214659084381642
102:1769033-1779774;Li;Mu;10600;45;7538;1044804;0.7214750326377005
102:1841054-1851420;Fa;Ga;10198;71;930;1012908;0.09181485386629387
102:1841054-1851420;Fa;Li;10162;107;784;1012708;0.07741619499401604
102:1841054-1851420;Fa;Mu;10198;71;5082;1009044;0.5036450343097031
102:1841054-1851420;Ga;Li;10162;107;900;1012552;0.08888432396558399
102:1841054-1851420;Ga;Mu;10202;67;5174;1009716;0.5124213145082379
102:1841054-1851420;Li;Mu;10162;107;4976;1008796;0.4932612738353443
102:1881999-1887983;Fa;Ga;5929;28;298;592560;0.05029026596462805
102:1881999-1887983;Fa;Li;5929;28;302;591240;0.051079088018402004
102:1881999-1887983;Fa;Mu;5929;28;4068;592760;0.686281125582023
102:1881999-1887983;Ga;Li;5929;28;328;591012;0.05549802711281666
102:1881999-1887983;Ga;Mu;5929;28;4082;592500;0.6889451476793249
102:1881999-1887983;Li;Mu;5929;28;4052;591180;0.6854088433302886
102:200319-204392;Fa;Ga;4007;32;694;400260;0.17338729825613353
102:200319-204392;Fa;Li;4007;32;1270;398620;0.3185991671265867
102:200319-204392;Fa;Mu;4007;32;3728;400640;0.9305111821086262
102:200319-204392;Ga;Li;4007;32;1418;398220;0.3560845763648235
102:200319-204392;Ga;Mu;4007;32;3834;400240;0.9579252448530882
102:200319-204392;Li;Mu;4007;32;4278;398600;1.073256397390868
102:2353007-2374215;Fa;Ga;20874;159;2994;2079572;0.14397193268614888
102:2353007-2374215;Fa;Li;20865;168;2980;2079768;0.1432852125814033
102:2353007-2374215;Fa;Mu;20917;116;19620;2060100;0.9523809523809523
102:2353007-2374215;Ga;Li;20861;172;2972;2080500;0.1428502763758712
102:2353007-2374215;Ga;Mu;20874;159;19702;2059848;0.9564783420912611
102:2353007-2374215;Li;Mu;20865;168;19654;2060004;0.95407581732851
102:2378199-2390371;Fa;Ga;12039;93;3348;1171088;0.28588799475359666
102:2378199-2390371;Fa;Li;11932;200;3284;1169796;0.2807327089509624
102:2378199-2390371;Fa;Mu;11959;173;10344;1165044;0.8878634626675044
102:2378199-2390371;Ga;Li;11937;195;3470;1168120;0.2970585213847892
102:2378199-2390371;Ga;Mu;11960;172;10282;1163544;0.8836795170616668
102:2378199-2390371;Li;Mu;11910;222;10008;1163156;0.8604176911781395
102:2394696-2398801;Fa;Ga;4056;32;766;403280;0.18994247173179923
102:2394696-2398801;Fa;Li;4056;32;868;400588;0.2166814782270063
102:2394696-2398801;Fa;Mu;4056;32;3904;401220;0.9730322516325208
102:2394696-2398801;Ga;Li;4056;32;648;400292;0.1618818262668252
102:2394696-2398801;Ga;Mu;4056;32;3704;401052;0.923571008248307
102:2394696-2398801;Li;Mu;4056;32;3784;398476;0.9496180447504994
102:2433007-2435851;Fa;Ga;2773;25;196;276508;0.07088402505533294
102:2433007-2435851;Fa;Li;2773;25;192;274616;0.06991580971247123
102:2433007-2435851;Fa;Mu;2773;25;2244;275544;0.8143889905060535
102:2433007-2435851;Ga;Li;2777;21;128;274680;0.046599679627202566
102:2433007-2435851;Ga;Mu;2777;21;2174;275684;0.7885840309920054
102:2433007-2435851;Li;Mu;2777;21;2178;273844;0.7953433341610552
102:2441333-2446675;Fa;Ga;5301;23;720;529940;0.1358644374834887
102:2441333-2446675;Fa;Li;5301;23;590;529960;0.11132915691750321
102:2441333-2446675;Fa;Mu;5301;23;4962;529640;0.9368627747149006
102:2441333-2446675;Ga;Li;5301;23;474;529960;0.08944071250660428
102:2441333-2446675;Ga;Mu;5301;23;4842;529640;0.9142058756891474
102:2441333-2446675;Li;Mu;5301;23;4738;529660;0.8945361175093456
102:2448702-2452500;Fa;Ga;3775;17;464;376660;0.12318802102692084
102:2448702-2452500;Fa;Li;3775;17;456;377420;0.12082030629007472
102:2448702-2452500;Fa;Mu;3775;17;3964;363420;1.0907489956524132
102:2448702-2452500;Ga;Li;3775;17;474;376588;0.12586699523086237
102:2448702-2452500;Ga;Mu;3775;17;3974;362676;1.0957438595330267
102:2448702-2452500;Li;Mu;3775;17;3870;363340;1.0651180712280508
102:2481831-2484447;Fa;Ga;2600;13;420;259440;0.16188714153561518
102:2481831-2484447;Fa;Li;2600;13;458;259480;0.17650685987359335
102:2481831-2484447;Fa;Mu;2600;13;2090;259000;0.806949806949807
102:2481831-2484447;Ga;Li;2600;13;492;259840;0.1893472906403941
102:2481831-2484447;Ga;Mu;2600;13;2150;259360;0.8289636027143739
102:2481831-2484447;Li;Mu;2600;13;2178;259404;0.8396169681269371
102:2714962-2727232;Fa;Ga;12004;165;1920;1182456;0.16237390651322334
102:2714962-2727232;Fa;Li;11983;186;1938;1179568;0.16429743770600763
102:2714962-2727232;Fa;Mu;11984;185;8688;1162008;0.7476712724869364
102:2714962-2727232;Ga;Li;11993;176;1898;1178008;0.16111944910391102
102:2714962-2727232;Ga;Mu;11990;179;8704;1160632;0.7499362416338684
102:2714962-2727232;Li;Mu;11975;194;8676;1158612;0.7488270447742644
102:426402-450889;Fa;Ga;19016;5331;3998;1879292;0.21273969133056492
102:426402-450889;Fa;Li;19009;5338;3868;1882260;0.2054976464462933
102:426402-450889;Fa;Mu;19019;5328;17942;1869744;0.9595966078778699
102:426402-450889;Ga;Li;19008;5339;4230;1878032;0.2252357787300749
102:426402-450889;Ga;Mu;19021;5326;18194;1865680;0.9751940311307405
102:426402-450889;Li;Mu;19009;5338;17990;1868832;0.9626333453194295
103:591428-595320;Fa;Ga;3870;14;510;386280;0.13202858030444237
103:591428-595320;Fa;Li;3870;14;566;386480;0.14645001034982405
103:591428-595320;Fa;Mu;3870;14;2894;384440;0.7527832691707419
103:591428-595320;Ga;Li;3870;14;536;385884;0.13890184615065668
103:591428-595320;Ga;Mu;3870;14;2892;383840;0.7534389328887037
103:591428-595320;Li;Mu;3870;14;2918;384040;0.7598166857618998
103:597058-599858;Fa;Ga;2791;10;188;279000;0.06738351254480286
103:597058-599858;Fa;Li;2791;10;206;278920;0.07385630288254696
103:597058-599858;Fa;Mu;2791;10;1236;276800;0.44653179190751446
103:597058-599858;Ga;Li;2791;10;172;278820;0.06168854458073309
103:597058-599858;Ga;Mu;2791;10;1184;276700;0.4279002529815685
103:597058-599858;Li;Mu;2791;10;1218;276620;0.4403152338948738
103:731494-741353;Fa;Ga;9627;105;1180;952360;0.12390272585996892
103:731494-741353;Fa;Li;9607;125;968;949560;0.10194195206200767
103:731494-741353;Fa;Mu;9609;123;7228;945060;0.7648191649207458
103:731494-741353;Ga;Li;9606;126;1028;949540;0.10826294837500264
103:731494-741353;Ga;Mu;9610;122;7228;945364;0.7645732225893941
103:731494-741353;Li;Mu;9590;142;7098;942824;0.752844645448143
103:790140-797423;Fa;Ga;6996;37;1010;696916;0.14492420894340208
103:790140-797423;Fa;Li;6996;37;952;698148;0.13636077164154306
103:790140-797423;Fa;Mu;6996;37;5782;686984;0.8416498783086651
103:790140-797423;Ga;Li;6996;37;1050;697288;0.1505834031275456
103:790140-797423;Ga;Mu;6996;37;5824;686164;0.8487766772958069
103:790140-797423;Li;Mu;6996;37;5788;687400;0.8420133837649113
103:808643-810286;Fa;Ga;1642;2;98;164180;0.05969058350590815
103:808643-810286;Fa;Li;1642;2;110;164100;0.06703229737964655
103:808643-810286;Fa;Mu;1642;2;818;162760;0.5025804866060457
103:808643-810286;Ga;Li;1642;2;106;164120;0.06458688764318792
103:808643-810286;Ga;Mu;1642;2;786;162780;0.48286030224843346
103:808643-810286;Li;Mu;1642;2;816;162700;0.5015365703749232
104:1103735-1107856;Fa;Ga;4019;58;574;398976;0.1438683028553096
104:1103735-1107856;Fa;Li;4000;77;630;396636;0.15883580915499348
104:1103735-1107856;Fa;Mu;4020;57;5488;396500;1.384110970996217
104:1103735-1107856;Ga;Li;4000;77;520;396704;0.1310801000241994
104:1103735-1107856;Ga;Mu;4022;55;5494;396848;1.3844091440551547
104:1103735-1107856;Li;Mu;4000;77;5498;394392;1.3940445039453133
105:1079760-1087531;Fa;Ga;7560;40;1394;755760;0.18445008997565365
105:1079760-1087531;Fa;Li;7560;40;1416;755880;0.18733132243213207
105:1079760-1087531;Fa;Mu;7560;40;6824;733140;0.9307908448590992
105:1079760-1087531;Ga;Li;7560;40;1416;755640;0.18739082102588533
105:1079760-1087531;Ga;Mu;7560;40;6694;732920;0.9133329694918955
105:1079760-1087531;Li;Mu;7560;40;6746;733020;0.9203023109874219
105:1272897-1276092;Fa;Ga;3165;15;682;316360;0.21557719054242003
105:1272897-1276092;Fa;Li;3165;15;624;316320;0.19726858877086495
105:1272897-1276092;Fa;Mu;3165;15;3810;315520;1.207530425963489
105:1272897-1276092;Ga;Li;3165;15;642;316180;0.20304889619836802
105:1272897-1276092;Ga;Mu;3165;15;3800;315380;1.2048956814002156
105:1272897-1276092;Li;Mu;3165;15;3730;315340;1.1828502568656054
105:1284903-1290428;Fa;Ga;5345;30;1078;533508;0.20205882573457193
105:1284903-1290428;Fa;Li;5345;30;1028;531664;0.19335520178157634
105:1284903-1290428;Fa;Mu;5345;30;5066;528592;0.9583951327299695
105:1284903-1290428;Ga;Li;5345;30;1098;531800;0.20646859721699887
105:1284903-1290428;Ga;Mu;5345;30;5156;528732;0.9751632206864725
105:1284903-1290428;Li;Mu;5345;30;5148;527236;0.9764128397909095
105:1322983-1342803;Fa;Ga;19342;131;2130;1928244;0.11046319864083591
105:1322983-1342803;Fa;Li;19342;131;2160;1927692;0.11205109529945655
105:1322983-1342803;Fa;Mu;19342;131;13906;1919084;0.7246165358056239
105:1322983-1342803;Ga;Li;19342;131;2182;1928052;0.11317122152307095
105:1322983-1342803;Ga;Mu;19342;131;13842;1919652;0.7210681936100918
105:1322983-1342803;Li;Mu;19342;131;13908;1918968;0.7247645609515114
105:204438-209085;Fa;Ga;4607;26;1008;460512;0.2188868042526579
105:204438-209085;Fa;Li;4607;26;1054;460576;0.22884388244285417
105:204438-209085;Fa;Mu;4607;26;4018;460164;0.8731669578671952
105:204438-209085;Ga;Li;4607;26;1108;460572;0.24057042112850976
105:204438-209085;Ga;Mu;4607;26;4076;460168;0.8857634603014551
105:204438-209085;Li;Mu;4607;26;4110;460224;0.8930433875677931
105:2547257-2555507;Fa;Ga;8178;44;1444;814720;0.17723880597014927
105:2547257-2555507;Fa;Li;8178;44;1284;817020;0.1571564955570243
105:2547257-2555507;Fa;Mu;8178;44;6782;816684;0.8304313541100352
105:2547257-2555507;Ga;Li;8178;44;1372;814208;0.1685073101713567
105:2547257-2555507;Ga;Mu;8178;44;6902;813864;0.8480532373959285
105:2547257-2555507;Li;Mu;8178;44;6714;816164;0.8226287853911713
105:2863368-2869641;Fa;Ga;6205;39;526;618924;0.08498620186000219
105:2863368-2869641;Fa;Li;6205;39;648;619588;0.10458562786884187
105:2863368-2869641;Fa;Mu;6205;39;3592;617804;0.5814141701898984
105:2863368-2869641;Ga;Li;6205;39;618;619024;0.09983457830391067
105:2863368-2869641;Ga;Mu;6205;39;3536;617228;0.5728839261990707
105:2863368-2869641;Li;Mu;6205;39;3662;617888;0.5926640426744005
105:318315-383500;Fa;Ga;63861;823;11442;6359876;0.17990916804038318
105:318315-383500;Fa;Li;63863;821;11502;6359384;0.18086657449841054
105:318315-383500;Fa;Mu;63865;819;52952;6315788;0.8384068622949346
105:318315-383500;Ga;Li;63861;823;11454;6355448;0.18022332965355078
105:318315-383500;Ga;Mu;63863;821;53150;6310752;0.8422134160873379
105:318315-383500;Li;Mu;63865;819;53008;6310484;0.8399989604600852
105:3516371-3546063;Fa;Ga;28883;427;5674;2860172;0.19837967786552696
105:3516371-3546063;Fa;Li;28864;446;5448;2862044;0.19035346766157335
105:3516371-3546063;Fa;Mu;28892;418;23556;2753744;0.8554172065377174
105:3516371-3546063;Ga;Li;28878;432;5852;2853788;0.20506078237065964
105:3516371-3546063;Ga;Mu;28896;414;23838;2746328;0.8679953741869143
105:3516371-3546063;Li;Mu;28877;433;23500;2748664;0.8549608100517196
105:3596568-3603943;Fa;Ga;7276;73;1406;724436;0.19408201690694554
105:3596568-3603943;Fa;Li;7276;73;1564;722404;0.21649935493158953
105:3596568-3603943;Fa;Mu;7276;73;5238;715032;0.732554626925788
105:3596568-3603943;Ga;Li;7290;59;1440;722384;0.19933996323285122
105:3596568-3603943;Ga;Mu;7289;60;5166;714928;0.7225902468500325
105:3596568-3603943;Li;Mu;7289;60;5280;713160;0.740366818105334
105:3964299-3968010;Fa;Ga;3600;48;840;356980;0.23530730012885875
105:3964299-3968010;Fa;Li;3600;48;746;359460;0.2075335225059812
105:3964299-3968010;Fa;Mu;3600;48;4904;353464;1.3874114478419302
105:3964299-3968010;Ga;Li;3600;48;720;356876;0.2017507481590244
105:3964299-3968010;Ga;Mu;3600;48;4944;351208;1.4077128083642743
105:3964299-3968010;Li;Mu;3600;48;4850;353304;1.3727554740393542
105:4259646-4274417;Fa;Ga;14431;141;2590;1432212;0.1808391495113852
105:4259646-4274417;Fa;Li;14431;141;2742;1429348;0.19183571810363886
105:4259646-4274417;Fa;Mu;14431;141;10772;1374188;0.783881099238241
105:4259646-4274417;Ga;Li;14454;118;2760;1431500;0.19280475026196298
105:4259646-4274417;Ga;Mu;14457;115;10816;1376616;0.7856947761757818
105:4259646-4274417;Li;Mu;14455;117;10948;1373180;0.7972734819907077
105:440034-442189;Fa;Ga;2148;6;578;214760;0.2691376420189979
105:440034-442189;Fa;Li;2148;6;494;214800;0.22998137802607077
105:440034-442189;Fa;Mu;2148;6;2246;214800;1.0456238361266295
105:440034-442189;Ga;Li;2148;6;556;214760;0.2588936487241572
105:440034-442189;Ga;Mu;2148;6;2248;214760;1.0467498603091823
105:440034-442189;Li;Mu;2148;6;2246;214800;1.0456238361266295
105:443745-444347;Fa;Ga;603;0;186;60300;0.30845771144278605
105:443745-444347;Fa;Li;603;0;196;60280;0.32514930325149305
105:443745-444347;Fa;Mu;603;0;568;60300;0.9419568822553898
105:443745-444347;Ga;Li;603;0;186;60280;0.3085600530856005
105:443745-444347;Ga;Mu;603;0;554;60300;0.9187396351575456
105:443745-444347;Li;Mu;603;0;544;60280;0.9024552090245521
105:445390-449951;Fa;Ga;4499;28;600;448064;0.13390944150835596
105:445390-449951;Fa;Li;4499;28;560;449220;0.12466052268376297
105:445390-449951;Fa;Mu;4499;28;3562;429420;0.8294909412696195
105:445390-449951;Ga;Li;4499;28;524;447624;0.11706253462727646
105:445390-449951;Ga;Mu;4499;28;3490;427836;0.815733131386793
105:445390-449951;Li;Mu;4499;28;3468;428980;0.8084292974031423
105:768510-770759;Fa;Ga;2221;29;616;221760;0.2777777777777778
105:768510-770759;Fa;Li;2221;29;532;221720;0.23994226952913586
105:768510-770759;Fa;Mu;2221;29;1900;200256;0.9487855544902525
105:768510-770759;Ga;Li;2221;29;606;222020;0.272948383028556
105:768510-770759;Ga;Mu;2221;29;1976;200380;0.9861263599161593
105:768510-770759;Li;Mu;2221;29;1884;200340;0.9404013177598083
106:1056171-1070640;Fa;Ga;14205;116;2938;1416580;0.20740092335060498
106:1056171-1070640;Fa;Li;14205;116;3134;1413276;0.2217542787113062
106:1056171-1070640;Fa;Mu;14205;116;14252;1386380;1.0280009809720279
106:1056171-1070640;Ga;Li;14205;116;3126;1413784;0.22110874079774562
106:1056171-1070640;Ga;Mu;14205;116;14214;1387188;1.024662843104179
106:1056171-1070640;Li;Mu;14205;116;14418;1383628;1.0420430925075237
106:1114763-1165143;Fa;Ga;49635;358;9436;4925204;0.19158597288559012
106:1114763-1165143;Fa;Li;49629;364;9052;4926372;0.18374576666155135
106:1114763-1165143;Fa;Mu;49628;365;41714;4853676;0.859431078629888
106:1114763-1165143;Ga;Li;49712;281;9684;4922400;0.19673330082886398
106:1114763-1165143;Ga;Mu;49708;285;42174;4850988;0.869389905726421
106:1114763-1165143;Li;Mu;49704;289;41910;4850420;0.8640488864881805
106:1286337-1418312;Fa;Ga;130023;809;23104;12943068;0.17850481817757582
106:1286337-1418312;Fa;Li;129972;860;22064;12933780;0.17059204656334034
106:1286337-1418312;Fa;Mu;130025;807;98916;12789672;0.773405291394494
106:1286337-1418312;Ga;Li;129976;856;23638;12937300;0.18271200327734535
106:1286337-1418312;Ga;Mu;130021;811;99646;12793656;0.7788704026433101
106:1286337-1418312;Li;Mu;129972;860;98864;12784880;0.7732884469779927
106:134151-148470;Fa;Ga;14027;175;2552;1384524;0.18432327644735663
106:134151-148470;Fa;Li;14036;166;2364;1383660;0.1708512206755995
106:134151-148470;Fa;Mu;14033;169;11208;1334380;0.839940646592425
106:134151-148470;Ga;Li;14028;174;2438;1382848;0.1763028185310316
106:134151-148470;Ga;Mu;14031;171;11256;1334204;0.8436490971395678
106:134151-148470;Li;Mu;14041;161;11188;1332952;0.8393400512546588
106:2435040-2489560;Fa;Ga;52814;851;7918;5249692;0.15082789618895737
106:2435040-2489560;Fa;Li;52810;855;7846;5241776;0.14968209248163217
106:2435040-2489560;Fa;Mu;52817;848;45806;5190796;0.8824465457706294
106:2435040-2489560;Ga;Li;52809;856;7746;5241348;0.1477864091451283
106:2435040-2489560;Ga;Mu;52817;848;45874;5190084;0.8838777946561173
106:2435040-2489560;Li;Mu;52810;855;45938;5181616;0.8865573983097165
106:2494842-2517431;Fa;Ga;22238;160;3394;2217800;0.15303453873207684
106:2494842-2517431;Fa;Li;22238;160;2996;2217124;0.1351300152810578
106:2494842-2517431;Fa;Mu;22238;160;16504;2210752;0.7465333063138697
106:2494842-2517431;Ga;Li;22238;160;3370;2219824;0.1518138374934229
106:2494842-2517431;Ga;Mu;22238;160;16774;2213320;0.7578660112410316
106:2494842-2517431;Li;Mu;22238;160;16476;2212612;0.744640271317339
106:2633718-2641609;Fa;Ga;7816;45;1490;780088;0.19100409184604814
106:2633718-2641609;Fa;Li;7816;45;1208;780828;0.15470756683930392
106:2633718-2641609;Fa;Mu;7816;45;6542;775432;0.8436587605360625
106:2633718-2641609;Ga;Li;7816;45;1224;780000;0.15692307692307692
106:2633718-2641609;Ga;Mu;7816;45;6612;774616;0.8535842275398391
106:2633718-2641609;Li;Mu;7816;45;6410;775376;0.8266956934442129
106:2781130-2784937;Fa;Ga;3768;27;624;376480;0.16574585635359115
106:2781130-2784937;Fa;Li;3768;27;636;375816;0.16923175170828278
106:2781130-2784937;Fa;Mu;3768;27;2226;363176;0.6129259642707668
106:2781130-2784937;Ga;Li;3768;27;548;375884;0.1457896585116685
106:2781130-2784937;Ga;Mu;3768;27;2184;363244;0.6012487473984429
106:2781130-2784937;Li;Mu;3768;27;2160;362584;0.595724025329303
106:524532-527415;Fa;Ga;2848;13;262;284720;0.09202023040179826
106:524532-527415;Fa;Li;2848;13;244;284560;0.08574641551869552
106:524532-527415;Fa;Mu;2848;13;2360;282120;0.8365234651921168
106:524532-527415;Ga;Li;2848;13;246;284480;0.08647356580427447
106:524532-527415;Ga;Mu;2848;13;2370;282040;0.8403063395263083
106:524532-527415;Li;Mu;2848;13;2356;281880;0.8358166595714488
106:654524-659998;Fa;Ga;5456;4;208;543644;0.03826033212911391
106:654524-659998;Fa;Li;5456;4;216;543672;0.03972983710766786
106:654524-659998;Fa;Mu;5456;4;1332;544420;0.24466404614084714
106:654524-659998;Ga;Li;5456;4;204;542836;0.03758041102653472
106:654524-659998;Ga;Mu;5456;4;1332;543592;0.24503671871550722
106:654524-659998;Li;Mu;5456;4;1336;543640;0.24575086454271208
106:681463-692741;Fa;Ga;11173;66;1134;1097960;0.10328245109111443
106:681463-692741;Fa;Li;11172;67;904;1099608;0.0822111152337924
106:681463-692741;Fa;Mu;11174;65;5766;1093776;0.5271646114012375
106:681463-692741;Ga;Li;11176;63;1330;1095732;0.12138004548557493
106:681463-692741;Ga;Mu;11182;57;6200;1089672;0.56897855501472
106:681463-692741;Li;Mu;11176;63;6048;1092140;0.5537751570311499
106:810660-813200;Fa;Ga;2530;5;276;252980;0.10909953355996521
106:810660-813200;Fa;Li;2530;5;286;252580;0.11323145142133186
106:810660-813200;Fa;Mu;2530;5;1262;252820;0.4991693695119057
106:810660-813200;Ga;Li;2530;5;270;252560;0.1069052898321191
106:810660-813200;Ga;Mu;2530;5;1208;252800;0.4778481012658228
106:810660-813200;Li;Mu;2530;5;1238;252400;0.49049128367670364
106:81447-83562;Fa;Ga;2107;8;150;209632;0.07155396122729354
106:81447-83562;Fa;Li;2107;8;172;209468;0.08211278094983482
106:81447-83562;Fa;Mu;2107;8;1428;201900;0.7072808320950966
106:81447-83562;Ga;Li;2107;8;204;209044;0.09758711084747708
106:81447-83562;Ga;Mu;2107;8;1478;201468;0.7336152639625151
106:81447-83562;Li;Mu;2107;8;1490;201312;0.7401446510888571
106:909479-920833;Fa;Ga;11225;77;2422;1114940;0.2172314205248713
106:909479-920833;Fa;Li;11225;77;2226;1116348;0.1994001870384504
106:909479-920833;Fa;Mu;11218;84;8828;1096404;0.8051776534926907
106:909479-920833;Ga;Li;11225;77;2368;1114732;0.21242774047932597
106:909479-920833;Ga;Mu;11218;84;8748;1095360;0.7986415425065732
106:909479-920833;Li;Mu;11218;84;8742;1096248;0.797447292948311
107:107977-121531;Fa;Ga;13326;81;1994;1321872;0.15084667804447027
107:107977-121531;Fa;Li;13326;81;2026;1323744;0.15305074092875964
107:107977-121531;Fa;Mu;13326;81;9190;1317052;0.6977704752735655
107:107977-121531;Ga;Li;13326;81;2034;1322704;0.15377590148665157
107:107977-121531;Ga;Mu;13326;81;9148;1316124;0.6950712850764822
107:107977-121531;Li;Mu;13326;81;9194;1318160;0.6974874066881107
107:403347-405159;Fa;Ga;1808;4;296;180800;0.16371681415929204
107:403347-405159;Fa;Li;1808;4;264;179560;0.14702606371129429
107:403347-405159;Fa;Mu;1808;4;530;180800;0.29314159292035397
107:403347-405159;Ga;Li;1808;4;200;179560;0.11138338159946536
107:403347-405159;Ga;Mu;1808;4;440;180800;0.24336283185840707
107:403347-405159;Li;Mu;1808;4;360;179560;0.20049008687903766
107:445372-448545;Fa;Ga;3108;13;412;310700;0.1326037978757644
107:445372-448545;Fa;Li;3108;13;396;310720;0.12744593202883625
107:445372-448545;Fa;Mu;3108;13;2210;310260;0.7123058080319732
107:445372-448545;Ga;Li;3108;13;380;310620;0.1223359732148606
107:445372-448545;Ga;Mu;3108;13;2182;310160;0.7035078669074026
107:445372-448545;Li;Mu;3108;13;2180;310180;0.7028177187439552
