GENE;POP1;POP2;TOTAL_SITES;N_SITES;NUM_ALL;DENOM_ALL;DXY_ALL
0:1062946-1067413;Ga;Li;4438;8;608;466216;0.13041165468366595
0:1062946-1067413;Ga;Mu;4438;8;892;465452;0.19164167304039945
0:1062946-1067413;Li;Mu;4438;8;806;442960;0.1819577388477515
0:10631780-10646557;Fa;Ga;14166;580;2196;1393612;0.15757614027433747
0:10631780-10646557;Fa;Li;14166;580;2406;1402980;0.17149210965231151
0:10631780-10646557;Fa;Mu;14167;579;2190;1397832;0.1566711879539172
0:10631780-10646557;Ga;Li;14178;568;1954;1394892;0.14008252968688614
0:10631780-10646557;Ga;Mu;14181;565;2010;1390068;0.14459724272481633
0:10631780-10646557;Li;Mu;14179;567;1654;1399524;0.11818303937624507
0:10650901-10654326;Fa;Ga;3411;10;206;363696;0.05664071092340856
0:10650901-10654326;Fa;Li;3411;10;292;340960;0.08564054434537775
0:10650901-10654326;Fa;Mu;3411;10;254;340920;0.07450428252962572
0:10650901-10654326;Ga;Li;3411;10;292;363820;0.08025946896817107
0:10650901-10654326;Ga;Mu;3411;10;230;363776;0.06322572132301196
0:10650901-10654326;Li;Mu;3411;10;302;341060;0.08854746965343341
0:10683624-10737684;Fa;Ga;53743;118;5150;5531780;0.09309842401541638
0:10683624-10737684;Fa;Li;53741;120;5006;5353508;0.09350877966372703
0:10683624-10737684;Fa;Mu;53742;119;4128;5335388;0.07737019313309547
0:10683624-10737684;Ga;Li;53752;109;5372;5537748;0.09700694217216095
0:10683624-10737684;Ga;Mu;53750;111;4832;5520136;0.08753407524742143
0:10683624-10737684;Li;Mu;53749;112;4472;5341208;0.08372637800287874
0:10742534-10750403;Fa;Ga;7800;53;1366;790984;0.17269628715625096
0:10742534-10750403;Fa;Li;7797;56;1212;773504;0.15668955816647362
0:10742534-10750403;Fa;Mu;7800;53;1220;764188;0.15964657911404
0:10742534-10750403;Ga;Li;7820;33;1366;793788;0.17208624972914682
0:10742534-10750403;Ga;Mu;7823;30;1466;784404;0.1868934885594668
0:10742534-10750403;Li;Mu;7820;33;1150;766696;0.14999426108914093
0:10962426-11021505;Fa;Ga;58520;439;7384;5739416;0.12865420453927717
0:10962426-11021505;Fa;Li;58539;420;8604;5750300;0.1496269759838617
0:10962426-11021505;Fa;Mu;58559;400;6148;5740468;0.10709928180071729
0:10962426-11021505;Ga;Li;58523;436;7826;5735836;0.13644044216048018
0:10962426-11021505;Ga;Mu;58553;406;7418;5727208;0.12952209872594117
0:10962426-11021505;Li;Mu;58555;404;7588;5737240;0.132258716734876
0:11043588-11070069;Fa;Ga;26194;189;2428;2628988;0.09235492896886559
0:11043588-11070069;Fa;Li;26179;204;3692;2583084;0.14292992407525268
0:11043588-11070069;Fa;Mu;26194;189;2106;2577384;0.08171075788473894
0:11043588-11070069;Ga;Li;26208;175;3506;2634120;0.13309947914293957
0:11043588-11070069;Ga;Mu;26217;166;2516;2626948;0.09577654373059535
0:11043588-11070069;Li;Mu;26206;177;3544;2581352;0.13729239561284165
0:11093459-11097725;Fa;Ga;4236;7;108;457548;0.02360408088331716
0:11093459-11097725;Fa;Li;4236;7;162;421688;0.038417028703686136
0:11093459-11097725;Fa;Mu;4236;7;46;421744;0.010907090557304905
0:11093459-11097725;Ga;Li;4236;7;194;459300;0.042238188547790115
0:11093459-11097725;Ga;Mu;4236;7;104;459352;0.022640589351956668
0:11093459-11097725;Li;Mu;4236;7;162;423268;0.03827362333084476
0:11122226-11123382;Fa;Ga;1155;2;134;118864;0.11273388073764976
0:11122226-11123382;Fa;Li;1155;2;174;115460;0.15070154165944916
0:11122226-11123382;Fa;Mu;1155;2;164;115280;0.14226231783483692
0:11122226-11123382;Ga;Li;1155;2;120;118900;0.10092514718250631
0:11122226-11123382;Ga;Mu;1155;2;164;118720;0.13814016172506738
0:11122226-11123382;Li;Mu;1155;2;180;115320;0.15608740894901144
0:11136999-11147680;Fa;Ga;10217;446;1274;1034280;0.1231774761186526
0:11136999-11147680;Fa;Li;10217;446;1338;1010204;0.13244849555139357
0:11136999-11147680;Fa;Mu;10217;446;1082;1006520;0.10749910582998848
0:11136999-11147680;Ga;Li;10220;443;1262;1037992;0.12158089850403471
0:11136999-11147680;Ga;Mu;10218;445;1376;1035312;0.13290679524626392
0:11136999-11147680;Li;Mu;10219;444;1176;1011632;0.11624780552612017
0:11534848-11548079;Fa;Ga;12340;877;1796;1195692;0.15020590586873542
0:11534848-11548079;Fa;Li;12412;805;1164;1151024;0.10112734399977759
0:11534848-11548079;Fa;Mu;12862;355;976;1208708;0.0807473765375922
0:11534848-11548079;Ga;Li;12267;950;1794;1164076;0.154113648937011
0:11534848-11548079;Ga;Mu;12288;929;1664;1196736;0.13904486870955665
0:11534848-11548079;Li;Mu;12348;869;1072;1151644;0.09308432119648086
0:11542990-11545460;Fa;Ga;2455;8;290;243188;0.11924930506439463
0:11542990-11545460;Fa;Li;2455;8;246;240768;0.10217304625199362
0:11542990-11545460;Fa;Mu;2455;8;254;241308;0.10525966814195965
0:11542990-11545460;Ga;Li;2455;8;228;243832;0.09350700482299289
0:11542990-11545460;Ga;Mu;2455;8;194;244520;0.07933911336495993
0:11542990-11545460;Li;Mu;2455;8;190;242080;0.07848645076007932
0:11599018-11606077;Fa;Ga;5791;1258;722;548612;0.13160485005796446
0:11599018-11606077;Fa;Li;5795;1254;1568;555372;0.28233328291667564
0:11599018-11606077;Fa;Mu;5793;1256;1346;548760;0.24528026824112545
0:11599018-11606077;Ga;Li;6458;591;1062;575992;0.18437756079945555
0:11599018-11606077;Ga;Mu;6393;656;1194;562320;0.21233461374306445
0:11599018-11606077;Li;Mu;6426;623;1348;579380;0.2326625012944872
0:1173606-1176577;Fa;Ga;2965;5;406;303900;0.13359657782165185
0:1173606-1176577;Fa;Li;2965;5;268;296080;0.09051607673601729
0:1173606-1176577;Fa;Mu;2965;5;352;293480;0.1199400299850075
0:1173606-1176577;Ga;Li;2965;5;430;304240;0.14133578753615567
0:1173606-1176577;Ga;Mu;2965;5;484;301500;0.16053067993366502
0:1173606-1176577;Li;Mu;2965;5;348;293900;0.11840762164001362
0:11800190-11806018;Fa;Ga;5801;17;1096;587084;0.1866853806269631
0:11800190-11806018;Fa;Li;5801;17;1198;577716;0.20736832630565882
0:11800190-11806018;Fa;Mu;5801;17;922;577032;0.15978316627154127
0:11800190-11806018;Ga;Li;5803;15;1022;588824;0.173566294852112
0:11800190-11806018;Ga;Mu;5803;15;998;587984;0.16973250972815587
0:11800190-11806018;Li;Mu;5803;15;1004;578928;0.17342398363872538
0:12381892-12392209;Fa;Ga;10261;39;1430;1023956;0.1396544382766447
0:12381892-12392209;Fa;Li;10260;40;1306;1021088;0.12790278604782349
0:12381892-12392209;Fa;Mu;10263;37;1354;1019584;0.13279925930575606
0:12381892-12392209;Ga;Li;10263;37;1080;1026296;0.10523279833498328
0:12381892-12392209;Ga;Mu;10264;36;1114;1024776;0.1087066832166249
0:12381892-12392209;Li;Mu;10263;37;1058;1022256;0.10349658011300496
0:12489714-12521996;Fa;Ga;31895;242;5128;3087960;0.16606432725812512
0:12489714-12521996;Fa;Li;31896;241;4782;3133264;0.15262039840881586
0:12489714-12521996;Fa;Mu;31900;237;4826;3120452;0.15465708173046724
0:12489714-12521996;Ga;Li;31892;245;3806;3105232;0.12256733152305528
0:12489714-12521996;Ga;Mu;31897;240;3570;3094276;0.11537432342816219
0:12489714-12521996;Li;Mu;31896;241;4510;3137392;0.14374996812639287
0:12599884-12606579;Fa;Ga;6639;46;1126;675240;0.1667555239618506
0:12599884-12606579;Fa;Li;6635;50;1028;658348;0.15614841998456744
0:12599884-12606579;Fa;Mu;6636;49;1018;653596;0.1557537071830305
0:12599884-12606579;Ga;Li;6634;51;1180;674948;0.17482828306773263
0:12599884-12606579;Ga;Mu;6639;46;774;671124;0.11532891090171116
0:12599884-12606579;Li;Mu;6637;48;1104;653560;0.16892098659648694
0:12615096-12616543;Fa;Ga;1445;3;218;162740;0.13395600344107164
0:12615096-12616543;Fa;Li;1445;3;178;144500;0.12318339100346021
0:12615096-12616543;Fa;Mu;1445;3;134;144500;0.09273356401384084
0:12615096-12616543;Ga;Li;1445;3;216;162740;0.13272704928106183
0:12615096-12616543;Ga;Mu;1445;3;184;162740;0.1130637827209045
0:12615096-12616543;Li;Mu;1445;3;180;144500;0.1245674740484429
0:12672425-12714082;Fa;Ga;41389;97;4522;4266836;0.1059801689120463
0:12672425-12714082;Fa;Li;41388;98;5854;4114600;0.14227385408059107
0:12672425-12714082;Fa;Mu;41389;97;5318;4115012;0.1292341310304806
0:12672425-12714082;Ga;Li;41390;96;5960;4260872;0.13987747109042467
0:12672425-12714082;Ga;Mu;41391;95;4814;4262200;0.11294636572662005
0:12672425-12714082;Li;Mu;41390;96;5198;4110956;0.12644260848328223
0:12731070-12737741;Fa;Ga;6656;9;732;673444;0.10869500656327771
0:12731070-12737741;Fa;Li;6656;9;1224;665540;0.18391080926766235
0:12731070-12737741;Fa;Mu;6656;9;828;659828;0.12548724819195306
0:12731070-12737741;Ga;Li;6656;9;1292;673460;0.19184509844682684
0:12731070-12737741;Ga;Mu;6656;9;770;669808;0.11495831641306166
0:12731070-12737741;Li;Mu;6656;9;1032;659848;0.15639965567827743
0:12739562-12744402;Fa;Ga;4837;3;712;478736;0.14872497576952642
0:12739562-12744402;Fa;Li;4837;3;782;481744;0.16232687900627718
0:12739562-12744402;Fa;Mu;4837;3;746;479992;0.15541925698761647
0:12739562-12744402;Ga;Li;4837;3;752;480344;0.1565544692970038
0:12739562-12744402;Ga;Mu;4837;3;630;478688;0.13160973327094058
0:12739562-12744402;Li;Mu;4837;3;796;481704;0.16524670752163154
0:12763872-12779699;Fa;Ga;15701;50;2518;1552784;0.16216035198714052
0:12763872-12779699;Fa;Li;15701;50;2250;1558980;0.14432513566562752
0:12763872-12779699;Fa;Mu;15704;47;2492;1554860;0.16027166432990753
0:12763872-12779699;Ga;Li;15700;51;2530;1554384;0.16276544277347169
0:12763872-12779699;Ga;Mu;15703;48;2666;1550824;0.17190861116412953
0:12763872-12779699;Li;Mu;15703;48;2456;1557208;0.15771817252415862
0:12786161-12789088;Fa;Ga;2923;3;250;312096;0.08010355787962678
0:12786161-12789088;Fa;Li;2923;3;314;292280;0.10743123032708361
0:12786161-12789088;Fa;Mu;2923;3;444;291120;0.15251442704039572
0:12786161-12789088;Ga;Li;2923;3;176;312120;0.05638856849929514
0:12786161-12789088;Ga;Mu;2923;3;370;311016;0.11896494071044576
0:12786161-12789088;Li;Mu;2923;3;368;291140;0.12639967026172974
0:12864206-12869537;Fa;Ga;5264;30;1746;525188;0.3324523789576304
0:12864206-12869537;Fa;Li;5267;27;920;518684;0.17737196443306522
0:12864206-12869537;Fa;Mu;5267;27;940;519684;0.18087914963708715
0:12864206-12869537;Ga;Li;5264;30;1932;528444;0.36560165315530124
0:12864206-12869537;Ga;Mu;5264;30;1952;529012;0.36898973936319024
0:12864206-12869537;Li;Mu;5267;27;752;522464;0.1439333619158449
0:12922172-12933199;Fa;Ga;10762;107;680;1076368;0.0631754195591099
0:12922172-12933199;Fa;Li;10791;78;1068;1070448;0.0997713107035559
0:12922172-12933199;Fa;Mu;10791;78;1296;1071428;0.12096006451203441
0:12922172-12933199;Ga;Li;10762;107;888;1075692;0.08255151102732008
0:12922172-12933199;Ga;Mu;10762;107;1332;1076340;0.12375271754278389
0:12922172-12933199;Li;Mu;10828;41;1402;1074480;0.1304817213908123
0:13086577-13090153;Fa;Ga;3557;14;258;363872;0.07090405417289597
0:13086577-13090153;Fa;Li;3561;10;432;352068;0.12270356862878762
0:13086577-13090153;Fa;Mu;3561;10;330;350068;0.0942673994766731
0:13086577-13090153;Ga;Li;3557;14;452;365404;0.12369870061630414
0:13086577-13090153;Ga;Mu;3557;14;358;363560;0.09847067884255693
0:13086577-13090153;Li;Mu;3561;10;438;352052;0.12441343892379535
0:13090886-13098069;Fa;Ga;7149;20;458;755648;0.060610231218768525
0:13090886-13098069;Fa;Li;7149;20;556;713000;0.07798036465638149
0:13090886-13098069;Fa;Mu;7149;20;562;710600;0.07908809456797072
0:13090886-13098069;Ga;Li;7149;20;542;755696;0.07172196227054266
0:13090886-13098069;Ga;Mu;7149;20;582;753024;0.07728837327893932
0:13090886-13098069;Li;Mu;7149;20;620;710584;0.08725217567521926
0:13100063-13106044;Fa;Ga;5947;18;764;635692;0.12018398847240487
0:13100063-13106044;Fa;Li;5947;18;896;593332;0.1510115753069108
0:13100063-13106044;Fa;Mu;5947;18;880;589664;0.14923753188256364
0:13100063-13106044;Ga;Li;5947;18;1110;635652;0.1746238507862793
0:13100063-13106044;Ga;Mu;5947;18;1068;631708;0.16906545429217296
0:13100063-13106044;Li;Mu;5947;18;894;589764;0.15158605815207438
0:13418527-13423442;Fa;Ga;4891;13;516;470060;0.10977322043994384
0:13418527-13423442;Fa;Li;4894;10;490;486028;0.10081723686701177
0:13418527-13423442;Fa;Mu;4890;14;532;483712;0.10998279968245568
0:13418527-13423442;Ga;Li;4891;13;626;470852;0.13295048125525644
0:13418527-13423442;Ga;Mu;4889;15;648;468728;0.13824648836852077
0:13418527-13423442;Li;Mu;4891;13;520;484604;0.10730410809650766
0:13425428-13429046;Fa;Ga;3608;3;310;379180;0.08175536684424284
0:13425428-13429046;Fa;Li;3608;3;172;360720;0.04768241295187403
0:13425428-13429046;Fa;Mu;3608;3;154;360252;0.04274785427978193
0:13425428-13429046;Ga;Li;3608;3;170;379260;0.044824131202868746
0:13425428-13429046;Ga;Mu;3608;3;260;378780;0.06864142774169703
0:13425428-13429046;Li;Mu;3608;3;158;360320;0.043849911190053284
0:13431623-13436064;Fa;Ga;4424;14;338;446004;0.0757840736854378
0:13431623-13436064;Fa;Li;4424;14;248;437180;0.056727206185095386
0:13431623-13436064;Fa;Mu;4427;11;302;438824;0.0688203015331887
0:13431623-13436064;Ga;Li;4421;17;282;445756;0.06326330997227182
0:13431623-13436064;Ga;Mu;4424;14;278;446872;0.062210207844751966
0:13431623-13436064;Li;Mu;4424;14;228;438124;0.05204006171768723
0:13436786-13440049;Fa;Ga;3263;1;154;331556;0.0464476589173473
0:13436786-13440049;Fa;Li;3263;1;162;325728;0.04973474801061008
0:13436786-13440049;Fa;Mu;3263;1;220;325768;0.06753272267380467
0:13436786-13440049;Ga;Li;3263;1;186;331808;0.056056514610859295
0:13436786-13440049;Ga;Mu;3263;1;258;331884;0.07773800484506635
0:13436786-13440049;Li;Mu;3263;1;184;326040;0.05643479327689854
0:135094-139504;Fa;Ga;4397;11;680;430092;0.15810570761604495
0:135094-139504;Fa;Li;4397;11;970;437172;0.221880632794415
0:135094-139504;Fa;Mu;4397;11;1178;428792;0.27472527472527475
0:135094-139504;Ga;Li;4397;11;1104;431656;0.2557592156717386
0:135094-139504;Ga;Mu;4397;11;1126;423932;0.2656086353471783
0:135094-139504;Li;Mu;4397;11;844;430496;0.19605292499814167
0:13646374-13655586;Fa;Ga;9176;23;394;941804;0.04183460677593215
0:13646374-13655586;Fa;Li;9168;31;496;912400;0.05436212187637001
0:13646374-13655586;Fa;Mu;9171;28;548;906788;0.06043308910131144
0:13646374-13655586;Ga;Li;9167;32;430;941432;0.045675099210564334
0:13646374-13655586;Ga;Mu;9170;29;476;936540;0.050825378520938776
0:13646374-13655586;Li;Mu;9168;31;620;906576;0.0683891918603625
0:13713050-13721264;Fa;Ga;8195;11;1334;800028;0.1667441639542616
0:13713050-13721264;Fa;Li;8195;11;1554;817312;0.1901354684624721
0:13713050-13721264;Fa;Mu;8195;11;1542;816368;0.18888540462144524
0:13713050-13721264;Ga;Li;8195;11;1996;801404;0.249062894619942
0:13713050-13721264;Ga;Mu;8195;11;1646;800520;0.2056163493729076
0:13713050-13721264;Li;Mu;8195;11;1232;818020;0.15060756460722233
0:13785494-13788288;Fa;Ga;2794;1;150;267808;0.05601027601864022
0:13785494-13788288;Fa;Li;2794;1;192;279360;0.06872852233676977
0:13785494-13788288;Fa;Mu;2794;1;120;279120;0.04299226139294927
0:13785494-13788288;Ga;Li;2794;1;200;267840;0.07467144563918758
0:13785494-13788288;Ga;Mu;2794;1;156;267640;0.058287251531908536
0:13785494-13788288;Li;Mu;2794;1;170;279160;0.06089697664421837
0:13874686-13912822;Fa;Ga;37927;161;2376;3711132;0.06402359172349568
0:13874686-13912822;Fa;Li;37966;122;3006;3760412;0.07993804934140196
0:13874686-13912822;Fa;Mu;37959;129;2408;3750340;0.06420751185225873
0:13874686-13912822;Ga;Li;37924;164;2570;3716412;0.06915272041958749
0:13874686-13912822;Ga;Mu;37923;165;2000;3708176;0.05393487256268311
0:13874686-13912822;Li;Mu;37958;130;2416;3756016;0.06432347466038484
0:13914748-13917963;Fa;Ga;3208;8;778;321772;0.2417861094190918
0:13914748-13917963;Fa;Li;3208;8;678;319100;0.21247257912879974
0:13914748-13917963;Fa;Mu;3209;7;878;318104;0.27601036139124313
0:13914748-13917963;Ga;Li;3208;8;582;322380;0.1805322910850549
0:13914748-13917963;Ga;Mu;3208;8;884;321476;0.27498164715250906
0:13914748-13917963;Li;Mu;3208;8;756;318720;0.2371987951807229
0:13932308-13934629;Fa;Ga;2318;3;114;228300;0.04993429697766097
0:13932308-13934629;Fa;Li;2318;3;90;231800;0.03882657463330457
0:13932308-13934629;Fa;Mu;2318;3;100;231720;0.043155532539271534
0:13932308-13934629;Ga;Li;2318;3;60;228300;0.026281208935611037
0:13932308-13934629;Ga;Mu;2318;3;70;228220;0.030672158443607045
0:13932308-13934629;Li;Mu;2318;3;30;231720;0.01294665976178146
0:14027340-14030135;Fa;Ga;2789;5;404;275440;0.1466744118501307
0:14027340-14030135;Fa;Li;2789;5;450;277180;0.16234937585684392
0:14027340-14030135;Fa;Mu;2789;5;464;273908;0.16939994450691473
0:14027340-14030135;Ga;Li;2789;5;400;274824;0.14554769597997264
0:14027340-14030135;Ga;Mu;2789;5;432;272528;0.15851582222744084
0:14027340-14030135;Li;Mu;2789;5;396;273124;0.14498908920490328
0:14033313-14038220;Fa;Ga;4860;22;578;478504;0.12079313861535118
0:14033313-14038220;Fa;Li;4863;19;958;478280;0.20030107886593626
0:14033313-14038220;Fa;Mu;4863;19;800;477048;0.16769800942462812
0:14033313-14038220;Ga;Li;4862;20;732;479120;0.1527800968442144
0:14033313-14038220;Ga;Mu;4862;20;684;478152;0.14305074536967324
0:14033313-14038220;Li;Mu;4865;17;988;477896;0.20673954165759914
0:14092084-14100809;Fa;Ga;8705;10;612;861804;0.07101382680980826
0:14092084-14100809;Fa;Li;8705;10;710;861784;0.08238723392404593
0:14092084-14100809;Fa;Mu;8705;10;910;857736;0.10609325013757147
0:14092084-14100809;Ga;Li;8705;10;524;867312;0.06041655136790451
0:14092084-14100809;Ga;Mu;8705;10;800;861280;0.09288500835965076
0:14092084-14100809;Li;Mu;8705;10;890;862192;0.10322526768979531
0:14108180-14110193;Fa;Ga;2010;2;0;224316;0.0
0:14108180-14110193;Fa;Li;2010;2;60;200920;0.029862631893290862
0:14108180-14110193;Fa;Mu;2010;2;60;200872;0.029869767812338206
0:14108180-14110193;Ga;Li;2010;2;60;224368;0.026741781359195606
0:14108180-14110193;Ga;Mu;2010;2;60;224296;0.026750365588329706
0:14108180-14110193;Li;Mu;2010;2;84;200900;0.041811846689895474
0:14119751-14125097;Fa;Ga;5316;15;906;534276;0.1695752757001999
0:14119751-14125097;Fa;Li;5319;12;958;528684;0.18120465154988613
0:14119751-14125097;Fa;Mu;5313;18;926;525812;0.17610857112428016
0:14119751-14125097;Ga;Li;5316;15;1250;531660;0.2351126659895422
0:14119751-14125097;Ga;Mu;5310;21;872;530276;0.164442667591971
0:14119751-14125097;Li;Mu;5313;18;928;523676;0.17720880849991216
0:14366697-14373714;Fa;Ga;6963;47;134;670972;0.01997102710694336
0:14366697-14373714;Fa;Li;6970;40;132;682844;0.01933091599252538
0:14366697-14373714;Fa;Mu;6969;41;198;669168;0.029588982139014418
0:14366697-14373714;Ga;Li;6962;48;144;671572;0.02144222808574509
0:14366697-14373714;Ga;Mu;6964;46;220;659072;0.03338026801320645
0:14366697-14373714;Li;Mu;6966;44;202;670304;0.03013558027402492
0:14635440-14636903;Fa;Ga;1464;0;30;141820;0.021153574954167254
0:14635440-14636903;Fa;Li;1464;0;50;146400;0.03415300546448088
0:14635440-14636903;Fa;Mu;1464;0;110;145840;0.07542512342292924
0:14635440-14636903;Ga;Li;1464;0;56;141820;0.039486673247778874
0:14635440-14636903;Ga;Mu;1464;0;110;141268;0.07786618342441318
0:14635440-14636903;Li;Mu;1464;0;116;145840;0.07953922106417992
0:14717448-14721356;Fa;Ga;3899;10;408;403232;0.10118244583763193
0:14717448-14721356;Fa;Li;3900;9;460;389300;0.11816080143847932
0:14717448-14721356;Fa;Mu;3899;10;420;386756;0.10859560032682104
0:14717448-14721356;Ga;Li;3899;10;432;403172;0.10715029813578324
0:14717448-14721356;Ga;Mu;3898;11;380;401076;0.09474513558527561
0:14717448-14721356;Li;Mu;3899;10;348;386716;0.08998851870623403
0:14773320-14785220;Fa;Ga;11802;64;194;1114852;0.01740141292297094
0:14773320-14785220;Fa;Li;11809;57;2662;1155856;0.23030550518403678
0:14773320-14785220;Fa;Mu;11813;53;2266;1141716;0.1984731754657025
0:14773320-14785220;Ga;Li;11801;65;2576;1115624;0.23090216775544448
0:14773320-14785220;Ga;Mu;11806;60;2184;1103388;0.19793581224374382
0:14773320-14785220;Li;Mu;11812;54;1854;1144180;0.16203744166127707
0:14918678-14921694;Fa;Ga;2994;12;322;295340;0.10902688426897812
0:14918678-14921694;Fa;Li;2950;56;1288;288700;0.44613785936958783
0:14918678-14921694;Fa;Mu;2975;31;962;292760;0.3285968028419183
0:14918678-14921694;Ga;Li;2950;56;1210;286444;0.4224211364175895
0:14918678-14921694;Ga;Mu;2975;31;908;290204;0.3128833510220397
0:14918678-14921694;Li;Mu;2949;57;762;287472;0.26506929370512605
0:15043001-15058891;Fa;Ga;10779;5088;1172;1041912;0.11248550741329402
0:15043001-15058891;Fa;Li;10789;5078;2684;1060412;0.2531091688890733
0:15043001-15058891;Fa;Mu;10802;5065;1920;1057104;0.18162829768877992
0:15043001-15058891;Ga;Li;10783;5084;2254;1044408;0.21581604124058798
0:15043001-15058891;Ga;Mu;10781;5086;1830;1041296;0.17574253622408997
0:15043001-15058891;Li;Mu;10791;5076;1566;1060896;0.14761107592073117
0:15064807-15077947;Fa;Ga;12841;201;1684;1267180;0.13289351157688725
0:15064807-15077947;Fa;Li;12819;223;4958;1266836;0.39136873281150836
0:15064807-15077947;Fa;Mu;12827;215;3300;1266368;0.2605877596401678
0:15064807-15077947;Ga;Li;12874;168;3950;1275864;0.30959412601970115
0:15064807-15077947;Ga;Mu;12864;178;3078;1274528;0.24150116749102413
0:15064807-15077947;Li;Mu;12859;183;2574;1279792;0.20112643304536987
0:15101604-15104873;Fa;Ga;3253;12;84;324756;0.02586557292244023
0:15101604-15104873;Fa;Li;3253;12;232;322160;0.07201390613359822
0:15101604-15104873;Fa;Mu;3253;12;140;322972;0.043347410921070556
0:15101604-15104873;Ga;Li;3253;12;204;325196;0.0627313989101957
0:15101604-15104873;Ga;Mu;3253;12;122;326184;0.03740220243788782
0:15101604-15104873;Li;Mu;3253;12;208;323368;0.06432300042057347
0:15392252-15399011;Fa;Ga;6725;26;128;665000;0.01924812030075188
0:15392252-15399011;Fa;Li;6726;25;126;661192;0.019056491911577877
0:15392252-15399011;Fa;Mu;6725;26;100;657956;0.01519858470779201
0:15392252-15399011;Ga;Li;6733;18;236;665316;0.03547186600051705
0:15392252-15399011;Ga;Mu;6732;19;178;662408;0.026871656139418606
0:15392252-15399011;Li;Mu;6734;17;178;659652;0.026983924857349028
0:15587813-15589107;Fa;Ga;1291;4;390;126932;0.3072511265874642
0:15587813-15589107;Fa;Li;1291;4;420;120956;0.34723370481828103
0:15587813-15589107;Fa;Mu;1291;4;276;123652;0.22320706498883966
0:15587813-15589107;Ga;Li;1291;4;472;123936;0.38084172476116707
0:15587813-15589107;Ga;Mu;1291;4;422;125416;0.33648019391465206
0:15587813-15589107;Li;Mu;1291;4;348;120228;0.28945004491466214
0:15590468-15595537;Fa;Ga;4973;84;558;457576;0.12194695525989126
0:15590468-15595537;Fa;Li;5018;39;498;485236;0.10263047259477863
0:15590468-15595537;Fa;Mu;5018;39;308;484540;0.06356544351343542
0:15590468-15595537;Ga;Li;4988;69;722;461504;0.15644501456108723
0:15590468-15595537;Ga;Mu;4988;69;594;460132;0.12909339059226482
0:15590468-15595537;Li;Mu;5033;24;438;490656;0.089268244961847
0:15630504-15633070;Fa;Ga;2556;3;360;261656;0.13758522640413368
0:15630504-15633070;Fa;Li;2556;3;274;255120;0.10740043900909375
0:15630504-15633070;Fa;Mu;2556;3;350;254536;0.13750510733255808
0:15630504-15633070;Ga;Li;2556;3;280;262080;0.10683760683760683
0:15630504-15633070;Ga;Mu;2556;3;368;261508;0.1407222723587806
0:15630504-15633070;Li;Mu;2556;3;238;254980;0.09334065416895443
0:15704291-15706605;Fa;Ga;2298;6;410;234992;0.17447402464764758
0:15704291-15706605;Fa;Li;2299;5;190;227884;0.08337575257587193
0:15704291-15706605;Fa;Mu;2299;5;270;227036;0.11892387110414207
0:15704291-15706605;Ga;Li;2298;6;314;235252;0.13347389182663696
0:15704291-15706605;Ga;Mu;2298;6;452;234728;0.19256330731740567
0:15704291-15706605;Li;Mu;2299;5;252;227668;0.1106874923133686
0:16089349-16092393;Fa;Ga;3038;4;140;292648;0.04783904212569367
0:16089349-16092393;Fa;Li;3022;20;10;296764;0.003369680958606839
