GENE;POP;TOTAL_SITES;N_SITES;NUM_ALL;DENOM_ALL;PI_ALL
1008:177722-178963;Fa;1239;3;170;55755;0.3049053896511524
1008:177722-178963;Ga;1239;3;208;55636;0.3738586526709325
1008:177722-178963;Li;1239;3;188;55619;0.33801398802567467
1008:177722-178963;Mu;1239;3;182;55704;0.326726985494758
1008:177722-178963;all;1239;3;3258;965034;0.3376046854307724
1008:191712-216134;Fa;23377;722;10778;1035009;1.0413436018430757
1008:191712-216134;Ga;23382;717;6902;1028439;0.6711141837289328
1008:191712-216134;Li;23410;689;6719;1034706;0.6493632007546105
1008:191712-216134;Mu;23385;714;7218;1031255;0.6999238791569495
1008:191712-216134;all;23439;660;137461;17879453;0.7688210595704466
1008:218093-220402;Fa;2213;61;1248;94472;1.3210263358455416
1008:218093-220402;Ga;2200;74;847;93725;0.9037076553747666
1008:218093-220402;Li;2174;100;610;94537;0.6452500079334017
1008:218093-220402;Mu;2199;75;801;92282;0.8679915909928263
1008:218093-220402;all;2213;61;15328;1622624;0.9446427514938766
1020:145048-148713;Fa;3630;34;1343;161922;0.8294116920492582
1020:145048-148713;Ga;3630;34;667;162806;0.40969006056287854
1020:145048-148713;Li;3630;34;648;163316;0.39677680080335054
1020:145048-148713;Mu;3630;34;757;162976;0.4644855684272531
1020:145048-148713;all;3630;34;14777;2820620;0.5238919102892272
1021:106630-107295;Fa;666;0;236;29953;0.7879010449704537
1021:106630-107295;Ga;666;0;203;29919;0.6784986129215549
1021:106630-107295;Li;666;0;156;29970;0.5205205205205206
1021:106630-107295;Mu;666;0;138;29970;0.46046046046046046
1021:106630-107295;all;666;0;3109;519172;0.5988381499772715
1025:144791-157911;Fa;12818;242;6213;571716;1.0867283756270596
1025:144791-157911;Ga;12814;246;4299;571403;0.7523586680503953
1025:144791-157911;Li;12818;242;5000;569335;0.8782175696206979
1025:144791-157911;Mu;12818;242;4038;567688;0.7113062104536294
1025:144791-157911;all;12818;242;85528;9876674;0.8659595325308904
1025:258216-310673;Fa;51570;699;12929;2301486;0.5617674841385087
1025:258216-310673;Ga;51535;734;10175;2287997;0.4447121215630965
1025:258216-310673;Li;51555;714;9647;2292311;0.42084167462442923
1025:258216-310673;Mu;51549;720;9679;2296498;0.42146781752041584
1025:258216-310673;all;51585;684;183790;39752256;0.46233853998122776
1025:32321-37080;Fa;4605;133;2219;200800;1.1050796812749004
1025:32321-37080;Ga;4605;133;2065;201262;1.0260257773449533
1025:32321-37080;Li;4605;133;1797;202450;0.8876265744628303
1025:32321-37080;Mu;4605;133;1744;202002;0.8633577885367472
1025:32321-37080;all;4605;133;33901;3489986;0.971379254816495
1028:218209-225457;Fa;6626;350;4982;279247;1.7840836248912253
1028:218209-225457;Ga;6608;368;3288;277403;1.1852791786678587
1028:218209-225457;Li;6622;354;3951;284678;1.387883854741146
1028:218209-225457;Mu;6626;350;3309;281784;1.1743037219998296
1028:218209-225457;all;6626;350;66292;4858216;1.364533812411799
1029:258032-260573;Fa;2418;92;989;105260;0.9395781873456204
1029:258032-260573;Ga;2418;92;932;104528;0.8916271238328486
1029:258032-260573;Li;2418;92;783;103555;0.7561199362657525
1029:258032-260573;Mu;2418;92;957;105715;0.9052641536205837
1029:258032-260573;all;2418;92;15689;1813854;0.8649538496483179
1029:514616-519740;Fa;4940;157;2272;221101;1.0275846784953482
1029:514616-519740;Ga;4940;157;1974;219530;0.8991937320639548
1029:514616-519740;Li;4940;157;1862;221739;0.8397259841525397
1029:514616-519740;Mu;4940;157;1979;221926;0.891738687670665
1029:514616-519740;all;4940;157;34573;3831036;0.9024451871504209
1029:547719-570523;Fa;22122;552;8606;983059;0.8754306709973664
1029:547719-570523;Ga;22133;541;7847;978863;0.8016443567690269
1029:547719-570523;Li;22123;551;7215;984558;0.7328161469410639
1029:547719-570523;Mu;22127;547;7585;981621;0.7727014805102987
1029:547719-570523;all;22134;540;135871;17013217;0.7986202726973975
1031:47378-54476;Fa;6992;97;2769;314147;0.8814344876761516
1031:47378-54476;Ga;6992;97;1857;312400;0.5944302176696543
1031:47378-54476;Li;6992;97;1690;313654;0.5388102813928723
1031:47378-54476;Mu;6992;97;1778;312289;0.5693444213532978
1031:47378-54476;all;6992;97;34388;5426414;0.6337150095809129
1033:110223-123889;Fa;13376;189;4254;597963;0.7114152547900121
1033:110223-123889;Ga;13376;189;1736;598304;0.2901535005615874
1033:110223-123889;Li;13376;189;1501;598071;0.2509735466190469
1033:110223-123889;Mu;13376;189;1604;597906;0.2682695942171512
1033:110223-123889;all;13376;189;38901;10363720;0.37535749711493555
1033:149075-164357;Fa;15133;139;3446;669537;0.5146840279177999
1033:149075-164357;Ga;15133;139;837;678297;0.12339727287604102
1033:149075-164357;Li;15133;139;739;675760;0.1093583520776607
1033:149075-164357;Mu;15133;139;655;676615;0.0968054211035818
1033:149075-164357;all;15133;139;24521;11696877;0.2096371535752663
1036:31037-39081;Fa;7406;479;5217;326041;1.600105508202956
1036:31037-39081;Ga;7406;479;4339;322927;1.3436473258662174
1036:31037-39081;Li;7406;479;4546;326378;1.3928634895734393
1036:31037-39081;Mu;7381;504;4347;322198;1.3491703859117685
1036:31037-39081;all;7406;479;79795;5615128;1.4210717903492138
1038:229124-262382;Fa;32134;908;16814;1430538;1.1753619966753768
1038:229124-262382;Ga;32134;908;11763;1427065;0.8242792024189508
1038:229124-262382;Li;32134;908;11828;1432157;0.8258871059527692
1038:229124-262382;Mu;32129;913;11636;1433572;0.8116787995301248
1038:229124-262382;all;32134;908;227277;24789832;0.9168154104473156
1040:35052-37026;Fa;1911;41;1385;85557;1.6188038383767547
1040:35052-37026;Ga;1911;41;1222;85808;1.4241096401267948
1040:35052-37026;Li;1911;41;978;85672;1.1415631711644412
1040:35052-37026;Mu;1911;41;449;83173;0.5398386495617569
1040:35052-37026;all;1911;41;18352;1473614;1.245373618871699
1040:444060-446294;Fa;2140;62;971;94628;1.026123346155472
1040:444060-446294;Ga;2140;62;1215;92073;1.3196050959564694
1040:444060-446294;Li;2140;62;1163;94222;1.2343189488654454
1040:444060-446294;Mu;2140;62;1104;92503;1.193474806222501
1040:444060-446294;all;2140;62;20785;1613578;1.2881310974740607
1040:446810-454011;Fa;7012;156;2694;306789;0.8781279641708145
1040:446810-454011;Ga;7005;163;2275;305234;0.7453298125372665
1040:446810-454011;Li;7012;156;2351;306698;0.766552113153656
1040:446810-454011;Mu;7012;156;1963;303258;0.6473036160628903
1040:446810-454011;all;7012;156;40257;5290315;0.7609565781999749
1042:123344-195434;Fa;70519;1270;20529;3087554;0.6648952536538633
1042:123344-195434;Ga;70345;1444;13845;3100644;0.4465201422672193
1042:123344-195434;Li;70497;1292;14237;3095704;0.45989539051537226
1042:123344-195434;Mu;70306;1483;13160;3097428;0.4248686329432032
1042:123344-195434;all;70644;1145;267665;53599826;0.499376621110673
1042:48419-61634;Fa;13004;186;5139;579880;0.8862178381734152
1042:48419-61634;Ga;13004;186;3806;582224;0.6537002940449037
1042:48419-61634;Li;13004;186;3438;580998;0.5917404190720106
1042:48419-61634;Mu;13004;186;3405;581379;0.5856764692223145
1042:48419-61634;all;13004;186;69520;10069001;0.6904359230871067
1042:77065-79967;Fa;2843;41;1073;127603;0.8408893207839941
1042:77065-79967;Ga;2843;41;778;126698;0.6140586276026456
1042:77065-79967;Li;2843;41;839;126881;0.6612495172642082
1042:77065-79967;Mu;2843;41;678;127408;0.5321486876805224
1042:77065-79967;all;2843;41;14778;2203350;0.6707059704540813
1043:156021-158487;Fa;2398;58;1447;105902;1.3663575758720325
1043:156021-158487;Ga;2398;58;1237;105496;1.1725563054523394
1043:156021-158487;Li;2398;58;1231;107298;1.147272083356633
1043:156021-158487;Mu;2398;58;1295;107434;1.2053912169331868
1043:156021-158487;all;2398;58;22450;1846086;1.2160863578403174
1043:160067-161835;Fa;1719;43;1261;76730;1.643424996741822
1043:160067-161835;Ga;1719;43;1192;77304;1.5419641933147057
1043:160067-161835;Li;1719;43;1123;77253;1.4536652298292623
1043:160067-161835;Mu;1719;43;957;76998;1.2428894256993688
1043:160067-161835;all;1719;43;19351;1335673;1.4487827484721185
1046:21782-29452;Fa;7523;143;3840;329552;1.1652182356653882
1046:21782-29452;Ga;7520;146;2659;331061;0.8031752456495933
1046:21782-29452;Li;7532;134;2941;332686;0.8840167605489861
1046:21782-29452;Mu;7532;134;2902;332255;0.8734255315947089
1046:21782-29452;all;7532;134;53164;5737662;0.9265795022432483
1048:2091-68504;Fa;64311;1578;24873;2811751;0.884608914516257
1048:2091-68504;Ga;64303;1586;19414;2835118;0.684768676294955
1048:2091-68504;Li;64239;1650;18725;2821576;0.6636362089839154
1048:2091-68504;Mu;64282;1607;19347;2821094;0.6857977791594325
1048:2091-68504;all;64357;1532;358111;48874599;0.7327139400161626
1050:140111-142173;Fa;1924;94;1711;85796;1.9942654669215347
1050:140111-142173;Ga;1924;94;1487;86291;1.7232388082187018
1050:140111-142173;Li;1924;94;1558;85934;1.813019293876696
1050:140111-142173;Mu;1924;94;1334;86137;1.548695682459338
1050:140111-142173;all;1924;94;26490;1491066;1.7765813183319854
1051:157450-164219;Fa;6422;226;2890;286210;1.0097480870689355
1051:157450-164219;Ga;6422;226;2512;284157;0.8840183419729234
1051:157450-164219;Li;6422;226;2460;285679;0.8611063466338092
1051:157450-164219;Mu;6422;226;2251;287544;0.7828367136855577
1051:157450-164219;all;6422;226;43621;4953866;0.8805446089983056
1051:22902-25677;Fa;2698;71;1673;120172;1.3921712212495423
1051:22902-25677;Ga;2698;71;1658;118657;1.39730483662995
1051:22902-25677;Li;2698;71;1514;119554;1.266373354300149
1051:22902-25677;Mu;2698;71;1533;119911;1.278448182401948
1051:22902-25677;all;2698;71;27542;2071022;1.3298748154292905
1051:290493-293985;Fa;3083;310;2225;136626;1.6285333684657386
1051:290493-293985;Ga;3083;310;1610;135492;1.1882620376110766
1051:290493-293985;Li;3083;310;1785;134852;1.323673360424762
1051:290493-293985;Mu;3083;310;1825;135461;1.3472512383638096
1051:290493-293985;all;3083;310;32455;2347443;1.3825681816342292
1053:39546-42234;Fa;2537;108;1409;107386;1.3120890991376901
1053:39546-42234;Ga;2543;102;1355;106230;1.2755342182057798
1053:39546-42234;Li;2544;101;1226;107577;1.1396488096898036
1053:39546-42234;Mu;2544;101;1574;109184;1.441603165298945
1053:39546-42234;all;2544;101;24406;1860041;1.3121216145235508
105586:87-9077;Fa;6211;2725;2460;161710;1.5212417290210871
105586:87-9077;Ga;5490;3446;2005;151473;1.3236682445056214
105586:87-9077;Li;6766;2170;2217;161159;1.3756600624228246
105586:87-9077;Mu;6207;2729;2085;150343;1.3868287848453205
105586:87-9077;all;7018;1918;37599;2626581;1.4314806967689175
1055:15178-29187;Fa;13538;339;5347;598073;0.8940380187702839
1055:15178-29187;Ga;13537;340;4048;598173;0.6767273012991225
1055:15178-29187;Li;13538;339;4090;595880;0.6863798080150366
1055:15178-29187;Mu;13526;351;3861;596771;0.6469818406055254
1055:15178-29187;all;13538;339;75430;10345757;0.729091162686307
1055:31609-33879;Fa;2224;36;1087;99404;1.0935173634863788
1055:31609-33879;Ga;2224;36;901;98464;0.9150552486187845
1055:31609-33879;Li;2224;36;877;99859;0.8782383160255961
1055:31609-33879;Mu;2224;36;915;99020;0.924055746313876
1055:31609-33879;all;2224;36;16390;1718859;0.9535395282568262
1055:77224-81608;Fa;4255;111;1498;185662;0.8068425418233134
1055:77224-81608;Ga;4255;111;669;185417;0.360808340119838
1055:77224-81608;Li;4255;111;939;184735;0.5082956667659079
1055:77224-81608;Mu;4215;151;1081;187059;0.577892536579368
1055:77224-81608;all;4255;111;17941;3215861;0.5578910282502881
1055:88551-94109;Fa;5336;157;2807;238602;1.1764360734612451
1055:88551-94109;Ga;5336;157;2292;239004;0.9589797660290205
1055:88551-94109;Li;5336;157;2232;237933;0.9380792071717668
1055:88551-94109;Mu;5336;157;2143;237530;0.9022018271376248
1055:88551-94109;all;5336;157;40808;4128893;0.9883520837183235
1057:59384-65559;Fa;5848;263;1762;257133;0.6852484900810086
1057:59384-65559;Ga;5848;263;1320;254657;0.5183442827018303
1057:59384-65559;Li;5848;263;1230;254048;0.48416047361128606
1057:59384-65559;Mu;5848;263;1303;256173;0.5086406451889933
1057:59384-65559;all;5848;263;24341;4425259;0.5500469012096241
1059:110910-124144;Fa;12882;290;5424;573383;0.945964564697593
1059:110910-124144;Ga;12876;296;4498;571351;0.7872568701201188
1059:110910-124144;Li;12885;287;4440;572842;0.7750828326135304
1059:110910-124144;Mu;12849;323;4322;572086;0.7554808193173753
1059:110910-124144;all;12898;274;80886;9918962;0.8154683927612587
1059:147834-167654;Fa;19379;367;5811;860046;0.6756615343830447
1059:147834-167654;Ga;19358;388;4296;854983;0.5024661309055268
1059:147834-167654;Li;19348;398;3643;850816;0.4281771851963292
1059:147834-167654;Mu;19389;357;4091;855986;0.47792837733327415
1059:147834-167654;all;19410;336;77259;14811983;0.5215979521445575
1059:93574-95806;Fa;2212;20;840;99540;0.8438818565400844
1059:93574-95806;Ga;2212;20;606;97644;0.620621850804965
1059:93574-95806;Li;2212;20;709;99438;0.7130070999014462
1059:93574-95806;Mu;2212;20;574;99523;0.576751102760166
1059:93574-95806;all;2212;20;11793;1716205;0.6871556719622656
1064:16181-20929;Fa;4549;154;1605;201439;0.7967672595674125
1064:16181-20929;Ga;4542;161;1198;198694;0.6029371797839894
1064:16181-20929;Li;4556;147;1119;199349;0.5613271197748672
1064:16181-20929;Mu;4556;147;1336;195613;0.6829811924565341
1064:16181-20929;all;4556;147;22976;3441103;0.6676928880071302
1064:167526-172679;Fa;4869;190;3803;195173;1.9485277164361874
1064:167526-172679;Ga;4818;241;2831;193823;1.4606109698023455
1064:167526-172679;Li;4869;190;3526;197362;1.7865647895744874
1064:167526-172679;Mu;4869;190;3547;203388;1.7439573622829272
1064:167526-172679;all;4869;190;61451;3416786;1.798503037650002
1066:79625-87280;Fa;7291;243;5162;326572;1.5806621510723515
1066:79625-87280;Ga;7291;243;4338;326871;1.327129050909992
1066:79625-87280;Li;7291;243;4293;326178;1.3161525302135644
1066:79625-87280;Mu;7291;243;4371;327517;1.334587212266844
1066:79625-87280;all;7291;243;77822;5663234;1.3741618305017946
1072:196093-199694;Fa;3351;106;1976;149983;1.3174826480334438
1072:196093-199694;Ga;3351;106;1470;150353;0.9776991480050282
1072:196093-199694;Li;3351;106;1783;149911;1.1893723609341542
1072:196093-199694;Mu;3351;106;1533;150285;1.0200618824233956
1072:196093-199694;all;3351;106;29248;2601860;1.124118899556471
1073:595090-603270;Fa;7867;204;5235;338598;1.5460811936278418
1073:595090-603270;Ga;7842;229;3654;343587;1.0634861039562031
1073:595090-603270;Li;7869;202;4479;342741;1.3068176844906212
1073:595090-603270;Mu;7852;219;3867;339839;1.1378917663952637
1073:595090-603270;all;7869;202;78603;5904481;1.3312431693827111
1075:115614-129379;Fa;13329;317;5194;596773;0.8703476866413192
1075:115614-129379;Ga;13329;317;4534;593235;0.764283968410495
1075:115614-129379;Li;13329;317;4375;596919;0.7329302635700992
1075:115614-129379;Mu;13329;317;4598;595235;0.7724680168336875
1075:115614-129379;all;13329;317;81205;10319502;0.7869081279309796
1076:20433-22221;Fa;1659;59;715;73567;0.9719031631030217
1076:20433-22221;Ga;1659;59;541;73530;0.7357541139670882
1076:20433-22221;Li;1659;59;454;72555;0.6257322031562264
1076:20433-22221;Mu;1659;59;570;73699;0.7734161928927122
1076:20433-22221;all;1659;59;9938;1270075;0.7824734759758282
1076:25666-27976;Fa;2062;109;1304;89179;1.4622276544926496
1076:25666-27976;Ga;2062;109;1213;89942;1.3486469057837274
1076:25666-27976;Li;2062;109;1207;90209;1.3380039685618952
1076:25666-27976;Mu;2062;109;1226;91153;1.3449913881057123
1076:25666-27976;all;2062;109;21246;1560799;1.361225884947389
1076:329215-412359;Fa;78336;4422;27945;3433362;0.8139252429542821
1076:329215-412359;Ga;78554;4204;22249;3427066;0.649214225812984
1076:329215-412359;Li;77852;4906;23084;3438396;0.6713595525355427
1076:329215-412359;Mu;77990;4768;22029;3433281;0.6416311394261058
1076:329215-412359;all;78697;4061;412417;59468057;0.6935101309935181
1076:46117-47227;Fa;1086;24;575;48632;1.1823490705708175
1076:46117-47227;Ga;1086;24;501;48870;1.025168815224064
1076:46117-47227;Li;1086;24;508;48870;1.0394925312052383
1076:46117-47227;Mu;1086;24;507;48870;1.0374462860650706
1076:46117-47227;all;1086;24;8863;846002;1.047633457131307
1076:50971-56368;Fa;5160;145;3152;230503;1.3674442415066181
1076:50971-56368;Ga;5160;145;2435;230328;1.0571880101420583
1076:50971-56368;Li;5160;145;2380;230796;1.0312137125426784
1076:50971-56368;Mu;5160;145;2390;229977;1.0392343582184305
1076:50971-56368;all;5160;145;44825;3992824;1.122639014391819
1076:58141-74512;Fa;15245;862;6665;680450;0.979498861047836
1076:58141-74512;Ga;15245;862;5799;677307;0.856184861517746
1076:58141-74512;Li;15245;862;5617;674647;0.8325835585128223
1076:58141-74512;Mu;15245;862;5456;679477;0.8029705199734501
1076:58141-74512;all;15245;862;101959;11744237;0.8681619759546746
107794:213-1145;Fa;753;169;72;19017;0.37860861334595364
107794:213-1145;Ga;808;114;46;20962;0.2194447094742868
107794:213-1145;Li;758;164;105;19317;0.5435626650100948
107794:213-1145;Mu;823;99;58;23380;0.24807527801539778
107794:213-1145;all;839;83;1249;352816;0.35400888848578294
1077:87753-92754;Fa;4720;208;2177;206244;1.0555458583037567
1077:87753-92754;Ga;4718;210;1601;205733;0.7781930949337248
1077:87753-92754;Li;4710;218;1502;207747;0.7229947965554256
1077:87753-92754;Mu;4720;208;1792;205307;0.872839211522257
1077:87753-92754;all;4720;208;30816;3571899;0.8627343606300178
1078:190682-200738;Fa;9667;231;4747;426751;1.1123582604375855
1078:190682-200738;Ga;9667;231;3522;430554;0.8180158586379409
1078:190682-200738;Li;9667;231;3576;433014;0.8258393493051033
1078:190682-200738;Mu;9667;231;3646;428451;0.8509724565936362
1078:190682-200738;all;9667;231;67295;7444678;0.9039343273140893
107913:2054-6250;Fa;3299;898;517;52686;0.9812853509471207
107913:2054-6250;Ga;1781;2416;18;18192;0.09894459102902374
107913:2054-6250;Li;2143;2054;217;34431;0.6302459992448666
107913:2054-6250;Mu;2849;1348;136;27514;0.4942938140582976
107913:2054-6250;all;3299;898;3276;501715;0.6529603460131748
1080:37771-39924;Fa;2100;46;952;94058;1.012141444640541
1080:37771-39924;Ga;2100;46;932;93041;1.0017089240227426
1080:37771-39924;Li;2100;46;892;94232;0.9465998811444095
1080:37771-39924;Mu;2100;46;821;93950;0.8738690792974987
1080:37771-39924;all;2100;46;16157;1625637;0.993887319247778
1080:47201-48211;Fa;1009;2;129;45405;0.28410967955071026
1080:47201-48211;Ga;1009;2;448;45354;0.987784980376593
1080:47201-48211;Li;1009;2;87;45286;0.1921123526034536
1080:47201-48211;Mu;1009;2;57;45405;0.12553683515031383
1080:47201-48211;all;1009;2;3087;786250;0.39262321144674084
1080:50212-64793;Fa;13932;564;5446;613773;0.8872987244469861
1080:50212-64793;Ga;13910;586;3597;613637;0.5861771698903423
1080:50212-64793;Li;13939;557;3309;619849;0.5338396932156058
1080:50212-64793;Mu;13939;557;4145;610079;0.6794202062355859
1080:50212-64793;all;13940;556;72051;10637114;0.6773547787491984
108289:293-2558;Fa;2240;26;600;100783;0.595338499548535
108289:293-2558;Ga;2240;26;504;100358;0.5022021164232049
108289:293-2558;Li;2240;26;449;100664;0.4460383056504808
108289:293-2558;Mu;2240;26;384;100783;0.38101663971106237
108289:293-2558;all;2240;26;8307;1744428;0.4762019412667075
108289:4015-5289;Fa;1265;10;424;56857;0.7457305169108465
108289:4015-5289;Ga;1265;10;197;56172;0.35070853806166774
108289:4015-5289;Li;1265;10;133;56874;0.23385026549917362
108289:4015-5289;Mu;1265;10;166;56925;0.2916117698726394
108289:4015-5289;all;1265;10;3960;982708;0.4029681248142887
108385:1448-2693;Fa;1205;39;816;54157;1.5067304318924608
108385:1448-2693;Ga;1205;39;809;54208;1.4923996458087367
108385:1448-2693;Li;1205;39;658;54021;1.2180448344162456
108385:1448-2693;Mu;1205;39;660;54225;1.2171507607192253
108385:1448-2693;all;1205;39;12761;938591;1.3595911318135376
1083:121625-123554;Fa;1883;47;755;84310;0.8955046850907366
1083:121625-123554;Ga;1883;47;226;84684;0.26687449813424025
1083:121625-123554;Li;1883;47;202;84616;0.23872553654155243
1083:121625-123554;Mu;1883;47;245;84718;0.2891947401968885
1083:121625-123554;all;1883;47;6152;1465968;0.4196544535760671
1083:387531-390192;Fa;2608;50;967;116986;0.8265946352555007
1083:387531-390192;Ga;2608;50;925;116340;0.7950833763108132
1083:387531-390192;Li;2608;50;818;116939;0.6995100009406614
1083:387531-390192;Mu;2608;50;709;115969;0.6113702799886176
1083:387531-390192;all;2608;50;14563;2019834;0.7209998445416802
108608:5821-7844;Fa;1894;111;1896;83961;2.258191303105013
108608:5821-7844;Ga;1894;111;1713;84248;2.0332826892033045
108608:5821-7844;Li;1894;111;1561;85111;1.8340755014040488
108608:5821-7844;Mu;1894;111;1655;84737;1.9531019507417067
108608:5821-7844;all;1894;111;29155;1464313;1.9910360694742175
108882:1424-2038;Fa;615;0;181;27675;0.6540198735320687
108882:1424-2038;Ga;615;0;133;27335;0.48655569782330343
108882:1424-2038;Li;615;0;122;27675;0.4408310749774164
108882:1424-2038;Mu;615;0;167;27675;0.6034327009936766
108882:1424-2038;all;615;0;2823;478160;0.590388154592605
1088:31017-34138;Fa;2913;121;1383;129499;1.0679619147638206
1088:31017-34138;Ga;2913;121;1071;128528;0.8332814639611602
1088:31017-34138;Li;2913;121;1178;129749;0.907906804676722
1088:31017-34138;Mu;2913;121;1296;129561;1.0003010165095978
1088:31017-34138;all;2913;121;21208;2240249;0.9466804806072896
1088:39639-53909;Fa;13799;383;5921;609589;0.9713101778411356
1088:39639-53909;Ga;13801;381;4741;613800;0.7724014336917563
1088:39639-53909;Li;13799;383;4506;609780;0.7389550329627078
1088:39639-53909;Mu;13775;407;4033;608227;0.6630748059523829
1088:39639-53909;all;13801;381;84003;10571616;0.7946088847722051
1088:491378-492952;Fa;1575;0;34;70875;0.04797178130511464
1088:491378-492952;Ga;1575;0;141;70705;0.1994201258751149
1088:491378-492952;Li;1575;0;9;70824;0.012707556760420197
1088:491378-492952;Mu;1575;0;9;70858;0.012701459256541252
1088:491378-492952;all;1575;0;855;1227422;0.06965819416630956
