GENE;POP;TOTAL_SITES;N_SITES;NUM_ALL;DENOM_ALL;PI_ALL
0:12672425-12714082;Fa;41390;96;1655;1854358;0.08924921724931216
0:12672425-12714082;Ga;41392;94;1169;2020862;0.05784660209356205
0:12672425-12714082;Li;41391;95;2469;1851384;0.13335969199258502
0:12672425-12714082;Mu;41392;94;2336;1850456;0.12623915402473768
0:12672425-12714082;all;41393;93;39295;32707536;0.1201405082914225
0:12731070-12737741;Fa;6656;9;277;299486;0.0924918026218254
0:12731070-12737741;Ga;6656;9;335;311462;0.10755726220213059
0:12731070-12737741;Li;6656;9;388;299503;0.12954795110566505
0:12731070-12737741;Mu;6656;9;321;295349;0.10868497946497195
0:12731070-12737741;all;6656;9;7199;5207728;0.1382368664415653
0:12739562-12744402;Fa;4837;3;213;216016;0.09860380712539812
0:12739562-12744402;Ga;4837;3;279;217206;0.12844949034557057
0:12739562-12744402;Li;4837;3;354;217648;0.16264794530618246
0:12739562-12744402;Mu;4837;3;343;215982;0.1588095304238316
0:12739562-12744402;all;4837;3;5607;3748060;0.1495973917173151
0:12763872-12779699;Fa;15704;47;685;701237;0.09768452035474455
0:12763872-12779699;Ga;15703;48;1031;704211;0.1464049837335685
0:12763872-12779699;Li;15703;48;958;702972;0.13627854309986742
0:12763872-12779699;Mu;15706;45;1146;699293;0.16387980431664553
0:12763872-12779699;all;15706;45;18732;12136753;0.1543411157827798
0:12786161-12789088;Fa;2923;3;53;131518;0.04029866634224973
0:12786161-12789088;Ga;2923;3;63;152966;0.0411856229488906
0:12786161-12789088;Li;2923;3;100;131535;0.07602539248108868
0:12786161-12789088;Mu;2923;3;177;130549;0.13558127599598618
0:12786161-12789088;all;2923;3;2315;2356340;0.09824558425354575
0:12864206-12869537;Fa;5267;27;479;232428;0.20608532534806479
0:12864206-12869537;Ga;5264;30;415;246355;0.16845608978912546
0:12864206-12869537;Li;5267;27;294;234758;0.1252353487421089
0:12864206-12869537;Mu;5267;27;282;235642;0.11967306337579889
0:12864206-12869537;all;5267;27;9712;4092659;0.2373029367948808
0:12922172-12933199;Fa;10791;78;355;481656;0.07370405434584018
0:12922172-12933199;Ga;10762;107;209;493063;0.04238809239387259
0:12922172-12933199;Li;10828;41;471;482692;0.09757775144398498
0:12922172-12933199;Mu;10828;41;620;484774;0.12789464781527063
0:12922172-12933199;all;10828;41;8321;8386941;0.09921376578182677
0:13086577-13090153;Fa;3561;10;139;157613;0.08819069492998674
0:13086577-13090153;Ga;3557;14;92;174228;0.05280437128360539
0:13086577-13090153;Li;3561;10;233;159730;0.14587115757841357
0:13086577-13090153;Mu;3561;10;161;157515;0.10221248769958417
0:13086577-13090153;all;3561;10;2893;2796110;0.10346517125578035
0:13090886-13098069;Fa;7149;20;214;320921;0.06668307776680242
0:13090886-13098069;Ga;7149;20;148;366759;0.040353474625026246
0:13090886-13098069;Li;7149;20;246;320869;0.07666680171658839
0:13090886-13098069;Mu;7149;20;268;318798;0.08406577205628643
0:13090886-13098069;all;7149;20;4196;5725899;0.07328106905134024
0:13100063-13106044;Fa;5947;18;373;267037;0.13968101798627156
0:13100063-13106044;Ga;5947;18;225;312630;0.07197006045485078
0:13100063-13106044;Li;5947;18;394;267015;0.14755725333782746
0:13100063-13106044;Mu;5947;18;418;263967;0.1583531274742676
0:13100063-13106044;all;5947;18;7022;4786461;0.14670546777671437
0:13418527-13423442;Fa;4894;10;183;218390;0.08379504556069417
0:13418527-13423442;Ga;4891;13;170;207070;0.08209784130970203
0:13418527-13423442;Li;4895;9;204;219283;0.09303046747809908
0:13418527-13423442;Mu;4891;13;247;217222;0.11370855622358693
0:13418527-13423442;all;4895;9;4136;3725949;0.11100527677646688
0:13425428-13429046;Fa;3608;3;39;162292;0.024030759371996155
0:13425428-13429046;Ga;3608;3;96;182975;0.05246618390490504
0:13425428-13429046;Li;3608;3;51;162360;0.031411677753141166
0:13425428-13429046;Mu;3608;3;84;161956;0.05186593889698437
0:13425428-13429046;all;3608;3;1494;2888095;0.05172960030746911
0:13431623-13436064;Fa;4427;11;125;196984;0.06345693051212281
0:13431623-13436064;Ga;4424;14;102;208290;0.04897018579864612
0:13431623-13436064;Li;4424;14;99;196687;0.05033377904996263
0:13431623-13436064;Mu;4427;11;103;198155;0.051979510988872345
0:13431623-13436064;all;4427;11;2105;3452876;0.06096367202297447
0:13436786-13440049;Fa;3263;1;66;146484;0.04505611534365528
0:13436786-13440049;Ga;3263;1;70;153834;0.04550359478398794
0:13436786-13440049;Li;3263;1;73;146706;0.04975938271100023
0:13436786-13440049;Mu;3263;1;91;146767;0.06200303883025476
0:13436786-13440049;all;3263;1;1464;2566575;0.0570409982174688
0:135094-139504;Fa;4397;11;144;196008;0.07346638912697441
0:135094-139504;Ga;4397;11;268;194164;0.13802764673162893
0:135094-139504;Li;4397;11;363;197584;0.1837193295003644
0:135094-139504;Mu;4397;11;406;190350;0.21329130548988706
0:135094-139504;all;4397;11;7083;3360246;0.2107881387255576
0:13646374-13655586;Fa;9178;21;138;410849;0.033588982813637126
0:13646374-13655586;Ga;9176;23;104;443976;0.023424689622862496
0:13646374-13655586;Li;9168;31;239;410590;0.05820891887284152
0:13646374-13655586;Mu;9171;28;314;405699;0.07739728222154849
0:13646374-13655586;all;9178;21;3759;7216654;0.052087851239646515
0:13713050-13721264;Fa;8195;11;655;367141;0.17840557170133545
0:13713050-13721264;Ga;8195;11;202;357300;0.05653512454520011
0:13713050-13721264;Li;8195;11;343;368537;0.093070709318196
0:13713050-13721264;Mu;8195;11;689;367729;0.1873662398124706
0:13713050-13721264;all;8195;11;11193;6314359;0.17726264851269938
0:13785494-13788288;Fa;2794;1;16;125696;0.012729124236252547
0:13785494-13788288;Ga;2794;1;45;116460;0.03863987635239567
0:13785494-13788288;Li;2794;1;74;125730;0.05885627932872027
0:13785494-13788288;Mu;2794;1;66;125526;0.052578748625782705
0:13785494-13788288;all;2794;1;1189;2134340;0.055708087746094814
0:13874686-13912822;Fa;37976;112;999;1691140;0.059072578260818145
0:13874686-13912822;Ga;37933;155;850;1668282;0.050950618660394346
0:13874686-13912822;Li;37971;117;1001;1695896;0.05902484586318972
0:13874686-13912822;Mu;37965;123;787;1686311;0.04666992031718942
0:13874686-13912822;all;37984;104;18413;29144117;0.06317913148646775
0:13914748-13917963;Fa;3209;7;381;143334;0.2658127171501528
0:13914748-13917963;Ga;3208;8;353;147213;0.23978860562586185
0:13914748-13917963;Li;3208;8;109;143892;0.07575125788786034
0:13914748-13917963;Mu;3210;6;460;143037;0.32159511175430133
0:13914748-13917963;all;3210;6;5859;2499028;0.23445115460891194
0:13932308-13934629;Fa;2318;3;64;104310;0.061355574729172656
0:13932308-13934629;Ga;2318;3;45;101495;0.044337159465983544
0:13932308-13934629;Li;2318;3;9;104310;0.008628127696289905
0:13932308-13934629;Mu;2318;3;18;104242;0.017267512135223807
0:13932308-13934629;all;2318;3;600;1794417;0.03343704389782308
0:14027340-14030135;Fa;2789;5;144;125420;0.11481422420666561
0:14027340-14030135;Ga;2789;5;178;124897;0.14251743436591752
0:14027340-14030135;Li;2789;5;171;124252;0.1376235392589254
0:14027340-14030135;Mu;2789;5;156;121960;0.12791079042308953
0:14027340-14030135;all;2789;5;3195;2143533;0.149052988687368
0:14033313-14038220;Fa;4863;19;330;214955;0.15352050429159592
0:14033313-14038220;Ga;4862;20;74;220115;0.033618790177861575
0:14033313-14038220;Li;4865;17;374;215815;0.17329657345411578
0:14033313-14038220;Mu;4865;17;423;214684;0.1970337798811276
0:14033313-14038220;all;4865;17;5941;3734569;0.15908127550997184
0:14092084-14100809;Fa;8705;10;327;385831;0.08475213241030399
0:14092084-14100809;Ga;8705;10;180;396471;0.045400546319907385
0:14092084-14100809;Li;8705;10;291;390138;0.07458899158759208
0:14092084-14100809;Mu;8705;10;474;386500;0.12263906856403622
0:14092084-14100809;all;8705;10;5718;6731048;0.08494962448640984
0:14108180-14110193;Fa;2010;2;0;90399;0.0
0:14108180-14110193;Ga;2010;2;0;115439;0.0
0:14108180-14110193;Li;2010;2;42;90433;0.04644322315968728
0:14108180-14110193;Mu;2010;2;42;90386;0.046467373265771245
0:14108180-14110193;all;2010;2;408;1662329;0.024543877896613726
0:14119751-14125097;Fa;5319;12;336;239121;0.14051463485013863
0:14119751-14125097;Ga;5316;15;75;245028;0.030608746755472843
0:14119751-14125097;Li;5319;12;378;236885;0.15957109990079574
0:14119751-14125097;Mu;5313;18;420;235099;0.17864814397338993
0:14119751-14125097;all;5319;12;7049;4130517;0.17065660303540695
0:14366697-14373714;Fa;6979;31;46;307111;0.01497829774902234
0:14366697-14373714;Ga;6964;46;51;301490;0.016915983946399548
0:14366697-14373714;Li;6973;37;70;308235;0.022709945333917302
0:14366697-14373714;Mu;6971;39;123;296365;0.041502876520506805
0:14366697-14373714;all;6982;28;1320;5237133;0.025204630090547634
0:14635440-14636903;Fa;1464;0;0;65880;0.0
0:14635440-14636903;Ga;1464;0;21;62239;0.033740902006780316
0:14635440-14636903;Li;1464;0;33;65880;0.05009107468123861
0:14635440-14636903;Mu;1464;0;77;65404;0.11772980245856522
0:14635440-14636903;all;1464;0;603;1122391;0.05372459330126489
0:14717448-14721356;Fa;3901;8;168;175238;0.09586961732044419
0:14717448-14721356;Ga;3899;10;206;191059;0.10782009745680654
0:14717448-14721356;Li;3900;9;200;175167;0.11417675703756987
0:14717448-14721356;Mu;3899;10;115;173016;0.06646784112452027
0:14717448-14721356;all;3901;8;3137;3084732;0.1016944097574765
0:14773320-14785220;Fa;11819;47;103;520199;0.019800114956007222
0:14773320-14785220;Ga;11815;51;67;489337;0.013691995495946557
0:14773320-14785220;Li;11818;48;838;521777;0.16060500941973296
0:14773320-14785220;Mu;11822;44;926;509284;0.1818238939373709
0:14773320-14785220;all;11833;33;13670;8816213;0.1550552374358469
0:14918678-14921694;Fa;2994;12;133;134339;0.0990032678522246
0:14918678-14921694;Ga;2994;12;149;132018;0.11286339741550394
0:14918678-14921694;Li;2950;56;327;128734;0.25401214908260444
0:14918678-14921694;Mu;2975;31;369;130605;0.2825312966578615
0:14918678-14921694;all;2994;12;6430;2266616;0.28368281173343873
0:15043001-15058891;Fa;10805;5062;165;476505;0.03462712878143986
0:15043001-15058891;Ga;10784;5083;658;467499;0.1407489641689073
0:15043001-15058891;Li;10794;5073;403;479295;0.08408182851897057
0:15043001-15058891;Mu;10807;5060;851;476272;0.17867941008499344
0:15043001-15058891;all;10810;5057;13503;8205599;0.16455837044925056
0:15064807-15077947;Fa;12842;200;96;567564;0.016914392033321353
0:15064807-15077947;Ga;12953;89;1058;581885;0.18182286877991355
0:15064807-15077947;Li;12877;165;609;577260;0.10549838894085854
0:15064807-15077947;Mu;12871;171;1392;575178;0.24201203801258045
0:15064807-15077947;all;12960;82;22699;9932455;0.22853363040658126
0:15101604-15104873;Fa;3253;12;48;145023;0.03309819821683457
0:15101604-15104873;Ga;3253;12;38;149977;0.025337218373483933
0:15101604-15104873;Li;3253;12;132;145185;0.09091848331439198
0:15101604-15104873;Mu;3253;12;50;145947;0.03425901183306269
0:15101604-15104873;all;3253;12;1258;2530768;0.04970823086114571
0:15392252-15399011;Fa;6726;25;18;297897;0.006042356922023384
0:15392252-15399011;Ga;6733;18;86;305843;0.02811900223317192
0:15392252-15399011;Li;6735;16;81;298339;0.02715032228438119
0:15392252-15399011;Mu;6734;17;62;295499;0.020981458482093002
0:15392252-15399011;all;6735;16;1193;5169102;0.023079443973053733
0:15587813-15589107;Fa;1291;4;54;57041;0.09466874704160165
0:15587813-15589107;Ga;1291;4;220;59563;0.3693568154726928
0:15587813-15589107;Li;1291;4;164;53652;0.30567360023857454
0:15587813-15589107;Mu;1291;4;147;54953;0.2675013193092279
0:15587813-15589107;all;1291;4;2913;966329;0.30145012723409936
0:15590468-15595537;Fa;5019;38;120;216857;0.055336004832677754
0:15590468-15595537;Ga;4989;68;278;197493;0.14076448279179515
0:15590468-15595537;Li;5034;23;283;221282;0.12789110727488
0:15590468-15595537;Mu;5034;23;119;220662;0.05392863293181427
0:15590468-15595537;all;5035;22;3918;3695938;0.10600827178377992
0:15630504-15633070;Fa;2556;3;137;114616;0.11952955957283451
0:15630504-15633070;Ga;2556;3;169;122200;0.13829787234042554
0:15630504-15633070;Li;2556;3;30;115020;0.02608242044861763
0:15630504-15633070;Mu;2556;3;150;114493;0.1310123763024814
0:15630504-15633070;all;2556;3;2356;2016209;0.11685296514399053
0:15704291-15706605;Fa;2299;5;113;102354;0.11040115676964261
0:15704291-15706605;Ga;2298;6;199;111225;0.17891661047426388
0:15704291-15706605;Li;2299;5;32;102809;0.031125679658395664
0:15704291-15706605;Mu;2299;5;150;102180;0.14679976512037582
0:15704291-15706605;all;2299;5;2382;1806128;0.1318843404232701
0:16089349-16092393;Fa;3038;4;0;134196;0.0
0:16089349-16092393;Ga;3038;4;142;130695;0.10864991009602509
0:16089349-16092393;Li;3022;20;9;134393;0.006696777361916172
0:16089349-16092393;Mu;3032;10;9;133955;0.006718674181628159
0:16089349-16092393;all;3038;4;638;2301747;0.027718076747792003
0:16177877-16191950;Fa;13998;66;415;622362;0.06668144906019326
0:16177877-16191950;Ga;14012;52;301;676479;0.04449509888703123
0:16177877-16191950;Li;13983;81;449;626610;0.07165541564928743
0:16177877-16191950;Mu;14009;55;491;623781;0.07871352285497635
0:16177877-16191950;all;14012;52;8052;11008348;0.07314448998160306
0:16286624-16290295;Fa;3596;10;243;157118;0.15466082816736465
0:16286624-16290295;Ga;3596;10;96;154378;0.062185026363860134
0:16286624-16290295;Li;3531;75;54;156372;0.0345330366050188
0:16286624-16290295;Mu;3596;10;127;156852;0.08096804631117231
0:16286624-16290295;all;3596;10;3004;2701140;0.11121230295356775
0:16296678-16310472;Fa;13765;22;512;617058;0.08297437193910459
0:16296678-16310472;Ga;13763;24;64;677291;0.009449409485730654
0:16296678-16310472;Li;13736;51;115;615376;0.0186877616286628
0:16296678-16310472;Mu;13765;22;611;616173;0.0991604630517728
0:16296678-16310472;all;13765;22;6252;10898810;0.0573640608470099
0:16333405-16337099;Fa;3690;4;123;165982;0.07410442096130906
0:16333405-16337099;Ga;3690;4;74;203384;0.03638437635212209
0:16333405-16337099;Li;3690;4;9;166050;0.005420054200542005
0:16333405-16337099;Mu;3690;4;94;166050;0.05660945498343872
0:16333405-16337099;all;3690;4;1850;3021174;0.061234473750932585
0:16536354-16543275;Fa;6886;12;18;307713;0.005849606613955212
0:16536354-16543275;Ga;6886;12;321;331193;0.09692233833444547
0:16536354-16543275;Li;6886;12;159;306769;0.051830530464290724
0:16536354-16543275;Mu;6886;12;235;305948;0.07681043837514871
0:16536354-16543275;all;6886;12;4335;5403475;0.08022615076409162
0:16829277-16830219;Fa;941;2;0;42345;0.0
0:16829277-16830219;Ga;941;2;0;51246;0.0
0:16829277-16830219;Li;941;2;34;42345;0.08029283268390601
0:16829277-16830219;Mu;941;2;9;42328;0.02126252126252126
0:16829277-16830219;all;941;2;195;768060;0.025388641512381845
0:17466014-17475548;Fa;9498;15;222;424450;0.05230298032748262
0:17466014-17475548;Ga;9500;13;272;461566;0.05892981718757447
0:17466014-17475548;Li;9491;22;134;424400;0.03157398680490104
0:17466014-17475548;Mu;9500;13;251;424192;0.059171318648159325
0:17466014-17475548;all;9500;13;4451;7489020;0.05943367757063007
0:17838426-17839922;Fa;1496;1;0;67303;0.0
0:17838426-17839922;Ga;1496;1;9;79157;0.011369809366196294
0:17838426-17839922;Li;1496;1;0;67303;0.0
0:17838426-17839922;Mu;1496;1;9;67201;0.013392657847353462
0:17838426-17839922;all;1496;1;80;1211240;0.006604801690829233
0:17871279-17878181;Fa;6800;70;152;299917;0.050680688323769575
0:17871279-17878181;Ga;6809;61;245;345608;0.0708895627416032
0:17871279-17878181;Li;6808;62;70;301751;0.023197934721011695
0:17871279-17878181;Mu;6804;66;206;298535;0.06900363441472525
0:17871279-17878181;all;6810;60;3861;5366227;0.0719499939156506
0:17881326-17891852;Fa;10500;20;215;469885;0.04575587643785182
0:17881326-17891852;Ga;10500;20;415;506581;0.08192174597941888
0:17881326-17891852;Li;10500;20;314;469982;0.06681106936010316
0:17881326-17891852;Mu;10500;20;398;467460;0.08514097462884525
0:17881326-17891852;all;10500;20;6934;8261748;0.08392896999521167
0:18090408-18092087;Fa;1679;1;0;75555;0.0
0:18090408-18092087;Ga;1679;1;83;86607;0.09583520962508804
0:18090408-18092087;Li;1679;1;0;75555;0.0
0:18090408-18092087;Mu;1679;1;64;75538;0.08472556858799545
0:18090408-18092087;all;1679;1;729;1352035;0.053918722518278006
0:18138914-18141414;Fa;2459;18;48;110131;0.04358445850850351
0:18138914-18141414;Ga;2459;18;317;116369;0.27240931863296924
0:18138914-18141414;Li;2459;18;147;109985;0.1336545892621721
0:18138914-18141414;Mu;2459;18;349;108341;0.3221310491872883
0:18138914-18141414;all;2459;18;4181;1920462;0.21770803067178626
0:18376578-18377985;Fa;1408;0;0;63360;0.0
0:18376578-18377985;Ga;1408;0;20;76194;0.026248785993647793
0:18376578-18377985;Li;1408;0;25;63360;0.039457070707070704
0:18376578-18377985;Mu;1408;0;39;63258;0.06165228113440197
0:18376578-18377985;all;1408;0;432;1147212;0.03765650986914363
0:18379868-18383879;Fa;4003;7;72;174911;0.04116379187129454
0:18379868-18383879;Ga;4000;10;95;183230;0.051847404900944166
0:18379868-18383879;Li;4003;7;59;178424;0.03306730036317984
0:18379868-18383879;Mu;4003;7;51;176865;0.028835552540072938
0:18379868-18383879;all;4003;7;1419;3080574;0.046062844132294826
0:18522788-18535527;Fa;12693;36;0;569328;0.0
0:18522788-18535527;Ga;12677;52;125;600836;0.020804345944650453
0:18522788-18535527;Li;12689;40;338;568068;0.059499919023778845
0:18522788-18535527;Mu;12693;36;326;569018;0.05729168497305885
0:18522788-18535527;all;12696;33;4561;9971006;0.04574262617031822
0:18550193-18558797;Fa;8551;35;71;377986;0.018783764478049452
0:18550193-18558797;Ga;8559;27;162;393195;0.04120093083584481
0:18550193-18558797;Li;8559;27;225;379382;0.05930697819084722
0:18550193-18558797;Mu;8555;31;349;378121;0.09229849704195218
0:18550193-18558797;all;8560;26;5315;6594512;0.08059732092382271
0:18560500-18564356;Fa;3821;28;0;168998;0.0
0:18560500-18564356;Ga;3822;27;342;204363;0.16734927555379397
0:18560500-18564356;Li;3814;35;62;169252;0.036631768014558176
0:18560500-18564356;Mu;3816;33;213;167740;0.12698223441039705
0:18560500-18564356;all;3824;25;4163;3055493;0.1362464256995516
0:18566768-18580860;Fa;13870;171;45;617513;0.007287295975955162
0:18566768-18580860;Ga;14016;25;305;642769;0.047450950496990364
0:18566768-18580860;Li;14014;27;509;627280;0.08114398673638566
0:18566768-18580860;Mu;13941;100;464;621276;0.07468500312260573
0:18566768-18580860;all;14018;23;9271;10825646;0.08563923113687627
0:18597869-18607270;Fa;9336;54;48;419081;0.011453633068547608
0:18597869-18607270;Ga;9347;43;249;472988;0.05264404170930341
0:18597869-18607270;Li;9345;45;190;419222;0.04532204893827137
0:18597869-18607270;Mu;9345;45;141;418280;0.033709476905422205
0:18597869-18607270;all;9349;41;3764;7464355;0.05042632618625454
0:18763186-18765459;Fa;2264;10;321;101572;0.31603197731658333
0:18763186-18765459;Ga;2264;10;355;107491;0.33026020783135335
0:18763186-18765459;Li;2264;10;337;101880;0.33078131134668237
0:18763186-18765459;Mu;2264;10;386;101306;0.3810238287959252
0:18763186-18765459;all;2264;10;5887;1781757;0.3304042021442879
0:18813647-18820375;Fa;6669;44;92;294160;0.03127549632852869
0:18813647-18820375;Ga;6699;14;178;324873;0.05479064126597163
0:18813647-18820375;Li;6699;14;196;297783;0.0658197412209562
0:18813647-18820375;Mu;6699;14;216;294726;0.07328841025223427
0:18813647-18820375;all;6699;14;4034;5221462;0.07725805531094548
0:18821642-18833688;Fa;11809;131;43;524207;0.008202866424904665
0:18821642-18833688;Ga;11907;33;364;531581;0.06847498311640182
0:18821642-18833688;Li;11799;141;412;525900;0.0783418900931736
0:18821642-18833688;Mu;11811;129;877;524674;0.16715141211495138
0:18821642-18833688;all;11908;32;11408;9094466;0.12543892076786037
